vin	Ix(U1:SOURCE)
1.090000000000001e+00	1.327837e-08
1.100000000000001e+00	1.326904e-08
1.110000000000001e+00	1.325970e-08
1.120000000000001e+00	1.325035e-08
1.130000000000001e+00	1.324100e-08
1.140000000000001e+00	1.323164e-08
1.150000000000001e+00	1.322227e-08
1.160000000000001e+00	1.321289e-08
1.170000000000001e+00	1.320350e-08
1.180000000000001e+00	1.319411e-08
1.190000000000001e+00	1.318471e-08
1.200000000000001e+00	1.317530e-08
1.210000000000001e+00	1.316589e-08
1.220000000000001e+00	1.315647e-08
1.230000000000001e+00	1.314704e-08
1.240000000000001e+00	1.313760e-08
1.250000000000001e+00	1.312815e-08
1.260000000000001e+00	1.311870e-08
1.270000000000001e+00	1.310924e-08
1.280000000000001e+00	1.309977e-08
1.290000000000001e+00	1.309029e-08
1.300000000000001e+00	1.308080e-08
1.310000000000001e+00	1.307131e-08
1.320000000000001e+00	1.306181e-08
1.330000000000001e+00	1.305230e-08
1.340000000000001e+00	1.304279e-08
1.350000000000001e+00	1.303326e-08
1.360000000000001e+00	1.302373e-08
1.370000000000001e+00	1.301419e-08
1.380000000000001e+00	1.300464e-08
1.390000000000001e+00	1.299509e-08
1.400000000000001e+00	1.298552e-08
1.410000000000001e+00	1.297595e-08
1.420000000000001e+00	1.296637e-08
1.430000000000001e+00	1.295678e-08
1.440000000000001e+00	1.294718e-08
1.450000000000001e+00	1.293758e-08
1.460000000000001e+00	1.292796e-08
1.470000000000001e+00	1.291834e-08
1.480000000000001e+00	1.290871e-08
1.490000000000001e+00	1.289908e-08
1.500000000000001e+00	1.288943e-08
1.510000000000001e+00	1.287977e-08
1.520000000000001e+00	1.287011e-08
1.530000000000001e+00	1.286044e-08
1.540000000000001e+00	1.285076e-08
1.550000000000001e+00	1.284107e-08
1.560000000000001e+00	1.283138e-08
1.570000000000001e+00	1.282167e-08
1.580000000000001e+00	1.281196e-08
1.590000000000001e+00	1.280224e-08
1.600000000000001e+00	1.279251e-08
1.610000000000001e+00	1.278277e-08
1.620000000000001e+00	1.277302e-08
1.630000000000001e+00	1.276326e-08
1.640000000000001e+00	1.275350e-08
1.650000000000001e+00	1.274372e-08
1.660000000000001e+00	1.273394e-08
1.670000000000001e+00	1.272415e-08
1.680000000000001e+00	1.271435e-08
