vout	I(Iout)
3.349999999999973e+00	4.939723e-09
3.359999999999972e+00	4.888901e-09
3.369999999999972e+00	4.838074e-09
3.379999999999972e+00	4.787242e-09
3.389999999999972e+00	4.736404e-09
3.399999999999971e+00	4.685560e-09
3.409999999999971e+00	4.634709e-09
3.419999999999971e+00	4.583849e-09
3.429999999999971e+00	4.532982e-09
3.439999999999971e+00	4.482105e-09
3.449999999999970e+00	4.431219e-09
3.459999999999970e+00	4.380322e-09
3.469999999999970e+00	4.329414e-09
3.479999999999970e+00	4.278494e-09
3.489999999999970e+00	4.227563e-09
3.499999999999969e+00	4.176618e-09
3.509999999999969e+00	4.125659e-09
3.519999999999969e+00	4.074685e-09
3.529999999999969e+00	4.023697e-09
3.539999999999969e+00	3.972693e-09
3.549999999999968e+00	3.921672e-09
3.559999999999968e+00	3.870634e-09
3.569999999999968e+00	3.819578e-09
3.579999999999968e+00	3.768504e-09
3.589999999999967e+00	3.717409e-09
3.599999999999967e+00	3.666295e-09
3.609999999999967e+00	3.615160e-09
3.619999999999967e+00	3.564004e-09
3.629999999999967e+00	3.512825e-09
3.639999999999966e+00	3.461623e-09
3.649999999999966e+00	3.410398e-09
3.659999999999966e+00	3.359147e-09
3.669999999999966e+00	3.307872e-09
3.679999999999966e+00	3.256570e-09
3.689999999999965e+00	3.205241e-09
3.699999999999965e+00	3.153885e-09
3.709999999999965e+00	3.102500e-09
3.719999999999965e+00	3.051086e-09
3.729999999999964e+00	2.999641e-09
3.739999999999964e+00	2.948166e-09
3.749999999999964e+00	2.896659e-09
3.759999999999964e+00	2.845120e-09
3.769999999999964e+00	2.793547e-09
3.779999999999963e+00	2.741940e-09
3.789999999999963e+00	2.690297e-09
3.799999999999963e+00	2.638619e-09
3.809999999999963e+00	2.586904e-09
3.819999999999963e+00	2.535151e-09
3.829999999999962e+00	2.483359e-09
3.839999999999962e+00	2.431527e-09
3.849999999999962e+00	2.379655e-09
3.859999999999962e+00	2.327742e-09
3.869999999999961e+00	2.275786e-09
3.879999999999961e+00	2.223786e-09
3.889999999999961e+00	2.171743e-09
3.899999999999961e+00	2.119654e-09
3.909999999999961e+00	2.067518e-09
3.919999999999960e+00	2.015335e-09
3.929999999999960e+00	1.963104e-09
3.939999999999960e+00	1.910823e-09
3.949999999999960e+00	1.858492e-09
3.959999999999960e+00	1.806109e-09
3.969999999999959e+00	1.753674e-09
3.979999999999959e+00	1.701185e-09
3.989999999999959e+00	1.648641e-09
3.999999999999959e+00	1.596041e-09
4.009999999999959e+00	1.543384e-09
4.019999999999959e+00	1.490669e-09
4.029999999999959e+00	1.437894e-09
4.039999999999958e+00	1.385059e-09
4.049999999999958e+00	1.332161e-09
4.059999999999958e+00	1.279201e-09
4.069999999999958e+00	1.226176e-09
4.079999999999957e+00	1.173086e-09
4.089999999999957e+00	1.119929e-09
4.099999999999957e+00	1.066704e-09
4.109999999999957e+00	1.013409e-09
4.119999999999957e+00	9.600429e-10
4.129999999999956e+00	9.066049e-10
4.139999999999956e+00	8.530933e-10
4.149999999999956e+00	7.995067e-10
4.159999999999956e+00	7.458436e-10
4.169999999999956e+00	6.921025e-10
4.179999999999955e+00	6.382821e-10
4.189999999999955e+00	5.843807e-10
4.199999999999955e+00	5.303968e-10
4.209999999999955e+00	4.763290e-10
4.219999999999954e+00	4.221755e-10
4.229999999999954e+00	3.679348e-10
4.239999999999954e+00	3.136053e-10
4.249999999999954e+00	2.591852e-10
4.259999999999954e+00	2.046729e-10
4.269999999999953e+00	1.500666e-10
4.279999999999953e+00	9.536463e-11
4.289999999999953e+00	4.056513e-11
4.299999999999953e+00	-1.433370e-11
4.309999999999953e+00	-6.933373e-11
4.319999999999952e+00	-1.244368e-10
4.329999999999952e+00	-1.796450e-10
4.339999999999952e+00	-2.349601e-10
4.349999999999952e+00	-2.903842e-10
4.359999999999951e+00	-3.459193e-10
4.369999999999951e+00	-4.015676e-10
4.379999999999951e+00	-4.573310e-10
4.389999999999951e+00	-5.132118e-10
4.399999999999951e+00	-5.692122e-10
4.409999999999950e+00	-6.253345e-10
4.419999999999950e+00	-6.815809e-10
4.429999999999950e+00	-7.379538e-10
4.439999999999950e+00	-7.944554e-10
4.449999999999950e+00	-8.510885e-10
4.459999999999949e+00	-9.078552e-10
4.469999999999949e+00	-9.647583e-10
4.479999999999949e+00	-1.021800e-09
4.489999999999949e+00	-1.078984e-09
4.499999999999948e+00	-1.136312e-09
4.509999999999948e+00	-1.193787e-09
4.519999999999948e+00	-1.251411e-09
4.529999999999948e+00	-1.309189e-09
4.539999999999948e+00	-1.367122e-09
4.549999999999947e+00	-1.425214e-09
4.559999999999947e+00	-1.483468e-09
4.569999999999947e+00	-1.541886e-09
4.579999999999947e+00	-1.600474e-09
4.589999999999947e+00	-1.659232e-09
4.599999999999946e+00	-1.718166e-09
4.609999999999946e+00	-1.777279e-09
4.619999999999946e+00	-1.836575e-09
4.629999999999946e+00	-1.896058e-09
4.639999999999946e+00	-1.955735e-09
4.649999999999945e+00	-2.015612e-09
4.659999999999945e+00	-2.075702e-09
4.669999999999945e+00	-2.136020e-09
4.679999999999945e+00	-2.196588e-09
4.689999999999944e+00	-2.257427e-09
4.699999999999944e+00	-2.318565e-09
4.709999999999944e+00	-2.380045e-09
4.719999999999944e+00	-2.441927e-09
4.729999999999944e+00	-2.504298e-09
4.739999999999943e+00	-2.567284e-09
4.749999999999943e+00	-2.631069e-09
4.759999999999943e+00	-2.695921e-09
4.769999999999943e+00	-2.762230e-09
4.779999999999943e+00	-2.830567e-09
4.789999999999942e+00	-2.901765e-09
4.799999999999942e+00	-2.977048e-09
4.809999999999942e+00	-3.058203e-09
4.819999999999942e+00	-3.147847e-09
4.829999999999941e+00	-3.249810e-09
4.839999999999941e+00	-3.369685e-09
4.849999999999941e+00	-3.515628e-09
4.859999999999941e+00	-3.699495e-09
4.869999999999941e+00	-3.938455e-09
4.879999999999940e+00	-4.257205e-09
4.889999999999940e+00	-4.690965e-09
4.899999999999940e+00	-5.289328e-09
4.909999999999940e+00	-6.120931e-09
4.919999999999940e+00	-7.278562e-09
4.929999999999939e+00	-8.883903e-09
4.939999999999939e+00	-1.109061e-08
4.949999999999939e+00	-1.408443e-08
4.959999999999939e+00	-1.807992e-08
4.969999999999938e+00	-2.331339e-08
4.979999999999938e+00	-3.003177e-08
4.989999999999938e+00	-3.848025e-08
5.000000000000000e+00	-4.889283e-08
