vout	I(Iout)
2.489999999999991e+00	1.526636e-07
2.499999999999991e+00	1.515482e-07
2.509999999999990e+00	1.504332e-07
2.519999999999990e+00	1.493188e-07
2.529999999999990e+00	1.482048e-07
2.539999999999990e+00	1.470913e-07
2.549999999999990e+00	1.459782e-07
2.559999999999989e+00	1.448655e-07
2.569999999999989e+00	1.437532e-07
2.579999999999989e+00	1.426413e-07
2.589999999999989e+00	1.415297e-07
2.599999999999989e+00	1.404184e-07
2.609999999999988e+00	1.393074e-07
2.619999999999988e+00	1.381966e-07
2.629999999999988e+00	1.370861e-07
2.639999999999988e+00	1.359758e-07
2.649999999999987e+00	1.348658e-07
2.659999999999987e+00	1.337558e-07
2.669999999999987e+00	1.326461e-07
2.679999999999987e+00	1.315365e-07
2.689999999999987e+00	1.304270e-07
2.699999999999986e+00	1.293175e-07
2.709999999999986e+00	1.282082e-07
2.719999999999986e+00	1.270989e-07
2.729999999999986e+00	1.259896e-07
2.739999999999986e+00	1.248803e-07
2.749999999999985e+00	1.237710e-07
2.759999999999985e+00	1.226617e-07
2.769999999999985e+00	1.215523e-07
2.779999999999985e+00	1.204428e-07
2.789999999999984e+00	1.193333e-07
2.799999999999984e+00	1.182236e-07
2.809999999999984e+00	1.171137e-07
2.819999999999984e+00	1.160037e-07
2.829999999999984e+00	1.148936e-07
2.839999999999983e+00	1.137832e-07
2.849999999999983e+00	1.126726e-07
2.859999999999983e+00	1.115617e-07
2.869999999999983e+00	1.104506e-07
2.879999999999983e+00	1.093393e-07
2.889999999999982e+00	1.082276e-07
2.899999999999982e+00	1.071156e-07
2.909999999999982e+00	1.060032e-07
2.919999999999982e+00	1.048905e-07
2.929999999999982e+00	1.037774e-07
2.939999999999981e+00	1.026639e-07
2.949999999999981e+00	1.015500e-07
2.959999999999981e+00	1.004357e-07
2.969999999999981e+00	9.932084e-08
2.979999999999980e+00	9.820555e-08
2.989999999999980e+00	9.708975e-08
2.999999999999980e+00	9.597344e-08
3.009999999999980e+00	9.485658e-08
3.019999999999980e+00	9.373916e-08
3.029999999999979e+00	9.262116e-08
3.039999999999979e+00	9.150256e-08
3.049999999999979e+00	9.038334e-08
3.059999999999979e+00	8.926348e-08
3.069999999999979e+00	8.814295e-08
3.079999999999978e+00	8.702175e-08
3.089999999999978e+00	8.589983e-08
3.099999999999978e+00	8.477720e-08
3.109999999999978e+00	8.365382e-08
3.119999999999977e+00	8.252968e-08
3.129999999999977e+00	8.140475e-08
3.139999999999977e+00	8.027902e-08
3.149999999999977e+00	7.915245e-08
3.159999999999977e+00	7.802504e-08
3.169999999999976e+00	7.689676e-08
3.179999999999976e+00	7.576759e-08
3.189999999999976e+00	7.463750e-08
3.199999999999976e+00	7.350648e-08
3.209999999999976e+00	7.237450e-08
3.219999999999975e+00	7.124154e-08
3.229999999999975e+00	7.010759e-08
3.239999999999975e+00	6.897261e-08
3.249999999999975e+00	6.783659e-08
3.259999999999974e+00	6.669949e-08
3.269999999999974e+00	6.556131e-08
3.279999999999974e+00	6.442201e-08
3.289999999999974e+00	6.328158e-08
3.299999999999974e+00	6.213998e-08
3.309999999999973e+00	6.099721e-08
3.319999999999973e+00	5.985322e-08
3.329999999999973e+00	5.870800e-08
3.339999999999973e+00	5.756153e-08
3.349999999999973e+00	5.641377e-08
3.359999999999972e+00	5.526472e-08
3.369999999999972e+00	5.411433e-08
3.379999999999972e+00	5.296259e-08
3.389999999999972e+00	5.180947e-08
3.399999999999971e+00	5.065494e-08
3.409999999999971e+00	4.949898e-08
3.419999999999971e+00	4.834156e-08
3.429999999999971e+00	4.718266e-08
3.439999999999971e+00	4.602224e-08
3.449999999999970e+00	4.486029e-08
3.459999999999970e+00	4.369678e-08
3.469999999999970e+00	4.253167e-08
3.479999999999970e+00	4.136494e-08
3.489999999999970e+00	4.019656e-08
3.499999999999969e+00	3.902651e-08
3.509999999999969e+00	3.785475e-08
3.519999999999969e+00	3.668125e-08
3.529999999999969e+00	3.550599e-08
3.539999999999969e+00	3.432894e-08
3.549999999999968e+00	3.315007e-08
3.559999999999968e+00	3.196933e-08
3.569999999999968e+00	3.078672e-08
3.579999999999968e+00	2.960218e-08
3.589999999999967e+00	2.841570e-08
3.599999999999967e+00	2.722724e-08
3.609999999999967e+00	2.603676e-08
3.619999999999967e+00	2.484424e-08
3.629999999999967e+00	2.364964e-08
3.639999999999966e+00	2.245293e-08
3.649999999999966e+00	2.125407e-08
3.659999999999966e+00	2.005304e-08
3.669999999999966e+00	1.884978e-08
3.679999999999966e+00	1.764428e-08
3.689999999999965e+00	1.643649e-08
3.699999999999965e+00	1.522639e-08
3.709999999999965e+00	1.401392e-08
3.719999999999965e+00	1.279905e-08
3.729999999999964e+00	1.158176e-08
3.739999999999964e+00	1.036199e-08
3.749999999999964e+00	9.139717e-09
3.759999999999964e+00	7.914892e-09
3.769999999999964e+00	6.687481e-09
3.779999999999963e+00	5.457442e-09
3.789999999999963e+00	4.224736e-09
3.799999999999963e+00	2.989320e-09
3.809999999999963e+00	1.751155e-09
3.819999999999963e+00	5.101974e-10
3.829999999999962e+00	-7.335949e-10
3.839999999999962e+00	-1.980265e-09
3.849999999999962e+00	-3.229856e-09
3.859999999999962e+00	-4.482414e-09
3.869999999999961e+00	-5.737981e-09
3.879999999999961e+00	-6.996605e-09
3.889999999999961e+00	-8.258330e-09
3.899999999999961e+00	-9.523204e-09
3.909999999999961e+00	-1.079127e-08
3.919999999999960e+00	-1.206258e-08
3.929999999999960e+00	-1.333719e-08
3.939999999999960e+00	-1.461513e-08
3.949999999999960e+00	-1.589647e-08
3.959999999999960e+00	-1.718125e-08
3.969999999999959e+00	-1.846951e-08
3.979999999999959e+00	-1.976133e-08
3.989999999999959e+00	-2.105673e-08
3.999999999999959e+00	-2.235579e-08
4.009999999999959e+00	-2.365855e-08
4.019999999999959e+00	-2.496507e-08
4.029999999999959e+00	-2.627540e-08
4.039999999999958e+00	-2.758960e-08
4.049999999999958e+00	-2.890772e-08
4.059999999999958e+00	-3.022983e-08
4.069999999999958e+00	-3.155597e-08
4.079999999999957e+00	-3.288622e-08
4.089999999999957e+00	-3.422063e-08
4.099999999999957e+00	-3.555926e-08
4.109999999999957e+00	-3.690218e-08
4.119999999999957e+00	-3.824943e-08
4.129999999999956e+00	-3.960110e-08
4.139999999999956e+00	-4.095724e-08
4.149999999999956e+00	-4.231792e-08
4.159999999999956e+00	-4.368321e-08
4.169999999999956e+00	-4.505317e-08
4.179999999999955e+00	-4.642786e-08
4.189999999999955e+00	-4.780738e-08
4.199999999999955e+00	-4.919178e-08
4.209999999999955e+00	-5.058113e-08
4.219999999999954e+00	-5.197552e-08
4.229999999999954e+00	-5.337501e-08
4.239999999999954e+00	-5.477969e-08
4.249999999999954e+00	-5.618964e-08
4.259999999999954e+00	-5.760495e-08
4.269999999999953e+00	-5.902570e-08
4.279999999999953e+00	-6.045198e-08
4.289999999999953e+00	-6.188390e-08
4.299999999999953e+00	-6.332155e-08
4.309999999999953e+00	-6.476505e-08
4.319999999999952e+00	-6.621453e-08
4.329999999999952e+00	-6.767012e-08
4.339999999999952e+00	-6.913199e-08
4.349999999999952e+00	-7.060030e-08
4.359999999999951e+00	-7.207528e-08
4.369999999999951e+00	-7.355720e-08
4.379999999999951e+00	-7.504638e-08
4.389999999999951e+00	-7.654324e-08
4.399999999999951e+00	-7.804835e-08
4.409999999999950e+00	-7.956245e-08
4.419999999999950e+00	-8.108661e-08
4.429999999999950e+00	-8.262231e-08
4.439999999999950e+00	-8.417178e-08
4.449999999999950e+00	-8.573831e-08
4.459999999999949e+00	-8.732697e-08
4.469999999999949e+00	-8.894566e-08
4.479999999999949e+00	-9.060674e-08
4.489999999999949e+00	-9.232922e-08
4.499999999999948e+00	-9.414152e-08
4.509999999999948e+00	-9.608383e-08
4.519999999999948e+00	-9.821017e-08
4.529999999999948e+00	-1.005904e-07
4.539999999999948e+00	-1.033134e-07
4.549999999999947e+00	-1.064902e-07
4.559999999999947e+00	-1.102560e-07
4.569999999999947e+00	-1.147691e-07
4.579999999999947e+00	-1.202061e-07
4.589999999999947e+00	-1.267542e-07
4.599999999999946e+00	-1.346022e-07
4.609999999999946e+00	-1.439313e-07
4.619999999999946e+00	-1.549103e-07
4.629999999999946e+00	-1.676949e-07
4.639999999999946e+00	-1.824337e-07
4.649999999999945e+00	-1.992743e-07
4.659999999999945e+00	-2.183648e-07
4.669999999999945e+00	-2.398481e-07
4.679999999999945e+00	-2.638551e-07
4.689999999999944e+00	-2.905007e-07
4.699999999999944e+00	-3.198843e-07
4.709999999999944e+00	-3.520908e-07
4.719999999999944e+00	-3.871936e-07
4.729999999999944e+00	-4.252561e-07
4.739999999999943e+00	-4.663333e-07
4.749999999999943e+00	-5.104739e-07
4.759999999999943e+00	-5.577203e-07
4.769999999999943e+00	-6.081107e-07
4.779999999999943e+00	-6.616787e-07
4.789999999999942e+00	-7.184543e-07
4.799999999999942e+00	-7.784648e-07
4.809999999999942e+00	-8.417343e-07
4.819999999999942e+00	-9.082848e-07
4.829999999999941e+00	-9.781362e-07
4.839999999999941e+00	-1.051306e-06
4.849999999999941e+00	-1.127811e-06
4.859999999999941e+00	-1.207666e-06
4.869999999999941e+00	-1.290884e-06
4.879999999999940e+00	-1.377477e-06
4.889999999999940e+00	-1.467457e-06
4.899999999999940e+00	-1.560833e-06
4.909999999999940e+00	-1.657614e-06
4.919999999999940e+00	-1.757810e-06
4.929999999999939e+00	-1.861428e-06
4.939999999999939e+00	-1.968474e-06
4.949999999999939e+00	-2.078955e-06
4.959999999999939e+00	-2.192876e-06
4.969999999999938e+00	-2.310244e-06
4.979999999999938e+00	-2.431061e-06
4.989999999999938e+00	-2.555334e-06
5.000000000000000e+00	-2.683064e-06
