vout	I(Iout)
2.559999999999990e-002	2.458802e-008
2.569999999999990e-002	2.450869e-008
2.579999999999990e-002	2.442962e-008
2.589999999999990e-002	2.435082e-008
2.599999999999990e-002	2.427229e-008
2.609999999999990e-002	2.419402e-008
2.619999999999990e-002	2.411601e-008
2.629999999999990e-002	2.403826e-008
2.639999999999990e-002	2.396078e-008
2.649999999999990e-002	2.388356e-008
2.659999999999990e-002	2.380660e-008
2.669999999999989e-002	2.372990e-008
2.679999999999989e-002	2.365345e-008
2.689999999999989e-002	2.357727e-008
2.699999999999989e-002	2.350134e-008
2.709999999999989e-002	2.342567e-008
2.719999999999989e-002	2.335025e-008
2.729999999999989e-002	2.327509e-008
2.739999999999989e-002	2.320018e-008
2.749999999999989e-002	2.312552e-008
2.759999999999989e-002	2.305112e-008
2.769999999999989e-002	2.297697e-008
2.779999999999989e-002	2.290307e-008
2.789999999999989e-002	2.282942e-008
2.799999999999989e-002	2.275602e-008
2.809999999999989e-002	2.268287e-008
2.819999999999989e-002	2.260997e-008
2.829999999999988e-002	2.253731e-008
2.839999999999988e-002	2.246490e-008
2.849999999999988e-002	2.239273e-008
2.859999999999988e-002	2.232081e-008
2.869999999999988e-002	2.224914e-008
2.879999999999988e-002	2.217771e-008
2.889999999999988e-002	2.210652e-008
2.899999999999988e-002	2.203557e-008
2.909999999999988e-002	2.196486e-008
2.919999999999988e-002	2.189439e-008
2.929999999999988e-002	2.182417e-008
2.939999999999988e-002	2.175418e-008
2.949999999999988e-002	2.168443e-008
2.959999999999988e-002	2.161492e-008
2.969999999999988e-002	2.154564e-008
2.979999999999988e-002	2.147660e-008
2.989999999999988e-002	2.140780e-008
2.999999999999987e-002	2.133923e-008
3.009999999999987e-002	2.127089e-008
3.019999999999987e-002	2.120279e-008
3.029999999999987e-002	2.113492e-008
3.039999999999987e-002	2.106728e-008
3.049999999999987e-002	2.099987e-008
3.059999999999987e-002	2.093269e-008
3.069999999999987e-002	2.086574e-008
3.079999999999987e-002	2.079902e-008
3.089999999999987e-002	2.073253e-008
3.099999999999987e-002	2.066627e-008
3.109999999999987e-002	2.060023e-008
3.119999999999987e-002	2.053442e-008
3.129999999999987e-002	2.046883e-008
3.139999999999987e-002	2.040347e-008
3.149999999999988e-002	2.033833e-008
3.159999999999988e-002	2.027341e-008
3.169999999999988e-002	2.020872e-008
3.179999999999988e-002	2.014425e-008
3.189999999999989e-002	2.008000e-008
3.199999999999989e-002	2.001597e-008
3.209999999999989e-002	1.995216e-008
3.219999999999990e-002	1.988857e-008
3.229999999999990e-002	1.982520e-008
3.239999999999990e-002	1.976204e-008
3.249999999999990e-002	1.969910e-008
3.259999999999991e-002	1.963638e-008
3.269999999999991e-002	1.957387e-008
3.279999999999991e-002	1.951158e-008
3.289999999999992e-002	1.944951e-008
3.299999999999992e-002	1.938764e-008
3.309999999999992e-002	1.932599e-008
3.319999999999992e-002	1.926455e-008
3.329999999999993e-002	1.920333e-008
3.339999999999993e-002	1.914231e-008
3.349999999999993e-002	1.908150e-008
3.359999999999994e-002	1.902091e-008
3.369999999999994e-002	1.896052e-008
3.379999999999994e-002	1.890034e-008
3.389999999999994e-002	1.884037e-008
3.399999999999995e-002	1.878061e-008
3.409999999999995e-002	1.872105e-008
3.419999999999995e-002	1.866169e-008
3.429999999999996e-002	1.860255e-008
3.439999999999996e-002	1.854360e-008
3.449999999999996e-002	1.848486e-008
3.459999999999996e-002	1.842632e-008
3.469999999999997e-002	1.836799e-008
3.479999999999997e-002	1.830986e-008
3.489999999999997e-002	1.825192e-008
3.499999999999998e-002	1.819419e-008
3.509999999999998e-002	1.813666e-008
3.519999999999998e-002	1.807933e-008
3.529999999999998e-002	1.802219e-008
3.539999999999999e-002	1.796526e-008
3.549999999999999e-002	1.790852e-008
3.559999999999999e-002	1.785198e-008
3.570000000000000e-002	1.779563e-008
3.580000000000000e-002	1.773948e-008
3.590000000000000e-002	1.768352e-008
3.600000000000000e-002	1.762776e-008
3.610000000000001e-002	1.757219e-008
3.620000000000001e-002	1.751681e-008
3.630000000000001e-002	1.746163e-008
3.640000000000002e-002	1.740664e-008
3.650000000000002e-002	1.735184e-008
3.660000000000002e-002	1.729723e-008
3.670000000000002e-002	1.724281e-008
3.680000000000003e-002	1.718857e-008
3.690000000000003e-002	1.713453e-008
