v1			V(n005)		I(I1)		I(I2)		I(Ib)
2.200000000000000e+00	1.507473e+00	7.877064e-12	5.336287e-06	5.329376e-06
2.201000000000000e+00	1.507473e+00	7.884430e-12	5.336287e-06	5.329376e-06
2.202000000000000e+00	1.507473e+00	7.892019e-12	5.336287e-06	5.329376e-06
2.203000000000000e+00	1.507473e+00	7.899843e-12	5.336287e-06	5.329376e-06
2.204000000000000e+00	1.507473e+00	7.907904e-12	5.336287e-06	5.329376e-06
2.205000000000000e+00	1.507473e+00	7.916212e-12	5.336287e-06	5.329376e-06
2.206000000000000e+00	1.507473e+00	7.924776e-12	5.336287e-06	5.329376e-06
2.206999999999999e+00	1.507473e+00	7.933599e-12	5.336287e-06	5.329376e-06
2.207999999999999e+00	1.507473e+00	7.942689e-12	5.336287e-06	5.329376e-06
2.208999999999999e+00	1.507473e+00	7.952059e-12	5.336287e-06	5.329376e-06
2.209999999999999e+00	1.507473e+00	7.961718e-12	5.336287e-06	5.329376e-06
2.210999999999999e+00	1.507473e+00	7.971669e-12	5.336287e-06	5.329376e-06
2.211999999999999e+00	1.507473e+00	7.981924e-12	5.336287e-06	5.329376e-06
2.212999999999999e+00	1.507473e+00	7.992493e-12	5.336287e-06	5.329376e-06
2.213999999999999e+00	1.507473e+00	8.003388e-12	5.336287e-06	5.329376e-06
2.214999999999999e+00	1.507473e+00	8.014612e-12	5.336287e-06	5.329376e-06
2.215999999999998e+00	1.507473e+00	8.026181e-12	5.336287e-06	5.329376e-06
2.216999999999998e+00	1.507473e+00	8.038104e-12	5.336287e-06	5.329376e-06
2.217999999999998e+00	1.507473e+00	8.050388e-12	5.336287e-06	5.329376e-06
2.218999999999998e+00	1.507473e+00	8.063051e-12	5.336286e-06	5.329376e-06
2.219999999999998e+00	1.507473e+00	8.076101e-12	5.336286e-06	5.329376e-06
2.220999999999998e+00	1.507473e+00	8.089546e-12	5.336286e-06	5.329376e-06
2.221999999999998e+00	1.507473e+00	8.103407e-12	5.336286e-06	5.329376e-06
2.222999999999998e+00	1.507473e+00	8.117691e-12	5.336286e-06	5.329376e-06
2.223999999999998e+00	1.507473e+00	8.132411e-12	5.336286e-06	5.329376e-06
2.224999999999997e+00	1.507473e+00	8.147584e-12	5.336286e-06	5.329376e-06
