v1	V(n005)	I(I1)	I(I2)	I(Ib)
2.625999999999997e+00	1.796929e+00	9.025290e-12	9.618802e-08	9.607134e-08
2.626999999999997e+00	1.796929e+00	9.068490e-12	9.618797e-08	9.607134e-08
2.627999999999997e+00	1.796929e+00	9.113036e-12	9.618793e-08	9.607134e-08
2.628999999999997e+00	1.796929e+00	9.158970e-12	9.618788e-08	9.607134e-08
2.629999999999997e+00	1.796929e+00	9.206330e-12	9.618784e-08	9.607134e-08
2.630999999999997e+00	1.796929e+00	9.255167e-12	9.618779e-08	9.607134e-08
2.631999999999997e+00	1.796929e+00	9.305526e-12	9.618774e-08	9.607134e-08
2.632999999999996e+00	1.796929e+00	9.357452e-12	9.618768e-08	9.607134e-08
2.633999999999996e+00	1.796930e+00	9.410995e-12	9.618763e-08	9.607134e-08
2.634999999999996e+00	1.796930e+00	9.466203e-12	9.618758e-08	9.607134e-08
2.635999999999996e+00	1.796930e+00	9.523134e-12	9.618752e-08	9.607134e-08
2.636999999999996e+00	1.796930e+00	9.581831e-12	9.618746e-08	9.607134e-08
2.637999999999996e+00	1.796930e+00	9.642361e-12	9.618740e-08	9.607134e-08
2.638999999999996e+00	1.796930e+00	9.704775e-12	9.618734e-08	9.607134e-08
2.639999999999996e+00	1.796930e+00	9.769130e-12	9.618727e-08	9.607134e-08
2.640999999999996e+00	1.796930e+00	9.835491e-12	9.618721e-08	9.607134e-08
2.641999999999995e+00	1.796930e+00	9.903919e-12	9.618714e-08	9.607134e-08
2.642999999999995e+00	1.796930e+00	9.974474e-12	9.618707e-08	9.607134e-08
2.643999999999995e+00	1.796930e+00	1.004723e-11	9.618699e-08	9.607134e-08
2.644999999999995e+00	1.796930e+00	1.012226e-11	9.618692e-08	9.607134e-08
2.645999999999995e+00	1.796930e+00	1.019962e-11	9.618685e-08	9.607134e-08
2.646999999999995e+00	1.796930e+00	1.027938e-11	9.618677e-08	9.607134e-08
2.647999999999995e+00	1.796930e+00	1.036164e-11	9.618668e-08	9.607134e-08
2.648999999999995e+00	1.796930e+00	1.044645e-11	9.618660e-08	9.607134e-08
2.649999999999995e+00	1.796930e+00	1.053391e-11	9.618651e-08	9.607134e-08
2.650999999999994e+00	1.796930e+00	1.062409e-11	9.618642e-08	9.607134e-08
2.651999999999994e+00	1.796930e+00	1.071709e-11	9.618633e-08	9.607134e-08
2.652999999999994e+00	1.796930e+00	1.081297e-11	9.618623e-08	9.607134e-08
2.653999999999994e+00	1.796930e+00	1.091185e-11	9.618613e-08	9.607134e-08
2.654999999999994e+00	1.796930e+00	1.101380e-11	9.618603e-08	9.607134e-08
2.655999999999994e+00	1.796930e+00	1.111894e-11	9.618593e-08	9.607134e-08
2.656999999999994e+00	1.796930e+00	1.122735e-11	9.618581e-08	9.607134e-08
2.657999999999994e+00	1.796930e+00	1.133914e-11	9.618571e-08	9.607134e-08
2.658999999999994e+00	1.796930e+00	1.145441e-11	9.618559e-08	9.607134e-08
2.659999999999993e+00	1.796930e+00	1.157327e-11	9.618547e-08	9.607134e-08
2.660999999999993e+00	1.796930e+00	1.169584e-11	9.618535e-08	9.607134e-08
2.661999999999993e+00	1.796930e+00	1.182223e-11	9.618523e-08	9.607134e-08
2.662999999999993e+00	1.796930e+00	1.195255e-11	9.618509e-08	9.607134e-08
2.663999999999993e+00	1.796931e+00	1.208694e-11	9.618496e-08	9.607134e-08
2.664999999999993e+00	1.796931e+00	1.222552e-11	9.618482e-08	9.607134e-08
2.665999999999993e+00	1.796931e+00	1.236842e-11	9.618468e-08	9.607134e-08
2.666999999999993e+00	1.796931e+00	1.251577e-11	9.618453e-08	9.607134e-08
2.667999999999993e+00	1.796931e+00	1.266771e-11	9.618438e-08	9.607134e-08
2.668999999999992e+00	1.796931e+00	1.282439e-11	9.618422e-08	9.607134e-08
2.669999999999992e+00	1.796931e+00	1.298595e-11	9.618406e-08	9.607134e-08
2.670999999999992e+00	1.796931e+00	1.315255e-11	9.618390e-08	9.607134e-08
2.671999999999992e+00	1.796931e+00	1.332435e-11	9.618373e-08	9.607134e-08
2.672999999999992e+00	1.796931e+00	1.350150e-11	9.618355e-08	9.607134e-08
2.673999999999992e+00	1.796931e+00	1.368417e-11	9.618336e-08	9.607134e-08
2.674999999999992e+00	1.796931e+00	1.387254e-11	9.618318e-08	9.607134e-08
2.675999999999992e+00	1.796931e+00	1.406678e-11	9.618298e-08	9.607134e-08
2.676999999999992e+00	1.796931e+00	1.426707e-11	9.618278e-08	9.607135e-08
2.677999999999991e+00	1.796931e+00	1.447362e-11	9.618257e-08	9.607135e-08
2.678999999999991e+00	1.796931e+00	1.468660e-11	9.618236e-08	9.607135e-08
2.679999999999991e+00	1.796932e+00	1.490622e-11	9.618214e-08	9.607135e-08
2.680999999999991e+00	1.796932e+00	1.513270e-11	9.618191e-08	9.607135e-08
2.681999999999991e+00	1.796932e+00	1.536624e-11	9.618169e-08	9.607135e-08
2.682999999999991e+00	1.796932e+00	1.560705e-11	9.618145e-08	9.607135e-08
2.683999999999991e+00	1.796932e+00	1.585538e-11	9.618120e-08	9.607135e-08
2.684999999999991e+00	1.796932e+00	1.611145e-11	9.618094e-08	9.607135e-08
2.685999999999991e+00	1.796932e+00	1.637551e-11	9.618068e-08	9.607135e-08
2.686999999999991e+00	1.796932e+00	1.664781e-11	9.618040e-08	9.607135e-08
2.687999999999990e+00	1.796932e+00	1.692860e-11	9.618012e-08	9.607135e-08
2.688999999999990e+00	1.796932e+00	1.721814e-11	9.617983e-08	9.607135e-08
2.689999999999990e+00	1.796932e+00	1.751672e-11	9.617953e-08	9.607135e-08
2.690999999999990e+00	1.796933e+00	1.782461e-11	9.617923e-08	9.607135e-08
2.691999999999990e+00	1.796933e+00	1.814211e-11	9.617891e-08	9.607135e-08
2.692999999999990e+00	1.796933e+00	1.846951e-11	9.617858e-08	9.607135e-08
2.693999999999990e+00	1.796933e+00	1.880711e-11	9.617825e-08	9.607135e-08
2.694999999999990e+00	1.796933e+00	1.915526e-11	9.617790e-08	9.607135e-08
2.695999999999990e+00	1.796933e+00	1.951427e-11	9.617754e-08	9.607135e-08
2.696999999999989e+00	1.796933e+00	1.988447e-11	9.617717e-08	9.607135e-08
2.697999999999989e+00	1.796933e+00	2.026622e-11	9.617679e-08	9.607135e-08
2.698999999999989e+00	1.796934e+00	2.065988e-11	9.617639e-08	9.607135e-08
2.699999999999989e+00	1.796934e+00	2.106583e-11	9.617599e-08	9.607135e-08
2.700999999999989e+00	1.796934e+00	2.148444e-11	9.617557e-08	9.607135e-08
2.701999999999989e+00	1.796934e+00	2.191611e-11	9.617514e-08	9.607135e-08
2.702999999999989e+00	1.796934e+00	2.236125e-11	9.617469e-08	9.607135e-08
2.703999999999989e+00	1.796934e+00	2.282028e-11	9.617424e-08	9.607135e-08
2.704999999999989e+00	1.796934e+00	2.329363e-11	9.617376e-08	9.607135e-08
2.705999999999988e+00	1.796935e+00	2.378175e-11	9.617327e-08	9.607135e-08
2.706999999999988e+00	1.796935e+00	2.428511e-11	9.617278e-08	9.607135e-08
2.707999999999988e+00	1.796935e+00	2.480417e-11	9.617226e-08	9.607135e-08
2.708999999999988e+00	1.796935e+00	2.533943e-11	9.617172e-08	9.607135e-08
2.709999999999988e+00	1.796935e+00	2.589139e-11	9.617117e-08	9.607135e-08
2.710999999999988e+00	1.796936e+00	2.646057e-11	9.617060e-08	9.607135e-08
2.711999999999988e+00	1.796936e+00	2.704752e-11	9.617001e-08	9.607135e-08
2.712999999999988e+00	1.796936e+00	2.765278e-11	9.616941e-08	9.607135e-08
2.713999999999988e+00	1.796936e+00	2.827693e-11	9.616878e-08	9.607135e-08
2.714999999999987e+00	1.796937e+00	2.892056e-11	9.616814e-08	9.607136e-08
2.715999999999987e+00	1.796937e+00	2.958428e-11	9.616748e-08	9.607136e-08
2.716999999999987e+00	1.796937e+00	3.026871e-11	9.616679e-08	9.607136e-08
2.717999999999987e+00	1.796937e+00	3.097450e-11	9.616609e-08	9.607136e-08
2.718999999999987e+00	1.796938e+00	3.170232e-11	9.616537e-08	9.607136e-08
2.719999999999987e+00	1.796938e+00	3.245285e-11	9.616461e-08	9.607136e-08
2.720999999999987e+00	1.796938e+00	3.322681e-11	9.616384e-08	9.607136e-08
2.721999999999987e+00	1.796938e+00	3.402492e-11	9.616304e-08	9.607136e-08
2.722999999999987e+00	1.796939e+00	3.484794e-11	9.616222e-08	9.607136e-08
2.723999999999986e+00	1.796939e+00	3.569665e-11	9.616137e-08	9.607137e-08
2.724999999999986e+00	1.796939e+00	3.657184e-11	9.616050e-08	9.607137e-08
2.725999999999986e+00	1.796940e+00	3.747436e-11	9.615960e-08	9.607137e-08
2.726999999999986e+00	1.796940e+00	3.840504e-11	9.615867e-08	9.607137e-08
2.727999999999986e+00	1.796940e+00	3.936476e-11	9.615771e-08	9.607137e-08
2.728999999999986e+00	1.796941e+00	4.035445e-11	9.615672e-08	9.607137e-08
2.729999999999986e+00	1.796941e+00	4.137501e-11	9.615570e-08	9.607137e-08
2.730999999999986e+00	1.796941e+00	4.242743e-11	9.615465e-08	9.607137e-08
2.731999999999986e+00	1.796942e+00	4.351270e-11	9.615356e-08	9.607137e-08
2.732999999999985e+00	1.796942e+00	4.463185e-11	9.615245e-08	9.607137e-08
2.733999999999985e+00	1.796943e+00	4.578591e-11	9.615130e-08	9.607137e-08
2.734999999999985e+00	1.796943e+00	4.697601e-11	9.615011e-08	9.607137e-08
2.735999999999985e+00	1.796944e+00	4.820324e-11	9.614888e-08	9.607137e-08
2.736999999999985e+00	1.796944e+00	4.946877e-11	9.614762e-08	9.607137e-08
2.737999999999985e+00	1.796944e+00	5.077380e-11	9.614632e-08	9.607138e-08
2.738999999999985e+00	1.796945e+00	5.211956e-11	9.614497e-08	9.607138e-08
2.739999999999985e+00	1.796945e+00	5.350731e-11	9.614358e-08	9.607138e-08
2.740999999999985e+00	1.796946e+00	5.493838e-11	9.614215e-08	9.607138e-08
2.741999999999984e+00	1.796947e+00	5.641410e-11	9.614068e-08	9.607138e-08
2.742999999999984e+00	1.796947e+00	5.793588e-11	9.613916e-08	9.607139e-08
2.743999999999984e+00	1.796948e+00	5.950516e-11	9.613759e-08	9.607139e-08
2.744999999999984e+00	1.796948e+00	6.112339e-11	9.613598e-08	9.607139e-08
2.745999999999984e+00	1.796949e+00	6.279213e-11	9.613431e-08	9.607139e-08
2.746999999999984e+00	1.796949e+00	6.451294e-11	9.613259e-08	9.607140e-08
2.747999999999984e+00	1.796950e+00	6.628743e-11	9.613082e-08	9.607140e-08
2.748999999999984e+00	1.796951e+00	6.811731e-11	9.612899e-08	9.607140e-08
2.749999999999984e+00	1.796951e+00	7.000427e-11	9.612710e-08	9.607140e-08
2.750999999999983e+00	1.796952e+00	7.195011e-11	9.612516e-08	9.607140e-08
2.751999999999983e+00	1.796953e+00	7.395665e-11	9.612315e-08	9.607140e-08
2.752999999999983e+00	1.796954e+00	7.602580e-11	9.612108e-08	9.607140e-08
2.753999999999983e+00	1.796954e+00	7.815950e-11	9.611895e-08	9.607141e-08
2.754999999999983e+00	1.796955e+00	8.035975e-11	9.611676e-08	9.607141e-08
2.755999999999983e+00	1.796956e+00	8.262865e-11	9.611449e-08	9.607141e-08
2.756999999999983e+00	1.796957e+00	8.496830e-11	9.611215e-08	9.607142e-08
2.757999999999983e+00	1.796958e+00	8.738094e-11	9.610974e-08	9.607142e-08
2.758999999999983e+00	1.796959e+00	8.986883e-11	9.610726e-08	9.607142e-08
2.759999999999982e+00	1.796959e+00	9.243431e-11	9.610470e-08	9.607142e-08
2.760999999999982e+00	1.796960e+00	9.507978e-11	9.610206e-08	9.607142e-08
2.761999999999982e+00	1.796961e+00	9.780775e-11	9.609933e-08	9.607142e-08
2.762999999999982e+00	1.796962e+00	1.006208e-10	9.609652e-08	9.607143e-08
2.763999999999982e+00	1.796963e+00	1.035215e-10	9.609362e-08	9.607143e-08
2.764999999999982e+00	1.796965e+00	1.065127e-10	9.609063e-08	9.607144e-08
2.765999999999982e+00	1.796966e+00	1.095971e-10	9.608755e-08	9.607144e-08
2.766999999999982e+00	1.796967e+00	1.127777e-10	9.608438e-08	9.607144e-08
2.767999999999982e+00	1.796968e+00	1.160574e-10	9.608110e-08	9.607145e-08
2.768999999999981e+00	1.796969e+00	1.194394e-10	9.607772e-08	9.607145e-08
2.769999999999981e+00	1.796970e+00	1.229267e-10	9.607424e-08	9.607145e-08
2.770999999999981e+00	1.796972e+00	1.265227e-10	9.607064e-08	9.607145e-08
2.771999999999981e+00	1.796973e+00	1.302307e-10	9.606694e-08	9.607146e-08
2.772999999999981e+00	1.796974e+00	1.340543e-10	9.606312e-08	9.607146e-08
2.773999999999981e+00	1.796976e+00	1.379969e-10	9.605918e-08	9.607147e-08
2.774999999999981e+00	1.796977e+00	1.420624e-10	9.605512e-08	9.607147e-08
2.775999999999981e+00	1.796979e+00	1.462545e-10	9.605093e-08	9.607147e-08
2.776999999999981e+00	1.796980e+00	1.505771e-10	9.604661e-08	9.607148e-08
2.777999999999980e+00	1.796982e+00	1.550343e-10	9.604216e-08	9.607148e-08
2.778999999999980e+00	1.796984e+00	1.596303e-10	9.603757e-08	9.607149e-08
2.779999999999980e+00	1.796985e+00	1.643693e-10	9.603284e-08	9.607150e-08
2.780999999999980e+00	1.796987e+00	1.692558e-10	9.602795e-08	9.607150e-08
2.781999999999980e+00	1.796989e+00	1.742944e-10	9.602292e-08	9.607150e-08
2.782999999999980e+00	1.796991e+00	1.794898e-10	9.601774e-08	9.607151e-08
2.783999999999980e+00	1.796993e+00	1.848468e-10	9.601238e-08	9.607152e-08
2.784999999999980e+00	1.796995e+00	1.903704e-10	9.600686e-08	9.607152e-08
2.785999999999980e+00	1.796997e+00	1.960658e-10	9.600117e-08	9.607152e-08
2.786999999999979e+00	1.796999e+00	2.019383e-10	9.599531e-08	9.607153e-08
2.787999999999979e+00	1.797001e+00	2.079933e-10	9.598926e-08	9.607154e-08
2.788999999999979e+00	1.797003e+00	2.142366e-10	9.598303e-08	9.607155e-08
2.789999999999979e+00	1.797006e+00	2.206738e-10	9.597660e-08	9.607155e-08
2.790999999999979e+00	1.797008e+00	2.273110e-10	9.596996e-08	9.607156e-08
2.791999999999979e+00	1.797011e+00	2.341544e-10	9.596312e-08	9.607157e-08
2.792999999999979e+00	1.797013e+00	2.412104e-10	9.595608e-08	9.607157e-08
2.793999999999979e+00	1.797016e+00	2.484854e-10	9.594881e-08	9.607158e-08
2.794999999999979e+00	1.797018e+00	2.559862e-10	9.594132e-08	9.607159e-08
2.795999999999979e+00	1.797021e+00	2.637198e-10	9.593359e-08	9.607160e-08
2.796999999999978e+00	1.797024e+00	2.716934e-10	9.592563e-08	9.607160e-08
2.797999999999978e+00	1.797027e+00	2.799142e-10	9.591741e-08	9.607161e-08
2.798999999999978e+00	1.797030e+00	2.883900e-10	9.590894e-08	9.607162e-08
2.799999999999978e+00	1.797033e+00	2.971285e-10	9.590022e-08	9.607163e-08
2.800999999999978e+00	1.797037e+00	3.061378e-10	9.589122e-08	9.607164e-08
2.801999999999978e+00	1.797040e+00	3.154263e-10	9.588194e-08	9.607164e-08
2.802999999999978e+00	1.797043e+00	3.250024e-10	9.587237e-08	9.607166e-08
2.803999999999978e+00	1.797047e+00	3.348750e-10	9.586251e-08	9.607167e-08
2.804999999999978e+00	1.797051e+00	3.450532e-10	9.585234e-08	9.607167e-08
2.805999999999977e+00	1.797054e+00	3.555463e-10	9.584186e-08	9.607169e-08
2.806999999999977e+00	1.797058e+00	3.663640e-10	9.583106e-08	9.607169e-08
2.807999999999977e+00	1.797062e+00	3.775161e-10	9.581991e-08	9.607171e-08
2.808999999999977e+00	1.797066e+00	3.890129e-10	9.580843e-08	9.607172e-08
2.809999999999977e+00	1.797071e+00	4.008648e-10	9.579659e-08	9.607173e-08
2.810999999999977e+00	1.797075e+00	4.130828e-10	9.578439e-08	9.607174e-08
2.811999999999977e+00	1.797080e+00	4.256779e-10	9.577180e-08	9.607176e-08
2.812999999999977e+00	1.797084e+00	4.386616e-10	9.575884e-08	9.607177e-08
2.813999999999977e+00	1.797089e+00	4.520457e-10	9.574546e-08	9.607179e-08
2.814999999999976e+00	1.797094e+00	4.658425e-10	9.573169e-08	9.607180e-08
2.815999999999976e+00	1.797099e+00	4.800643e-10	9.571747e-08	9.607182e-08
2.816999999999976e+00	1.797105e+00	4.947240e-10	9.570283e-08	9.607183e-08
2.817999999999976e+00	1.797110e+00	5.098351e-10	9.568774e-08	9.607184e-08
2.818999999999976e+00	1.797116e+00	5.254109e-10	9.567218e-08	9.607186e-08
2.819999999999976e+00	1.797122e+00	5.414658e-10	9.565614e-08	9.607187e-08
2.820999999999976e+00	1.797127e+00	5.580139e-10	9.563961e-08	9.607189e-08
2.821999999999976e+00	1.797134e+00	5.750702e-10	9.562257e-08	9.607191e-08
2.822999999999976e+00	1.797140e+00	5.926501e-10	9.560501e-08	9.607193e-08
2.823999999999975e+00	1.797147e+00	6.107692e-10	9.558691e-08	9.607194e-08
2.824999999999975e+00	1.797153e+00	6.294437e-10	9.556825e-08	9.607196e-08
2.825999999999975e+00	1.797160e+00	6.486903e-10	9.554903e-08	9.607199e-08
2.826999999999975e+00	1.797168e+00	6.685260e-10	9.552921e-08	9.607200e-08
2.827999999999975e+00	1.797175e+00	6.889685e-10	9.550879e-08	9.607202e-08
2.828999999999975e+00	1.797183e+00	7.100360e-10	9.548774e-08	9.607204e-08
2.829999999999975e+00	1.797190e+00	7.317469e-10	9.546606e-08	9.607206e-08
2.830999999999975e+00	1.797199e+00	7.541205e-10	9.544371e-08	9.607209e-08
2.831999999999975e+00	1.797207e+00	7.771764e-10	9.542067e-08	9.607211e-08
2.832999999999974e+00	1.797215e+00	8.009349e-10	9.539694e-08	9.607214e-08
2.833999999999974e+00	1.797224e+00	8.254167e-10	9.537249e-08	9.607216e-08
2.834999999999974e+00	1.797233e+00	8.506432e-10	9.534729e-08	9.607218e-08
2.835999999999974e+00	1.797243e+00	8.766363e-10	9.532132e-08	9.607221e-08
2.836999999999974e+00	1.797253e+00	9.034186e-10	9.529457e-08	9.607224e-08
2.837999999999974e+00	1.797263e+00	9.310134e-10	9.526700e-08	9.607227e-08
2.838999999999974e+00	1.797273e+00	9.594443e-10	9.523860e-08	9.607230e-08
2.839999999999974e+00	1.797284e+00	9.887359e-10	9.520934e-08	9.607233e-08
2.840999999999974e+00	1.797294e+00	1.018913e-09	9.517920e-08	9.607236e-08
2.841999999999973e+00	1.797306e+00	1.050002e-09	9.514814e-08	9.607239e-08
2.842999999999973e+00	1.797317e+00	1.082029e-09	9.511614e-08	9.607242e-08
2.843999999999973e+00	1.797329e+00	1.115021e-09	9.508319e-08	9.607245e-08
2.844999999999973e+00	1.797342e+00	1.149006e-09	9.504924e-08	9.607249e-08
2.845999999999973e+00	1.797354e+00	1.184013e-09	9.501426e-08	9.607253e-08
2.846999999999973e+00	1.797368e+00	1.220071e-09	9.497825e-08	9.607256e-08
2.847999999999973e+00	1.797381e+00	1.257210e-09	9.494115e-08	9.607260e-08
2.848999999999973e+00	1.797395e+00	1.295461e-09	9.490294e-08	9.607264e-08
2.849999999999973e+00	1.797409e+00	1.334856e-09	9.486358e-08	9.607268e-08
2.850999999999972e+00	1.797424e+00	1.375427e-09	9.482305e-08	9.607272e-08
2.851999999999972e+00	1.797439e+00	1.417208e-09	9.478131e-08	9.607276e-08
2.852999999999972e+00	1.797455e+00	1.460233e-09	9.473834e-08	9.607280e-08
2.853999999999972e+00	1.797471e+00	1.504536e-09	9.469408e-08	9.607285e-08
2.854999999999972e+00	1.797488e+00	1.550155e-09	9.464851e-08	9.607290e-08
2.855999999999972e+00	1.797505e+00	1.597124e-09	9.460159e-08	9.607295e-08
2.856999999999972e+00	1.797523e+00	1.645483e-09	9.455328e-08	9.607299e-08
2.857999999999972e+00	1.797541e+00	1.695270e-09	9.450355e-08	9.607304e-08
2.858999999999972e+00	1.797559e+00	1.746523e-09	9.445235e-08	9.607309e-08
2.859999999999971e+00	1.797579e+00	1.799284e-09	9.439965e-08	9.607315e-08
2.860999999999971e+00	1.797599e+00	1.853594e-09	9.434539e-08	9.607321e-08
2.861999999999971e+00	1.797619e+00	1.909495e-09	9.428955e-08	9.607326e-08
2.862999999999971e+00	1.797640e+00	1.967030e-09	9.423207e-08	9.607332e-08
2.863999999999971e+00	1.797662e+00	2.026244e-09	9.417292e-08	9.607339e-08
2.864999999999971e+00	1.797684e+00	2.087182e-09	9.411205e-08	9.607344e-08
2.865999999999971e+00	1.797707e+00	2.149889e-09	9.404940e-08	9.607351e-08
2.866999999999971e+00	1.797731e+00	2.214414e-09	9.398495e-08	9.607358e-08
2.867999999999971e+00	1.797755e+00	2.280804e-09	9.391863e-08	9.607364e-08
2.868999999999970e+00	1.797780e+00	2.349108e-09	9.385040e-08	9.607371e-08
2.869999999999970e+00	1.797806e+00	2.419378e-09	9.378020e-08	9.607378e-08
2.870999999999970e+00	1.797832e+00	2.491664e-09	9.370799e-08	9.607386e-08
2.871999999999970e+00	1.797860e+00	2.566018e-09	9.363372e-08	9.607394e-08
2.872999999999970e+00	1.797888e+00	2.642494e-09	9.355732e-08	9.607402e-08
2.873999999999970e+00	1.797917e+00	2.721147e-09	9.347875e-08	9.607410e-08
2.874999999999970e+00	1.797947e+00	2.802031e-09	9.339795e-08	9.607418e-08
2.875999999999970e+00	1.797977e+00	2.885203e-09	9.331487e-08	9.607427e-08
2.876999999999970e+00	1.798009e+00	2.970721e-09	9.322944e-08	9.607435e-08
2.877999999999969e+00	1.798041e+00	3.058643e-09	9.314161e-08	9.607444e-08
2.878999999999969e+00	1.798075e+00	3.149029e-09	9.305132e-08	9.607454e-08
2.879999999999969e+00	1.798109e+00	3.241939e-09	9.295851e-08	9.607464e-08
2.880999999999969e+00	1.798145e+00	3.337435e-09	9.286311e-08	9.607473e-08
2.881999999999969e+00	1.798181e+00	3.435580e-09	9.276507e-08	9.607484e-08
2.882999999999969e+00	1.798218e+00	3.536437e-09	9.266432e-08	9.607493e-08
2.883999999999969e+00	1.798257e+00	3.640071e-09	9.256080e-08	9.607505e-08
2.884999999999969e+00	1.798296e+00	3.746547e-09	9.245443e-08	9.607515e-08
2.885999999999969e+00	1.798337e+00	3.855931e-09	9.234516e-08	9.607527e-08
2.886999999999968e+00	1.798379e+00	3.968292e-09	9.223292e-08	9.607539e-08
2.887999999999968e+00	1.798422e+00	4.083697e-09	9.211764e-08	9.607550e-08
2.888999999999968e+00	1.798466e+00	4.202216e-09	9.199924e-08	9.607563e-08
2.889999999999968e+00	1.798511e+00	4.323918e-09	9.187767e-08	9.607576e-08
2.890999999999968e+00	1.798558e+00	4.448874e-09	9.175285e-08	9.607589e-08
2.891999999999968e+00	1.798606e+00	4.577156e-09	9.162470e-08	9.607602e-08
2.892999999999968e+00	1.798655e+00	4.708837e-09	9.149316e-08	9.607616e-08
2.893999999999968e+00	1.798706e+00	4.843988e-09	9.135815e-08	9.607630e-08
2.894999999999968e+00	1.798758e+00	4.982685e-09	9.121960e-08	9.607645e-08
2.895999999999967e+00	1.798812e+00	5.125000e-09	9.107743e-08	9.607660e-08
2.896999999999967e+00	1.798867e+00	5.271010e-09	9.093158e-08	9.607675e-08
2.897999999999967e+00	1.798923e+00	5.420789e-09	9.078196e-08	9.607690e-08
2.898999999999967e+00	1.798981e+00	5.574413e-09	9.062850e-08	9.607707e-08
2.899999999999967e+00	1.799041e+00	5.731959e-09	9.047112e-08	9.607724e-08
2.900999999999967e+00	1.799102e+00	5.893503e-09	9.030975e-08	9.607741e-08
2.901999999999967e+00	1.799164e+00	6.059121e-09	9.014430e-08	9.607758e-08
2.902999999999967e+00	1.799229e+00	6.228892e-09	8.997471e-08	9.607776e-08
2.903999999999967e+00	1.799295e+00	6.402892e-09	8.980090e-08	9.607795e-08
2.904999999999966e+00	1.799363e+00	6.581198e-09	8.962279e-08	9.607813e-08
2.905999999999966e+00	1.799433e+00	6.763889e-09	8.944029e-08	9.607833e-08
2.906999999999966e+00	1.799504e+00	6.951041e-09	8.925333e-08	9.607853e-08
2.907999999999966e+00	1.799577e+00	7.142731e-09	8.906185e-08	9.607874e-08
2.908999999999966e+00	1.799653e+00	7.339036e-09	8.886575e-08	9.607894e-08
2.909999999999966e+00	1.799730e+00	7.540033e-09	8.866498e-08	9.607916e-08
2.910999999999966e+00	1.799809e+00	7.745799e-09	8.845943e-08	9.607938e-08
2.911999999999966e+00	1.799890e+00	7.956406e-09	8.824905e-08	9.607960e-08
2.912999999999966e+00	1.799973e+00	8.171933e-09	8.803375e-08	9.607984e-08
2.913999999999966e+00	1.800059e+00	8.392453e-09	8.781347e-08	9.608008e-08
2.914999999999965e+00	1.800146e+00	8.618038e-09	8.758813e-08	9.608032e-08
2.915999999999965e+00	1.800236e+00	8.848763e-09	8.735765e-08	9.608057e-08
2.916999999999965e+00	1.800328e+00	9.084697e-09	8.712197e-08	9.608083e-08
2.917999999999965e+00	1.800422e+00	9.325912e-09	8.688102e-08	9.608109e-08
2.918999999999965e+00	1.800518e+00	9.572477e-09	8.663471e-08	9.608136e-08
2.919999999999965e+00	1.800617e+00	9.824459e-09	8.638300e-08	9.608164e-08
2.920999999999965e+00	1.800718e+00	1.008193e-08	8.612582e-08	9.608192e-08
2.921999999999965e+00	1.800822e+00	1.034494e-08	8.586309e-08	9.608220e-08
2.922999999999965e+00	1.800928e+00	1.061357e-08	8.559476e-08	9.608250e-08
