vin	Ix(U1:DRAIN)
2.219999999999997e+00	7.723183e-05
2.229999999999996e+00	7.606371e-05
2.239999999999996e+00	7.490294e-05
2.249999999999996e+00	7.374955e-05
2.259999999999996e+00	7.260357e-05
2.269999999999996e+00	7.146505e-05
2.279999999999995e+00	7.033400e-05
2.289999999999995e+00	6.921049e-05
2.299999999999995e+00	6.809454e-05
2.309999999999995e+00	6.698618e-05
2.319999999999995e+00	6.588547e-05
2.329999999999994e+00	6.479242e-05
2.339999999999994e+00	6.370708e-05
2.349999999999994e+00	6.262950e-05
2.359999999999994e+00	6.155969e-05
2.369999999999993e+00	6.049771e-05
2.379999999999993e+00	5.944359e-05
2.389999999999993e+00	5.839737e-05
2.399999999999993e+00	5.735908e-05
2.409999999999993e+00	5.632877e-05
2.419999999999992e+00	5.530647e-05
2.429999999999992e+00	5.429222e-05
2.439999999999992e+00	5.328607e-05
2.449999999999992e+00	5.228804e-05
2.459999999999992e+00	5.129818e-05
2.469999999999991e+00	5.031653e-05
2.479999999999991e+00	4.934313e-05
2.489999999999991e+00	4.837801e-05
2.499999999999991e+00	4.742121e-05
2.509999999999990e+00	4.647278e-05
2.519999999999990e+00	4.553276e-05
2.529999999999990e+00	4.460118e-05
2.539999999999990e+00	4.367808e-05
2.549999999999990e+00	4.276351e-05
2.559999999999989e+00	4.185750e-05
2.569999999999989e+00	4.096010e-05
2.579999999999989e+00	4.007134e-05
2.589999999999989e+00	3.919127e-05
2.599999999999989e+00	3.831993e-05
2.609999999999988e+00	3.745735e-05
2.619999999999988e+00	3.660357e-05
2.629999999999988e+00	3.575865e-05
2.639999999999988e+00	3.492261e-05
2.649999999999987e+00	3.409550e-05
2.659999999999987e+00	3.327737e-05
2.669999999999987e+00	3.246825e-05
2.679999999999987e+00	3.166818e-05
2.689999999999987e+00	3.087720e-05
2.699999999999986e+00	3.009536e-05
2.709999999999986e+00	2.932269e-05
2.719999999999986e+00	2.855924e-05
2.729999999999986e+00	2.780505e-05
2.739999999999986e+00	2.706016e-05
2.749999999999985e+00	2.632460e-05
2.759999999999985e+00	2.559843e-05
2.769999999999985e+00	2.488169e-05
2.779999999999985e+00	2.417440e-05
2.789999999999984e+00	2.347662e-05
2.799999999999984e+00	2.278839e-05
2.809999999999984e+00	2.210975e-05
2.819999999999984e+00	2.144073e-05
2.829999999999984e+00	2.078138e-05
2.839999999999983e+00	2.013173e-05
2.849999999999983e+00	1.949184e-05
2.859999999999983e+00	1.886174e-05
2.869999999999983e+00	1.824147e-05
2.879999999999983e+00	1.763107e-05
2.889999999999982e+00	1.703058e-05
2.899999999999982e+00	1.644004e-05
2.909999999999982e+00	1.585949e-05
2.919999999999982e+00	1.528897e-05
2.929999999999982e+00	1.472852e-05
2.939999999999981e+00	1.417818e-05
2.949999999999981e+00	1.363798e-05
2.959999999999981e+00	1.310797e-05
2.969999999999981e+00	1.258818e-05
2.979999999999980e+00	1.207866e-05
2.989999999999980e+00	1.157944e-05
2.999999999999980e+00	1.109056e-05
3.009999999999980e+00	1.061205e-05
3.019999999999980e+00	1.014395e-05
3.029999999999979e+00	9.686305e-06
3.039999999999979e+00	9.239145e-06
3.049999999999979e+00	8.802506e-06
3.059999999999979e+00	8.376425e-06
3.069999999999979e+00	7.960936e-06
3.079999999999978e+00	7.556075e-06
3.089999999999978e+00	7.161874e-06
3.099999999999978e+00	6.778366e-06
3.109999999999978e+00	6.405584e-06
3.119999999999977e+00	6.043560e-06
3.129999999999977e+00	5.692322e-06
3.139999999999977e+00	5.351899e-06
3.149999999999977e+00	5.022319e-06
3.159999999999977e+00	4.703606e-06
3.169999999999976e+00	4.395785e-06
3.179999999999976e+00	4.098874e-06
3.189999999999976e+00	3.812892e-06
3.199999999999976e+00	3.537853e-06
3.209999999999976e+00	3.273767e-06
3.219999999999975e+00	3.020642e-06
3.229999999999975e+00	2.778479e-06
3.239999999999975e+00	2.547273e-06
3.249999999999975e+00	2.327014e-06
3.259999999999974e+00	2.117686e-06
3.269999999999974e+00	1.919263e-06
3.279999999999974e+00	1.731710e-06
3.289999999999974e+00	1.554982e-06
3.299999999999974e+00	1.389023e-06
3.309999999999973e+00	1.233762e-06
3.319999999999973e+00	1.089114e-06
3.329999999999973e+00	9.549757e-07
3.339999999999973e+00	8.312227e-07
3.349999999999973e+00	7.177080e-07
3.359999999999972e+00	6.142565e-07
3.369999999999972e+00	5.206618e-07
3.379999999999972e+00	4.366810e-07
3.389999999999972e+00	3.620283e-07
3.399999999999971e+00	2.963695e-07
3.409999999999971e+00	2.393145e-07
3.419999999999971e+00	1.904108e-07
3.429999999999971e+00	1.491376e-07
3.439999999999971e+00	1.149029e-07
3.449999999999970e+00	8.704442e-08
3.459999999999970e+00	6.483889e-08
3.469999999999970e+00	4.752000e-08
3.479999999999970e+00	3.430681e-08
3.489999999999970e+00	2.443918e-08
3.499999999999969e+00	1.721398e-08
3.509999999999969e+00	1.201430e-08
3.519999999999969e+00	8.325846e-09
3.529999999999969e+00	5.739270e-09
3.539999999999969e+00	3.941278e-09
3.549999999999968e+00	2.699579e-09
3.559999999999968e+00	1.846102e-09
3.569999999999968e+00	1.261437e-09
3.579999999999968e+00	8.618630e-10
3.589999999999967e+00	5.892333e-10
3.599999999999967e+00	4.034288e-10
3.609999999999967e+00	2.768970e-10
3.619999999999967e+00	1.907759e-10
3.629999999999967e+00	1.321811e-10
3.639999999999966e+00	9.232452e-11
3.649999999999966e+00	6.521855e-11
3.659999999999966e+00	4.678631e-11
3.669999999999966e+00	3.425329e-11
3.679999999999966e+00	2.573193e-11
3.689999999999965e+00	1.993837e-11
3.699999999999965e+00	1.599952e-11
3.709999999999965e+00	1.332168e-11
3.719999999999965e+00	1.150116e-11
3.729999999999964e+00	1.026350e-11
3.739999999999964e+00	9.422103e-12
3.749999999999964e+00	8.850093e-12
3.759999999999964e+00	8.461226e-12
3.769999999999964e+00	8.196863e-12
3.779999999999963e+00	8.017144e-12
3.789999999999963e+00	7.894968e-12
3.799999999999963e+00	7.811909e-12
3.809999999999963e+00	7.755445e-12
3.819999999999963e+00	7.717059e-12
3.829999999999962e+00	7.690963e-12
3.839999999999962e+00	7.673224e-12
3.849999999999962e+00	7.661164e-12
3.859999999999962e+00	7.652965e-12
3.869999999999961e+00	7.647392e-12
3.879999999999961e+00	7.643603e-12
3.889999999999961e+00	7.641028e-12
3.899999999999961e+00	7.639276e-12
3.909999999999961e+00	7.638086e-12
3.919999999999960e+00	7.637277e-12
3.929999999999960e+00	7.636726e-12
3.939999999999960e+00	7.636352e-12
3.949999999999960e+00	7.636098e-12
3.959999999999960e+00	7.635926e-12
3.969999999999959e+00	7.635809e-12
3.979999999999959e+00	7.635728e-12
3.989999999999959e+00	7.635674e-12
3.999999999999959e+00	7.635637e-12
4.009999999999959e+00	7.635612e-12
4.019999999999959e+00	7.635595e-12
4.029999999999959e+00	7.635583e-12
4.039999999999958e+00	7.635575e-12
4.049999999999958e+00	7.635570e-12
4.059999999999958e+00	7.635567e-12
4.069999999999958e+00	7.635564e-12
4.079999999999957e+00	7.635562e-12
4.089999999999957e+00	7.635561e-12
4.099999999999957e+00	7.635561e-12
4.109999999999957e+00	7.635560e-12
4.119999999999957e+00	7.635560e-12
4.129999999999956e+00	7.635560e-12
4.139999999999956e+00	7.635559e-12
4.149999999999956e+00	7.635559e-12
4.159999999999956e+00	7.635559e-12
4.169999999999956e+00	7.635559e-12
4.179999999999955e+00	7.635559e-12
4.189999999999955e+00	7.635559e-12
4.199999999999955e+00	7.635559e-12
4.209999999999955e+00	7.635559e-12
4.219999999999954e+00	7.635559e-12
4.229999999999954e+00	7.635559e-12
4.239999999999954e+00	7.635559e-12
4.249999999999954e+00	7.635559e-12
4.259999999999954e+00	7.635559e-12
4.269999999999953e+00	7.635559e-12
4.279999999999953e+00	7.635559e-12
4.289999999999953e+00	7.635559e-12
4.299999999999953e+00	7.635559e-12
4.309999999999953e+00	7.635559e-12
4.319999999999952e+00	7.635559e-12
4.329999999999952e+00	7.635559e-12
4.339999999999952e+00	7.635559e-12
4.349999999999952e+00	7.635559e-12
4.359999999999951e+00	7.635559e-12
4.369999999999951e+00	7.635559e-12
4.379999999999951e+00	7.635559e-12
4.389999999999951e+00	7.635559e-12
4.399999999999951e+00	7.635559e-12
4.409999999999950e+00	7.635559e-12
4.419999999999950e+00	7.635559e-12
4.429999999999950e+00	7.635559e-12
4.439999999999950e+00	7.635559e-12
4.449999999999950e+00	7.635559e-12
4.459999999999949e+00	7.635559e-12
4.469999999999949e+00	7.635559e-12
4.479999999999949e+00	7.635559e-12
4.489999999999949e+00	7.635559e-12
4.499999999999948e+00	7.635559e-12
4.509999999999948e+00	7.635559e-12
4.519999999999948e+00	7.635559e-12
4.529999999999948e+00	7.635559e-12
4.539999999999948e+00	7.635559e-12
4.549999999999947e+00	7.635559e-12
4.559999999999947e+00	7.635559e-12
4.569999999999947e+00	7.635559e-12
4.579999999999947e+00	7.635559e-12
4.589999999999947e+00	7.635559e-12
4.599999999999946e+00	7.635559e-12
4.609999999999946e+00	7.635559e-12
4.619999999999946e+00	7.635559e-12
4.629999999999946e+00	7.635559e-12
4.639999999999946e+00	7.635559e-12
4.649999999999945e+00	7.635559e-12
4.659999999999945e+00	7.635559e-12
4.669999999999945e+00	7.635559e-12
4.679999999999945e+00	7.635559e-12
4.689999999999944e+00	7.635559e-12
4.699999999999944e+00	7.635559e-12
4.709999999999944e+00	7.635559e-12
4.719999999999944e+00	7.635559e-12
4.729999999999944e+00	7.635559e-12
4.739999999999943e+00	7.635559e-12
4.749999999999943e+00	7.635559e-12
4.759999999999943e+00	7.635559e-12
4.769999999999943e+00	7.635559e-12
4.779999999999943e+00	7.635559e-12
4.789999999999942e+00	7.635559e-12
4.799999999999942e+00	7.635559e-12
4.809999999999942e+00	7.635559e-12
4.819999999999942e+00	7.635559e-12
4.829999999999941e+00	7.635559e-12
4.839999999999941e+00	7.635559e-12
4.849999999999941e+00	7.635559e-12
4.859999999999941e+00	7.635559e-12
4.869999999999941e+00	7.635559e-12
4.879999999999940e+00	7.635559e-12
4.889999999999940e+00	7.635559e-12
4.899999999999940e+00	7.635559e-12
4.909999999999940e+00	7.635559e-12
4.919999999999940e+00	7.635559e-12
4.929999999999939e+00	7.635559e-12
4.939999999999939e+00	7.635559e-12
4.949999999999939e+00	7.635559e-12
4.959999999999939e+00	7.635559e-12
4.969999999999938e+00	7.635559e-12
4.979999999999938e+00	7.635559e-12
4.989999999999938e+00	7.635559e-12
5.000000000000000e+00	7.635559e-12
