Freq.	V(vout)
1.17489755493953e+001	(-7.75458104960557e-002dB,-1.45996678439460e-003°)
1.20226443461741e+001	(-7.75458106329397e-002dB,-1.49397377941766e-003°)
1.23026877081238e+001	(-7.75458107762785e-002dB,-1.52877289911212e-003°)
1.25892541179416e+001	(-7.75458109263706e-002dB,-1.56438259443179e-003°)
1.28824955169313e+001	(-7.75458110835363e-002dB,-1.60082174610834e-003°)
1.31825673855640e+001	(-7.75458112481112e-002dB,-1.63810967466220e-003°)
1.34896288259165e+001	(-7.75458114204387e-002dB,-1.67626615064652e-003°)
1.38038426460288e+001	(-7.75458116008906e-002dB,-1.71531140512978e-003°)
1.41253754462275e+001	(-7.75458117898463e-002dB,-1.75526614042260e-003°)
1.44543977074592e+001	(-7.75458119876999e-002dB,-1.79615154105431e-003°)
1.47910838816820e+001	(-7.75458121948872e-002dB,-1.83798928500534e-003°)
1.51356124843620e+001	(-7.75458124118393e-002dB,-1.88080155520113e-003°)
1.54881661891248e+001	(-7.75458126390144e-002dB,-1.92461105127384e-003°)
1.58489319246111e+001	(-7.75458128768933e-002dB,-1.96944100159794e-003°)
1.62181009735892e+001	(-7.75458131259847e-002dB,-2.01531517560626e-003°)
1.65958690743755e+001	(-7.75458133868141e-002dB,-2.06225789639283e-003°)
1.69824365246174e+001	(-7.75458136599380e-002dB,-2.11029405360931e-003°)
1.73780082874937e+001	(-7.75458139459314e-002dB,-2.15944911666181e-003°)
1.77827941003892e+001	(-7.75458142454064e-002dB,-2.20974914821509e-003°)
1.81970085860998e+001	(-7.75458145589944e-002dB,-2.26122081801135e-003°)
1.86208713666286e+001	(-7.75458148873580e-002dB,-2.31389141701089e-003°)
1.90546071796324e+001	(-7.75458152312017e-002dB,-2.36778887186209e-003°)
1.94984459975804e+001	(-7.75458155912473e-002dB,-2.42294175970854e-003°)
1.99526231496887e+001	(-7.75458159682636e-002dB,-2.47937932334097e-003°)
2.04173794466952e+001	(-7.75458163630473e-002dB,-2.53713148670220e-003°)
2.08929613085403e+001	(-7.75458167764334e-002dB,-2.59622887075319e-003°)
2.13796208950222e+001	(-7.75458172093063e-002dB,-2.65670280970869e-003°)
2.18776162394954e+001	(-7.75458176625756e-002dB,-2.71858536765103e-003°)
2.23872113856833e+001	(-7.75458181372085e-002dB,-2.78190935553092e-003°)
2.29086765276776e+001	(-7.75458186342150e-002dB,-2.84670834856431e-003°)
2.34422881531991e+001	(-7.75458191546371e-002dB,-2.91301670403429e-003°)
2.39883291901948e+001	(-7.75458196995918e-002dB,-2.98086957950790e-003°)
2.45470891568502e+001	(-7.75458202702263e-002dB,-3.05030295147705e-003°)
2.51188643150957e+001	(-7.75458208677509e-002dB,-3.12135363443376e-003°)
2.57039578276885e+001	(-7.75458214934421e-002dB,-3.19405930038967e-003°)
2.63026799189537e+001	(-7.75458221486213e-002dB,-3.26845849885028e-003°)
2.69153480392690e+001	(-7.75458228346731e-002dB,-3.34459067725433e-003°)
2.75422870333815e+001	(-7.75458235530587e-002dB,-3.42249620188943e-003°)
2.81838293126444e+001	(-7.75458243053000e-002dB,-3.50221637929470e-003°)
2.88403150312659e+001	(-7.75458250929974e-002dB,-3.58379347816215e-003°)
2.95120922666637e+001	(-7.75458259178159e-002dB,-3.66727075174800e-003°)
3.01995172040200e+001	(-7.75458267815086e-002dB,-3.75269246080617e-003°)
3.09029543251358e+001	(-7.75458276859047e-002dB,-3.84010389705589e-003°)
3.16227766016837e+001	(-7.75458286329191e-002dB,-3.92955140719597e-003°)
3.23593656929627e+001	(-7.75458296245717e-002dB,-4.02108241747845e-003°)
3.31131121482590e+001	(-7.75458306629543e-002dB,-4.11474545885457e-003°)
3.38844156139201e+001	(-7.75458317502776e-002dB,-4.21059019270653e-003°)
3.46736850452530e+001	(-7.75458328888445e-002dB,-4.30866743717861e-003°)
3.54813389233574e+001	(-7.75458340810711e-002dB,-4.40902919412164e-003°)
3.63078054770100e+001	(-7.75458353294841e-002dB,-4.51172867666500e-003°)
3.71535229097171e+001	(-7.75458366367348e-002dB,-4.61682033743093e-003°)
3.80189396320559e+001	(-7.75458380055904e-002dB,-4.72435989740607e-003°)
3.89045144994279e+001	(-7.75458394389602e-002dB,-4.83440437548539e-003°)
3.98107170553495e+001	(-7.75458409398846e-002dB,-4.94701211870433e-003°)
4.07380277804111e+001	(-7.75458425115443e-002dB,-5.06224283317527e-003°)
4.16869383470333e+001	(-7.75458441572707e-002dB,-5.18015761574433e-003°)
4.26579518801591e+001	(-7.75458458805628e-002dB,-5.30081898638583e-003°)
4.36515832240164e+001	(-7.75458476850691e-002dB,-5.42429092135112e-003°)
4.46683592150961e+001	(-7.75458495746154e-002dB,-5.55063888708965e-003°)
4.57088189614873e+001	(-7.75458515532250e-002dB,-5.67992987496009e-003°)
4.67735141287196e+001	(-7.75458536250719e-002dB,-5.81223243675004e-003°)
4.78630092322636e+001	(-7.75458557945665e-002dB,-5.94761672102307e-003°)
4.89778819368444e+001	(-7.75458580663034e-002dB,-6.08615451031237e-003°)
5.01187233627270e+001	(-7.75458604451084e-002dB,-6.22791925918076e-003°)
5.12861383991362e+001	(-7.75458629360186e-002dB,-6.37298613316727e-003°)
5.24807460249770e+001	(-7.75458655443252e-002dB,-6.52143204864087e-003°)
5.37031796370250e+001	(-7.75458682755574e-002dB,-6.67333571358248e-003°)
5.49540873857622e+001	(-7.75458711355046e-002dB,-6.82877766931692e-003°)
5.62341325190346e+001	(-7.75458741302400e-002dB,-6.98784033321706e-003°)
5.75439937337154e+001	(-7.75458772661161e-002dB,-7.15060804240242e-003°)
5.88843655355586e+001	(-7.75458805497717e-002dB,-7.31716709845583e-003°)
6.02559586074355e+001	(-7.75458839881906e-002dB,-7.48760581318166e-003°)
6.16595001861479e+001	(-7.75458875886498e-002dB,-7.66201455542980e-003°)
6.30957344480190e+001	(-7.75458913587989e-002dB,-7.84048579901036e-003°)
6.45654229034652e+001	(-7.75458953066307e-002dB,-8.02311417172448e-003°)
6.60693448007593e+001	(-7.75458994405169e-002dB,-8.20999650553712e-003°)
6.76082975391978e+001	(-7.75459037692248e-002dB,-8.40123188791868e-003°)
6.91830970918933e+001	(-7.75459083019384e-002dB,-8.59692171438223e-003°)
7.07945784384134e+001	(-7.75459130482756e-002dB,-8.79716974224484e-003°)
7.24435960074986e+001	(-7.75459180182988e-002dB,-9.00208214564091e-003°)
7.41310241300914e+001	(-7.75459232225512e-002dB,-9.21176757181703e-003°)
7.58577575029180e+001	(-7.75459286720703e-002dB,-9.42633719873804e-003°)
7.76247116628688e+001	(-7.75459343784199e-002dB,-9.64590479403500e-003°)
7.94328234724277e+001	(-7.75459403537027e-002dB,-9.87058677532612e-003°)
8.12830516164095e+001	(-7.75459466105909e-002dB,-1.01005022719429e-002°)
8.31763771102667e+001	(-7.75459531623588e-002dB,-1.03357731880937e-002°)
8.51138038202372e+001	(-7.75459600228974e-002dB,-1.05765242674992e-002°)
8.70963589956076e+001	(-7.75459672067675e-002dB,-1.08228831595326e-002°)
8.91250938133741e+001	(-7.75459747292028e-002dB,-1.10749804869011e-002°)
9.12010839355905e+001	(-7.75459826061582e-002dB,-1.13329499149035e-002°)
9.33254300796986e+001	(-7.75459908543446e-002dB,-1.15969282223013e-002°)
9.54992586021431e+001	(-7.75459994912522e-002dB,-1.18670553738400e-002°)
9.77237220955805e+001	(-7.75460085352098e-002dB,-1.21434745944605e-002°)
9.99999999999995e+001	(-7.75460180053891e-002dB,-1.24263324452382e-002°)
1.02329299228075e+002	(-7.75460279218906e-002dB,-1.27157789010918e-002°)
1.04712854805089e+002	(-7.75460383057414e-002dB,-1.30119674303013e-002°)
1.07151930523760e+002	(-7.75460491789647e-002dB,-1.33150550758788e-002°)
1.09647819614318e+002	(-7.75460605646280e-002dB,-1.36252025388346e-002°)
1.12201845430196e+002	(-7.75460724868851e-002dB,-1.39425742633823e-002°)
1.14815362149688e+002	(-7.75460849710162e-002dB,-1.42673385241293e-002°)
1.17489755493952e+002	(-7.75460980435083e-002dB,-1.45996675152977e-002°)
1.20226443461741e+002	(-7.75461117320885e-002dB,-1.49397374420235e-002°)
1.23026877081237e+002	(-7.75461260657903e-002dB,-1.52877286137825e-002°)
1.25892541179416e+002	(-7.75461410750172e-002dB,-1.56438255399921e-002°)
1.28824955169313e+002	(-7.75461567916099e-002dB,-1.60082170278405e-002°)
1.31825673855640e+002	(-7.75461732489025e-002dB,-1.63810962823939e-002°)
1.34896288259165e+002	(-7.75461904818014e-002dB,-1.67626610090359e-002°)
1.38038426460288e+002	(-7.75462085268634e-002dB,-1.71531135182928e-002°)
1.41253754462275e+002	(-7.75462274223623e-002dB,-1.75526608331007e-002°)
1.44543977074592e+002	(-7.75462472083789e-002dB,-1.79615147985714e-002°)
1.47910838816820e+002	(-7.75462679268787e-002dB,-1.83798921943139e-002°)
1.51356124843620e+002	(-7.75462896218166e-002dB,-1.88080148493738e-002°)
1.54881661891247e+002	(-7.75463123392020e-002dB,-1.92461097598487e-002°)
1.58489319246110e+002	(-7.75463361272232e-002dB,-1.96944092092435e-002°)
1.62181009735892e+002	(-7.75463610363437e-002dB,-2.01531508916296e-002°)
1.65958690743755e+002	(-7.75463871193922e-002dB,-2.06225780376717e-002°)
1.69824365246173e+002	(-7.75464144316949e-002dB,-2.11029395435913e-002°)
1.73780082874936e+002	(-7.75464430311907e-002dB,-2.15944901031332e-002°)
1.77827941003891e+002	(-7.75464729785367e-002dB,-2.20974903426063e-002°)
1.81970085860997e+002	(-7.75465043372586e-002dB,-2.26122069590695e-002°)
1.86208713666286e+002	(-7.75465371738669e-002dB,-2.31389128617367e-002°)
1.90546071796323e+002	(-7.75465715580201e-002dB,-2.36778873166748e-002°)
1.94984459975803e+002	(-7.75466075626493e-002dB,-2.42294160948731e-002°)
1.99526231496887e+002	(-7.75466452641206e-002dB,-2.47937916237602e-002°)
2.04173794466952e+002	(-7.75466847424077e-002dB,-2.53713131422515e-002°)
2.08929613085403e+002	(-7.75467260812555e-002dB,-2.59622868594071e-002°)
2.13796208950222e+002	(-7.75467693683390e-002dB,-2.65670261167855e-002°)
2.18776162394954e+002	(-7.75468146954719e-002dB,-2.71858515545791e-002°)
2.23872113856832e+002	(-7.75468621588135e-002dB,-2.78190912816190e-002°)
2.29086765276776e+002	(-7.75469118590318e-002dB,-2.84670810493401e-002°)
2.34422881531991e+002	(-7.75469639015487e-002dB,-2.91301644297973e-002°)
2.39883291901947e+002	(-7.75470183967541e-002dB,-2.98086929978290e-002°)
2.45470891568501e+002	(-7.75470754602375e-002dB,-3.05030265174631e-002°)
2.51188643150956e+002	(-7.75471352130402e-002dB,-3.12135331326649e-002°)
2.57039578276885e+002	(-7.75471977819028e-002dB,-3.19405895625275e-002°)
2.63026799189536e+002	(-7.75472632995433e-002dB,-3.26845813010093e-002°)
2.69153480392690e+002	(-7.75473319049395e-002dB,-3.34459028213228e-002°)
2.75422870333815e+002	(-7.75474037436029e-002dB,-3.42249577850853e-002°)
2.81838293126443e+002	(-7.75474789679171e-002dB,-3.50221592563390e-002°)
2.88403150312659e+002	(-7.75475577374425e-002dB,-3.58379299205585e-002°)
2.95120922666637e+002	(-7.75476402192614e-002dB,-3.66727023087572e-002°)
3.01995172040200e+002	(-7.75477265883237e-002dB,-3.75269190268147e-002°)
3.09029543251357e+002	(-7.75478170278368e-002dB,-3.84010329901451e-002°)
3.16227766016836e+002	(-7.75479117296299e-002dB,-3.92955076638310e-002°)
3.23593656929626e+002	(-7.75480108945778e-002dB,-4.02108173083510e-002°)
3.31131121482589e+002	(-7.75481147330234e-002dB,-4.11474472310297e-002°)
3.38844156139200e+002	(-7.75482234652213e-002dB,-4.21058940433450e-002°)
3.46736850452529e+002	(-7.75483373218067e-002dB,-4.30866659242278e-002°)
3.54813389233573e+002	(-7.75484565442841e-002dB,-4.40902828894948e-002°)
3.63078054770099e+002	(-7.75485813855418e-002dB,-4.51172770675556e-002°)
3.71535229097170e+002	(-7.75487121103831e-002dB,-4.61681929815427e-002°)
3.80189396320558e+002	(-7.75488489960869e-002dB,-4.72435878380109e-002°)
3.89045144994278e+002	(-7.75489923330166e-002dB,-4.83440318223617e-002°)
3.98107170553494e+002	(-7.75491424251994e-002dB,-4.94701084011480e-002°)
4.07380277804110e+002	(-7.75492995910057e-002dB,-5.06224146314192e-002°)
4.16869383470332e+002	(-7.75494641637999e-002dB,-5.18015614772718e-002°)
4.26579518801589e+002	(-7.75496364926657e-002dB,-5.30081741337715e-002°)
4.36515832240163e+002	(-7.75498169431320e-002dB,-5.42428923584200e-002°)
4.46683592150960e+002	(-7.75500058979632e-002dB,-5.55063708103413e-002°)
4.57088189614872e+002	(-7.75502037579451e-002dB,-5.67992793973680e-002°)
4.67735141287195e+002	(-7.75504109427733e-002dB,-5.81223036312099e-002°)
4.78630092322635e+002	(-7.75506278919136e-002dB,-5.94761449908958e-002°)
4.89778819368443e+002	(-7.75508550655395e-002dB,-6.08615212946781e-002°)
5.01187233627268e+002	(-7.75510929455122e-002dB,-6.22791670805994e-002°)
5.12861383991361e+002	(-7.75513420364142e-002dB,-6.37298339959216e-002°)
5.24807460249769e+002	(-7.75516028665888e-002dB,-6.52142911956247e-002°)
5.37031796370249e+002	(-7.75518759892956e-002dB,-6.67333257501854e-002°)
5.49540873857620e+002	(-7.75521619838574e-002dB,-6.82877430628522e-002°)
5.62341325190345e+002	(-7.75524614569153e-002dB,-6.98783672966381e-002°)
5.75439937337152e+002	(-7.75527750436762e-002dB,-7.15060418112570e-002°)
5.88843655355584e+002	(-7.75531034092973e-002dB,-7.31716296102349e-002°)
6.02559586074353e+002	(-7.75534472502912e-002dB,-7.48760137984325e-002°)
6.16595001861477e+002	(-7.75538072959851e-002dB,-7.66200980502234e-002°)
6.30957344480188e+002	(-7.75541843100682e-002dB,-7.84048070885733e-002°)
6.45654229034650e+002	(-7.75545790922504e-002dB,-8.02310871752755e-002°)
6.60693448007591e+002	(-7.75549924799078e-002dB,-8.20999066126016e-002°)
6.76082975391976e+002	(-7.75554253498737e-002dB,-8.40122562566346e-002°)
6.91830970918931e+002	(-7.75558786203324e-002dB,-8.59691500425529e-002°)
7.07945784384132e+002	(-7.75563532527144e-002dB,-8.79716255221476e-002°)
7.24435960074984e+002	(-7.75568502537786e-002dB,-9.00207444138543e-002°)
7.41310241300911e+002	(-7.75573706777188e-002dB,-9.21175931655915e-002°)
7.58577575029177e+002	(-7.75579156284193e-002dB,-9.42632835307052e-002°)
7.76247116628685e+002	(-7.75584862617761e-002dB,-9.64589531573224e-002°)
7.94328234724275e+002	(-7.75590837881735e-002dB,-9.87057661914258e-002°)
8.12830516164092e+002	(-7.75597094750393e-002dB,-1.01004913893971e-001°)
8.31763771102664e+002	(-7.75603646495162e-002dB,-1.03357615272369e-001°)
8.51138038202369e+002	(-7.75610507013109e-002dB,-1.05765117726672e-001°)
8.70963589956073e+002	(-7.75617690856106e-002dB,-1.08228697710802e-001°)
8.91250938133738e+002	(-7.75625213261921e-002dB,-1.10749661409174e-001°)
9.12010839355902e+002	(-7.75633090186429e-002dB,-1.13329345429068e-001°)
9.33254300796983e+002	(-7.75641338337364e-002dB,-1.15969117509120e-001°)
9.54992586021428e+002	(-7.75649975210006e-002dB,-1.18670377244305e-001°)
9.77237220955802e+002	(-7.75659019124073e-002dB,-1.21434556827799e-001°)
9.99999999999991e+002	(-7.75668489262638e-002dB,-1.24263121810101e-001°)
1.02329299228075e+003	(-7.75678405712861e-002dB,-1.27157571875831e-001°)
1.04712854805089e+003	(-7.75688789508515e-002dB,-1.30119441638610e-001°)
1.07151930523760e+003	(-7.75699662674704e-002dB,-1.33150301454426e-001°)
1.09647819614318e+003	(-7.75711048274511e-002dB,-1.36251758253951e-001°)
1.12201845430195e+003	(-7.75722970457857e-002dB,-1.39425456394210e-001°)
1.14815362149687e+003	(-7.75735454512878e-002dB,-1.42673078530076e-001°)
1.17489755493952e+003	(-7.75748526919389e-002dB,-1.45996346506047e-001°)
1.20226443461740e+003	(-7.75762215405223e-002dB,-1.49397022268773e-001°)
1.23026877081237e+003	(-7.75776549004859e-002dB,-1.52876908800810e-001°)
1.25892541179416e+003	(-7.75791558121108e-002dB,-1.56437851076111e-001°)
1.28824955169312e+003	(-7.75807274589636e-002dB,-1.60081737037732e-001°)
1.31825673855640e+003	(-7.75823731746349e-002dB,-1.63810498598301e-001°)
1.34896288259164e+003	(-7.75840964498204e-002dB,-1.67626112663745e-001°)
1.38038426460287e+003	(-7.75859009397277e-002dB,-1.71530602180843e-001°)
1.41253754462274e+003	(-7.75877904718130e-002dB,-1.75526037209135e-001°)
1.44543977074591e+003	(-7.75897690539172e-002dB,-1.79614536017772e-001°)
1.47910838816819e+003	(-7.75918408827490e-002dB,-1.83798266207866e-001°)
1.51356124843619e+003	(-7.75940103527968e-002dB,-1.88079445860947e-001°)
1.54881661891247e+003	(-7.75962820656488e-002dB,-1.92460344714127e-001°)
1.58489319246110e+003	(-7.75986608397489e-002dB,-1.96943285362578e-001°)
1.62181009735891e+003	(-7.76011517206100e-002dB,-2.01530644489981e-001°)
1.65958690743754e+003	(-7.76037599915244e-002dB,-2.06224854127571e-001°)
1.69824365246173e+003	(-7.76064911847728e-002dB,-2.11028402942452e-001°)
1.73780082874936e+003	(-7.76093510933392e-002dB,-2.15943837555854e-001°)
1.77827941003891e+003	(-7.76123457832045e-002dB,-2.20973763892036e-001°)
1.81970085860997e+003	(-7.76154816062326e-002dB,-2.26120848558523e-001°)
1.86208713666285e+003	(-7.76187652135967e-002dB,-2.31387820258424e-001°)
1.90546071796323e+003	(-7.76222035699302e-002dB,-2.36777471235559e-001°)
1.94984459975803e+003	(-7.76258039680685e-002dB,-2.42292658753155e-001°)
1.99526231496886e+003	(-7.76295740445172e-002dB,-2.47936306606892e-001°)
2.04173794466951e+003	(-7.76335217956663e-002dB,-2.53711406673089e-001°)
2.08929613085402e+003	(-7.76376555947156e-002dB,-2.59621020492835e-001°)
2.13796208950221e+003	(-7.76419842094677e-002dB,-2.65668280892904e-001°)
2.18776162394953e+003	(-7.76465168208874e-002dB,-2.71856393644298e-001°)
2.23872113856832e+003	(-7.76512630425946e-002dB,-2.78188639159290e-001°)
2.29086765276775e+003	(-7.76562329412418e-002dB,-2.84668374227836e-001°)
2.34422881531990e+003	(-7.76614370578526e-002dB,-2.91299033794291e-001°)
2.39883291901947e+003	(-7.76668864301966e-002dB,-2.98084132775334e-001°)
2.45470891568501e+003	(-7.76725926161580e-002dB,-3.05027267920060e-001°)
2.51188643150955e+003	(-7.76785677182891e-002dB,-3.12132119713203e-001°)
2.57039578276884e+003	(-7.76848244094320e-002dB,-3.19402454322483e-001°)
2.63026799189535e+003	(-7.76913759596097e-002dB,-3.26842125591101e-001°)
2.69153480392689e+003	(-7.76982362641665e-002dB,-3.34455077076392e-001°)
2.75422870333814e+003	(-7.77054198732152e-002dB,-3.42245344135716e-001°)
2.81838293126442e+003	(-7.77129420224976e-002dB,-3.50217056060670e-001°)
2.88403150312658e+003	(-7.77208186656918e-002dB,-3.58374438260708e-001°)
2.95120922666635e+003	(-7.77290665082192e-002dB,-3.66721814497314e-001°)
