time	V(v1)	V(vout)
2.931739291433426e-007	2.500000e+000	2.428798e+000
2.943310720004856e-007	2.500000e+000	2.428551e+000
2.948310720004856e-007	2.500000e+000	2.428471e+000
2.953310720004856e-007	2.500000e+000	2.428407e+000
2.958310720004857e-007	2.500000e+000	2.428359e+000
2.963310720004857e-007	2.500000e+000	2.428327e+000
2.968310720004857e-007	2.500000e+000	2.428311e+000
2.973310720004858e-007	2.500000e+000	2.428311e+000
2.978310720004858e-007	2.500000e+000	2.428327e+000
2.989025005719145e-007	2.500000e+000	2.428416e+000
2.999739291433431e-007	2.500000e+000	2.428575e+000
3.010453577147718e-007	2.500000e+000	2.428802e+000
3.021167862862004e-007	2.500000e+000	2.429099e+000
3.031882148576291e-007	2.500000e+000	2.429466e+000
3.042596434290577e-007	2.500000e+000	2.429902e+000
3.053310720004864e-007	2.500000e+000	2.430407e+000
3.054310720004864e-007	2.500000e+000	2.430457e+000
3.059310720004864e-007	2.500000e+000	2.430717e+000
3.064310720004865e-007	2.500000e+000	2.430991e+000
3.069310720004865e-007	2.500000e+000	2.431278e+000
3.074310720004865e-007	2.500000e+000	2.431580e+000
3.079310720004866e-007	2.500000e+000	2.431895e+000
3.084310720004866e-007	2.500000e+000	2.432224e+000
3.089310720004867e-007	2.500000e+000	2.432566e+000
3.092739291433438e-007	2.500000e+000	2.432809e+000
3.096167862862010e-007	2.500000e+000	2.433057e+000
3.099596434290582e-007	2.500000e+000	2.433311e+000
3.103025005719153e-007	2.500000e+000	2.433571e+000
3.106453577147725e-007	2.500000e+000	2.433836e+000
3.109882148576296e-007	2.500000e+000	2.434108e+000
3.113310720004868e-007	2.500000e+000	2.434385e+000
3.118882148576297e-007	2.500000e+000	2.434847e+000
3.124453577147726e-007	2.500000e+000	2.435321e+000
3.130025005719155e-007	2.500000e+000	2.435805e+000
3.135596434290584e-007	2.500000e+000	2.436299e+000
3.141167862862013e-007	2.500000e+000	2.436805e+000
3.146739291433442e-007	2.500000e+000	2.437321e+000
3.152310720004871e-007	2.500000e+000	2.437848e+000
3.160310720004872e-007	2.500000e+000	2.438619e+000
3.168310720004872e-007	2.500000e+000	2.439400e+000
3.176310720004873e-007	2.500000e+000	2.440191e+000
3.184310720004874e-007	2.500000e+000	2.440991e+000
3.192310720004874e-007	2.500000e+000	2.441801e+000
3.200310720004875e-007	2.500000e+000	2.442621e+000
3.208310720004875e-007	2.500000e+000	2.443451e+000
3.217739291433448e-007	2.500000e+000	2.444433e+000
3.227167862862020e-007	2.500000e+000	2.445419e+000
3.236596434290592e-007	2.500000e+000	2.446409e+000
3.246025005719164e-007	2.500000e+000	2.447402e+000
3.255453577147736e-007	2.500000e+000	2.448400e+000
3.264882148576308e-007	2.500000e+000	2.449401e+000
3.274310720004880e-007	2.500000e+000	2.450406e+000
3.290596434290596e-007	2.500000e+000	2.452145e+000
3.306882148576311e-007	2.500000e+000	2.453886e+000
3.323167862862027e-007	2.500000e+000	2.455629e+000
3.339453577147743e-007	2.500000e+000	2.457373e+000
3.355739291433458e-007	2.500000e+000	2.459119e+000
3.372025005719173e-007	2.500000e+000	2.460867e+000
3.388310720004889e-007	2.500000e+000	2.462617e+000
3.422453577147749e-007	2.500000e+000	2.466294e+000
3.456596434290609e-007	2.500000e+000	2.469957e+000
3.490739291433468e-007	2.500000e+000	2.473606e+000
3.524882148576328e-007	2.500000e+000	2.477242e+000
3.559025005719187e-007	2.500000e+000	2.480864e+000
3.593167862862047e-007	2.500000e+000	2.484473e+000
3.627310720004907e-007	2.500000e+000	2.488068e+000
3.651310720004909e-007	2.500000e+000	2.490581e+000
3.675310720004911e-007	2.500000e+000	2.493056e+000
3.699310720004912e-007	2.500000e+000	2.495495e+000
3.723310720004914e-007	2.500000e+000	2.497897e+000
3.747310720004916e-007	2.500000e+000	2.500262e+000
3.771310720004918e-007	2.500000e+000	2.502590e+000
3.795310720004920e-007	2.500000e+000	2.504880e+000
3.827310720004922e-007	2.500000e+000	2.507849e+000
3.859310720004924e-007	2.500000e+000	2.510637e+000
3.891310720004927e-007	2.500000e+000	2.513245e+000
3.923310720004929e-007	2.500000e+000	2.515674e+000
3.955310720004932e-007	2.500000e+000	2.517921e+000
3.987310720004934e-007	2.500000e+000	2.519989e+000
4.019310720004936e-007	2.500000e+000	2.521876e+000
4.078310720004941e-007	2.500000e+000	2.524688e+000
4.097453577147799e-007	2.500000e+000	2.525428e+000
4.116596434290658e-007	2.500000e+000	2.526080e+000
4.135739291433517e-007	2.500000e+000	2.526645e+000
4.154882148576375e-007	2.500000e+000	2.527123e+000
4.174025005719234e-007	2.500000e+000	2.527512e+000
4.193167862862092e-007	2.500000e+000	2.527814e+000
4.212310720004951e-007	2.500000e+000	2.528029e+000
4.224310720004952e-007	2.500000e+000	2.528118e+000
4.236310720004953e-007	2.500000e+000	2.528175e+000
4.248310720004954e-007	2.500000e+000	2.528198e+000
4.260310720004954e-007	2.500000e+000	2.528188e+000
4.272310720004955e-007	2.500000e+000	2.528145e+000
4.284310720004956e-007	2.500000e+000	2.528069e+000
4.296310720004957e-007	2.500000e+000	2.527960e+000
4.319310720004959e-007	2.500000e+000	2.527653e+000
4.342310720004961e-007	2.500000e+000	2.527243e+000
4.365310720004962e-007	2.500000e+000	2.526730e+000
4.388310720004964e-007	2.500000e+000	2.526114e+000
4.411310720004966e-007	2.500000e+000	2.525395e+000
4.434310720004968e-007	2.500000e+000	2.524574e+000
4.457310720004969e-007	2.500000e+000	2.523650e+000
4.499596434290687e-007	2.500000e+000	2.521654e+000
4.541882148576404e-007	2.500000e+000	2.519506e+000
4.584167862862122e-007	2.500000e+000	2.517205e+000
4.626453577147839e-007	2.500000e+000	2.514751e+000
4.668739291433557e-007	2.500000e+000	2.512144e+000
4.711025005719274e-007	2.500000e+000	2.509384e+000
4.753310720004992e-007	2.500000e+000	2.506471e+000
4.793453577147852e-007	2.500000e+000	2.503718e+000
4.833596434290711e-007	2.500000e+000	2.501063e+000
4.873739291433572e-007	2.500000e+000	2.498508e+000
4.913882148576432e-007	2.500000e+000	2.496053e+000
4.954025005719292e-007	2.500000e+000	2.493696e+000
4.994167862862152e-007	2.500000e+000	2.491439e+000
5.034310720005012e-007	2.500000e+000	2.489281e+000
5.043882148576442e-007	2.500000e+000	2.488810e+000
5.053453577147870e-007	2.500000e+000	2.488350e+000
5.063025005719300e-007	2.500000e+000	2.487902e+000
5.072596434290729e-007	2.500000e+000	2.487466e+000
5.082167862862159e-007	2.500000e+000	2.487041e+000
5.091739291433588e-007	2.500000e+000	2.486628e+000
5.101310720005017e-007	2.500000e+000	2.486226e+000
5.102310720005017e-007	2.500000e+000	2.486185e+000
5.126739291433590e-007	2.500000e+000	2.485217e+000
5.151167862862164e-007	2.500000e+000	2.484339e+000
5.175596434290737e-007	2.500000e+000	2.483550e+000
5.200025005719310e-007	2.500000e+000	2.482852e+000
5.224453577147883e-007	2.500000e+000	2.482243e+000
5.248882148576457e-007	2.500000e+000	2.481724e+000
5.273310720005030e-007	2.500000e+000	2.481295e+000
5.287025005719317e-007	2.500000e+000	2.481098e+000
5.300739291433603e-007	2.500000e+000	2.480930e+000
5.314453577147890e-007	2.500000e+000	2.480792e+000
5.328167862862177e-007	2.500000e+000	2.480683e+000
5.341882148576464e-007	2.500000e+000	2.480603e+000
5.355596434290751e-007	2.500000e+000	2.480553e+000
5.369310720005037e-007	2.500000e+000	2.480532e+000
5.381025005719324e-007	2.500000e+000	2.480537e+000
5.392739291433610e-007	2.500000e+000	2.480562e+000
5.404453577147897e-007	2.500000e+000	2.480608e+000
5.416167862862184e-007	2.500000e+000	2.480673e+000
5.427882148576471e-007	2.500000e+000	2.480759e+000
5.439596434290757e-007	2.500000e+000	2.480865e+000
5.451310720005043e-007	2.500000e+000	2.480991e+000
5.479167862862189e-007	2.500000e+000	2.481380e+000
5.507025005719333e-007	2.500000e+000	2.481859e+000
5.534882148576479e-007	2.500000e+000	2.482428e+000
5.562739291433623e-007	2.500000e+000	2.483087e+000
5.590596434290768e-007	2.500000e+000	2.483835e+000
5.618453577147914e-007	2.500000e+000	2.484673e+000
5.646310720005058e-007	2.500000e+000	2.485601e+000
5.695453577147918e-007	2.500000e+000	2.487472e+000
5.744596434290780e-007	2.500000e+000	2.489407e+000
5.793739291433640e-007	2.500000e+000	2.491405e+000
5.842882148576502e-007	2.500000e+000	2.493465e+000
5.892025005719362e-007	2.500000e+000	2.495589e+000
5.941167862862224e-007	2.500000e+000	2.497776e+000
5.990310720005084e-007	2.500000e+000	2.500026e+000
6.009596434290800e-007	2.500000e+000	2.500855e+000
6.028882148576516e-007	2.500000e+000	2.501665e+000
6.048167862862232e-007	2.500000e+000	2.502456e+000
6.067453577147946e-007	2.500000e+000	2.503229e+000
6.086739291433662e-007	2.500000e+000	2.503984e+000
6.106025005719378e-007	2.500000e+000	2.504720e+000
6.125310720005094e-007	2.500000e+000	2.505437e+000
6.126310720005094e-007	2.500000e+000	2.505473e+000
6.156596434290811e-007	2.500000e+000	2.506550e+000
6.186882148576528e-007	2.500000e+000	2.507548e+000
6.217167862862244e-007	2.500000e+000	2.508468e+000
6.247453577147960e-007	2.500000e+000	2.509309e+000
6.277739291433677e-007	2.500000e+000	2.510072e+000
6.308025005719393e-007	2.500000e+000	2.510756e+000
6.338310720005110e-007	2.500000e+000	2.511362e+000
6.359025005719397e-007	2.500000e+000	2.511719e+000
6.379739291433684e-007	2.500000e+000	2.512033e+000
6.400453577147971e-007	2.500000e+000	2.512305e+000
6.421167862862260e-007	2.500000e+000	2.512533e+000
6.441882148576547e-007	2.500000e+000	2.512719e+000
6.462596434290834e-007	2.500000e+000	2.512862e+000
6.483310720005121e-007	2.500000e+000	2.512963e+000
6.496882148576551e-007	2.500000e+000	2.513005e+000
6.510453577147980e-007	2.500000e+000	2.513030e+000
6.524025005719410e-007	2.500000e+000	2.513037e+000
6.537596434290839e-007	2.500000e+000	2.513027e+000
6.551167862862269e-007	2.500000e+000	2.512999e+000
6.564739291433698e-007	2.500000e+000	2.512953e+000
6.578310720005128e-007	2.500000e+000	2.512889e+000
6.604167862862273e-007	2.500000e+000	2.512717e+000
6.630025005719418e-007	2.500000e+000	2.512491e+000
6.655882148576563e-007	2.500000e+000	2.512213e+000
6.681739291433707e-007	2.500000e+000	2.511881e+000
6.707596434290852e-007	2.500000e+000	2.511496e+000
6.733453577147996e-007	2.500000e+000	2.511058e+000
6.759310720005142e-007	2.500000e+000	2.510566e+000
6.815025005719431e-007	2.500000e+000	2.509288e+000
6.870739291433721e-007	2.500000e+000	2.507936e+000
6.926453577148012e-007	2.500000e+000	2.506512e+000
6.982167862862302e-007	2.500000e+000	2.505013e+000
7.037882148576592e-007	2.500000e+000	2.503442e+000
7.093596434290881e-007	2.500000e+000	2.501797e+000
7.149310720005171e-007	2.500000e+000	2.500080e+000
7.150310720005171e-007	2.500000e+000	2.500051e+000
7.187310720005174e-007	2.500000e+000	2.498980e+000
7.224310720005177e-007	2.500000e+000	2.497964e+000
7.261310720005179e-007	2.500000e+000	2.497002e+000
7.298310720005182e-007	2.500000e+000	2.496094e+000
7.335310720005185e-007	2.500000e+000	2.495240e+000
7.372310720005188e-007	2.500000e+000	2.494440e+000
7.409310720005191e-007	2.500000e+000	2.493694e+000
7.435882148576621e-007	2.500000e+000	2.493216e+000
7.462453577148051e-007	2.500000e+000	2.492783e+000
7.489025005719482e-007	2.500000e+000	2.492393e+000
7.515596434290913e-007	2.500000e+000	2.492048e+000
7.542167862862344e-007	2.500000e+000	2.491747e+000
7.568739291433774e-007	2.500000e+000	2.491490e+000
7.595310720005205e-007	2.500000e+000	2.491277e+000
7.610882148576635e-007	2.500000e+000	2.491176e+000
7.626453577148064e-007	2.500000e+000	2.491090e+000
7.642025005719494e-007	2.500000e+000	2.491020e+000
7.657596434290924e-007	2.500000e+000	2.490965e+000
7.673167862862354e-007	2.500000e+000	2.490927e+000
7.688739291433783e-007	2.500000e+000	2.490904e+000
7.704310720005213e-007	2.500000e+000	2.490897e+000
7.721167862862357e-007	2.500000e+000	2.490907e+000
7.738025005719501e-007	2.500000e+000	2.490934e+000
7.754882148576645e-007	2.500000e+000	2.490978e+000
7.771739291433789e-007	2.500000e+000	2.491040e+000
7.788596434290933e-007	2.500000e+000	2.491118e+000
7.805453577148077e-007	2.500000e+000	2.491213e+000
7.822310720005222e-007	2.500000e+000	2.491325e+000
7.857453577148081e-007	2.500000e+000	2.491621e+000
7.892596434290941e-007	2.500000e+000	2.491968e+000
7.927739291433801e-007	2.500000e+000	2.492367e+000
7.962882148576661e-007	2.500000e+000	2.492817e+000
7.998025005719520e-007	2.500000e+000	2.493320e+000
8.033167862862381e-007	2.500000e+000	2.493874e+000
8.068310720005240e-007	2.500000e+000	2.494480e+000
8.083310720005241e-007	2.500000e+000	2.494744e+000
8.098310720005242e-007	2.500000e+000	2.495012e+000
8.113310720005243e-007	2.500000e+000	2.495285e+000
8.128310720005245e-007	2.500000e+000	2.495561e+000
8.143310720005246e-007	2.500000e+000	2.495842e+000
8.158310720005247e-007	2.500000e+000	2.496127e+000
8.173310720005248e-007	2.500000e+000	2.496417e+000
8.174310720005248e-007	2.500000e+000	2.496436e+000
8.220167862862395e-007	2.500000e+000	2.497361e+000
8.266025005719540e-007	2.500000e+000	2.498265e+000
8.311882148576687e-007	2.500000e+000	2.499147e+000
8.357739291433833e-007	2.500000e+000	2.500008e+000
8.403596434290980e-007	2.500000e+000	2.500848e+000
8.449453577148126e-007	2.500000e+000	2.501666e+000
8.495310720005272e-007	2.500000e+000	2.502463e+000
8.527596434290989e-007	2.500000e+000	2.502975e+000
8.559882148576706e-007	2.500000e+000	2.503449e+000
8.592167862862423e-007	2.500000e+000	2.503885e+000
8.624453577148139e-007	2.500000e+000	2.504284e+000
8.656739291433855e-007	2.500000e+000	2.504646e+000
8.689025005719572e-007	2.500000e+000	2.504970e+000
8.721310720005289e-007	2.500000e+000	2.505256e+000
8.743739291433862e-007	2.500000e+000	2.505427e+000
8.766167862862436e-007	2.500000e+000	2.505576e+000
8.788596434291009e-007	2.500000e+000	2.505705e+000
8.811025005719581e-007	2.500000e+000	2.505812e+000
8.833453577148154e-007	2.500000e+000	2.505899e+000
8.855882148576728e-007	2.500000e+000	2.505964e+000
8.878310720005301e-007	2.500000e+000	2.506008e+000
8.893882148576731e-007	2.500000e+000	2.506026e+000
8.909453577148160e-007	2.500000e+000	2.506034e+000
8.925025005719590e-007	2.500000e+000	2.506032e+000
8.940596434291020e-007	2.500000e+000	2.506021e+000
8.956167862862450e-007	2.500000e+000	2.506000e+000
8.971739291433879e-007	2.500000e+000	2.505969e+000
8.987310720005309e-007	2.500000e+000	2.505929e+000
9.017310720005311e-007	2.500000e+000	2.505821e+000
9.047310720005314e-007	2.500000e+000	2.505685e+000
9.077310720005316e-007	2.500000e+000	2.505519e+000
9.107310720005318e-007	2.500000e+000	2.505325e+000
9.137310720005320e-007	2.500000e+000	2.505102e+000
9.167310720005323e-007	2.500000e+000	2.504850e+000
9.197310720005325e-007	2.500000e+000	2.504570e+000
9.198310720005325e-007	2.500000e+000	2.504560e+000
9.264739291433901e-007	2.500000e+000	2.503808e+000
9.331167862862478e-007	2.500000e+000	2.503036e+000
9.397596434291054e-007	2.500000e+000	2.502244e+000
9.464025005719630e-007	2.500000e+000	2.501431e+000
9.530453577148208e-007	2.500000e+000	2.500599e+000
9.596882148576784e-007	2.500000e+000	2.499746e+000
9.663310720005360e-007	2.500000e+000	2.498873e+000
9.698882148576791e-007	2.500000e+000	2.498457e+000
9.734453577148223e-007	2.500000e+000	2.498068e+000
9.770025005719655e-007	2.500000e+000	2.497706e+000
9.805596434291084e-007	2.500000e+000	2.497371e+000
9.841167862862515e-007	2.500000e+000	2.497062e+000
9.876739291433947e-007	2.500000e+000	2.496780e+000
9.912310720005379e-007	2.500000e+000	2.496524e+000
9.937882148576809e-007	2.500000e+000	2.496364e+000
9.963453577148240e-007	2.500000e+000	2.496222e+000
9.989025005719671e-007	2.500000e+000	2.496097e+000
1.001459643429110e-006	2.500000e+000	2.495991e+000
1.004016786286253e-006	2.500000e+000	2.495902e+000
1.006573929143396e-006	2.500000e+000	2.495832e+000
1.009131072000539e-006	2.500000e+000	2.495779e+000
1.010988214857682e-006	2.500000e+000	2.495752e+000
1.012845357714825e-006	2.500000e+000	2.495735e+000
1.014702500571968e-006	2.500000e+000	2.495727e+000
1.016559643429111e-006	2.500000e+000	2.495728e+000
1.018416786286254e-006	2.500000e+000	2.495738e+000
1.020273929143397e-006	2.500000e+000	2.495758e+000
1.022131072000540e-006	2.500000e+000	2.495786e+000
1.022231072000540e-006	2.500000e+000	2.495788e+000
1.025302500571969e-006	2.500000e+000	2.495858e+000
1.028373929143398e-006	2.500000e+000	2.495947e+000
1.031445357714827e-006	2.500000e+000	2.496057e+000
1.034516786286255e-006	2.500000e+000	2.496187e+000
1.037588214857684e-006	2.500000e+000	2.496337e+000
1.040659643429113e-006	2.500000e+000	2.496507e+000
1.043731072000542e-006	2.500000e+000	2.496697e+000
1.050502500571971e-006	2.500000e+000	2.497205e+000
1.057273929143400e-006	2.500000e+000	2.497728e+000
1.064045357714829e-006	2.500000e+000	2.498266e+000
1.070816786286258e-006	2.500000e+000	2.498818e+000
1.077588214857687e-006	2.500000e+000	2.499386e+000
1.084359643429116e-006	2.500000e+000	2.499968e+000
1.091131072000545e-006	2.500000e+000	2.500565e+000
1.094831072000546e-006	2.500000e+000	2.500856e+000
1.098531072000546e-006	2.500000e+000	2.501127e+000
1.102231072000546e-006	2.500000e+000	2.501380e+000
1.105931072000547e-006	2.500000e+000	2.501614e+000
1.109631072000547e-006	2.500000e+000	2.501830e+000
1.113331072000547e-006	2.500000e+000	2.502027e+000
1.117031072000547e-006	2.500000e+000	2.502205e+000
1.124631072000548e-006	2.500000e+000	2.502489e+000
1.126945357714834e-006	2.500000e+000	2.502556e+000
1.129259643429120e-006	2.500000e+000	2.502612e+000
1.131573929143406e-006	2.500000e+000	2.502660e+000
1.133888214857692e-006	2.500000e+000	2.502697e+000
1.136202500571977e-006	2.500000e+000	2.502725e+000
1.138516786286263e-006	2.500000e+000	2.502743e+000
1.140831072000549e-006	2.500000e+000	2.502752e+000
1.143059643429121e-006	2.500000e+000	2.502751e+000
1.145288214857692e-006	2.500000e+000	2.502742e+000
1.147516786286264e-006	2.500000e+000	2.502725e+000
1.149745357714836e-006	2.500000e+000	2.502700e+000
1.151973929143407e-006	2.500000e+000	2.502666e+000
1.154202500571979e-006	2.500000e+000	2.502624e+000
1.156431072000550e-006	2.500000e+000	2.502575e+000
1.160745357714836e-006	2.500000e+000	2.502452e+000
1.165059643429122e-006	2.500000e+000	2.502311e+000
1.169373929143408e-006	2.500000e+000	2.502150e+000
1.173688214857694e-006	2.500000e+000	2.501970e+000
1.178002500571981e-006	2.500000e+000	2.501770e+000
1.182316786286266e-006	2.500000e+000	2.501551e+000
1.186631072000553e-006	2.500000e+000	2.501313e+000
1.192073929143410e-006	2.500000e+000	2.500994e+000
1.197516786286268e-006	2.500000e+000	2.500680e+000
1.202959643429125e-006	2.500000e+000	2.500370e+000
1.208402500571983e-006	2.500000e+000	2.500066e+000
1.213845357714840e-006	2.500000e+000	2.499766e+000
1.219288214857698e-006	2.500000e+000	2.499470e+000
1.224731072000555e-006	2.500000e+000	2.499180e+000
1.227031072000556e-006	2.500000e+000	2.499068e+000
1.230573929143413e-006	2.500000e+000	2.498904e+000
1.234116786286270e-006	2.500000e+000	2.498753e+000
1.237659643429128e-006	2.500000e+000	2.498614e+000
1.241202500571985e-006	2.500000e+000	2.498489e+000
1.244745357714843e-006	2.500000e+000	2.498376e+000
1.248288214857700e-006	2.500000e+000	2.498276e+000
1.251831072000557e-006	2.500000e+000	2.498189e+000
1.254373929143415e-006	2.500000e+000	2.498137e+000
1.256916786286272e-006	2.500000e+000	2.498092e+000
1.259459643429129e-006	2.500000e+000	2.498055e+000
1.262002500571987e-006	2.500000e+000	2.498026e+000
1.264545357714844e-006	2.500000e+000	2.498004e+000
1.267088214857702e-006	2.500000e+000	2.497990e+000
1.269631072000559e-006	2.500000e+000	2.497983e+000
1.272202500571988e-006	2.500000e+000	2.497985e+000
1.274773929143416e-006	2.500000e+000	2.497994e+000
1.277345357714845e-006	2.500000e+000	2.498009e+000
1.279916786286274e-006	2.500000e+000	2.498032e+000
1.282488214857703e-006	2.500000e+000	2.498062e+000
1.285059643429131e-006	2.500000e+000	2.498099e+000
1.287631072000560e-006	2.500000e+000	2.498143e+000
1.292688214857703e-006	2.500000e+000	2.498253e+000
1.297745357714847e-006	2.500000e+000	2.498378e+000
1.302802500571990e-006	2.500000e+000	2.498518e+000
1.307859643429133e-006	2.500000e+000	2.498673e+000
1.312916786286276e-006	2.500000e+000	2.498843e+000
1.317973929143420e-006	2.500000e+000	2.499027e+000
1.323031072000563e-006	2.500000e+000	2.499227e+000
1.329331072000563e-006	2.500000e+000	2.499471e+000
1.329431072000563e-006	2.500000e+000	2.499475e+000
1.334202500571992e-006	2.500000e+000	2.499667e+000
1.338973929143421e-006	2.500000e+000	2.499852e+000
1.343745357714850e-006	2.500000e+000	2.500028e+000
1.348516786286279e-006	2.500000e+000	2.500198e+000
1.353288214857708e-006	2.500000e+000	2.500360e+000
1.358059643429137e-006	2.500000e+000	2.500514e+000
1.362831072000566e-006	2.500000e+000	2.500661e+000
1.366345357714852e-006	2.500000e+000	2.500757e+000
1.369859643429138e-006	2.500000e+000	2.500845e+000
1.373373929143424e-006	2.500000e+000	2.500924e+000
1.376888214857710e-006	2.500000e+000	2.500994e+000
1.380402500571996e-006	2.500000e+000	2.501055e+000
1.383916786286282e-006	2.500000e+000	2.501106e+000
1.387431072000568e-006	2.500000e+000	2.501149e+000
1.390002500571997e-006	2.500000e+000	2.501174e+000
1.392573929143425e-006	2.500000e+000	2.501194e+000
1.395145357714854e-006	2.500000e+000	2.501208e+000
1.397716786286283e-006	2.500000e+000	2.501218e+000
1.400288214857712e-006	2.500000e+000	2.501222e+000
1.402859643429140e-006	2.500000e+000	2.501222e+000
1.405431072000569e-006	2.500000e+000	2.501216e+000
1.408945357714855e-006	2.500000e+000	2.501199e+000
1.412459643429141e-006	2.500000e+000	2.501175e+000
1.415973929143427e-006	2.500000e+000	2.501143e+000
1.419488214857713e-006	2.500000e+000	2.501103e+000
1.423002500571999e-006	2.500000e+000	2.501056e+000
1.426516786286285e-006	2.500000e+000	2.501000e+000
1.430031072000571e-006	2.500000e+000	2.500937e+000
1.431831072000571e-006	2.500000e+000	2.500903e+000
1.439173929143429e-006	2.500000e+000	2.500736e+000
1.446516786286286e-006	2.500000e+000	2.500564e+000
1.453859643429144e-006	2.500000e+000	2.500389e+000
1.461202500572002e-006	2.500000e+000	2.500210e+000
1.468545357714860e-006	2.500000e+000	2.500028e+000
1.475888214857717e-006	2.500000e+000	2.499841e+000
1.483231072000575e-006	2.500000e+000	2.499651e+000
1.487316786286289e-006	2.500000e+000	2.499559e+000
1.491402500572004e-006	2.500000e+000	2.499473e+000
1.495488214857719e-006	2.500000e+000	2.499395e+000
1.499573929143433e-006	2.500000e+000	2.499323e+000
1.503659643429148e-006	2.500000e+000	2.499258e+000
1.507745357714862e-006	2.500000e+000	2.499201e+000
1.511831072000577e-006	2.500000e+000	2.499150e+000
1.514973929143434e-006	2.500000e+000	2.499118e+000
1.518116786286292e-006	2.500000e+000	2.499090e+000
1.521259643429149e-006	2.500000e+000	2.499068e+000
1.524402500572007e-006	2.500000e+000	2.499051e+000
1.527545357714864e-006	2.500000e+000	2.499039e+000
1.530688214857721e-006	2.500000e+000	2.499032e+000
1.533831072000579e-006	2.500000e+000	2.499030e+000
1.534231072000579e-006	2.500000e+000	2.499030e+000
1.537788214857722e-006	2.500000e+000	2.499036e+000
1.541345357714865e-006	2.500000e+000	2.499046e+000
1.544902500572008e-006	2.500000e+000	2.499063e+000
1.548459643429151e-006	2.500000e+000	2.499084e+000
1.552016786286294e-006	2.500000e+000	2.499112e+000
1.555573929143437e-006	2.500000e+000	2.499145e+000
1.559131072000581e-006	2.500000e+000	2.499183e+000
1.567388214857724e-006	2.500000e+000	2.499301e+000
1.575645357714868e-006	2.500000e+000	2.499423e+000
1.583902500572011e-006	2.500000e+000	2.499550e+000
1.592159643429154e-006	2.500000e+000	2.499682e+000
1.600416786286298e-006	2.500000e+000	2.499818e+000
1.608673929143441e-006	2.500000e+000	2.499959e+000
1.616931072000585e-006	2.500000e+000	2.500104e+000
1.619731072000585e-006	2.500000e+000	2.500147e+000
1.622531072000585e-006	2.500000e+000	2.500187e+000
1.625331072000586e-006	2.500000e+000	2.500225e+000
1.628131072000586e-006	2.500000e+000	2.500261e+000
1.630931072000586e-006	2.500000e+000	2.500295e+000
1.633731072000586e-006	2.500000e+000	2.500328e+000
1.636531072000586e-006	2.500000e+000	2.500358e+000
1.636631072000586e-006	2.500000e+000	2.500359e+000
1.640359643429158e-006	2.500000e+000	2.500395e+000
1.644088214857730e-006	2.500000e+000	2.500426e+000
1.647816786286301e-006	2.500000e+000	2.500453e+000
1.651545357714873e-006	2.500000e+000	2.500475e+000
1.655273929143445e-006	2.500000e+000	2.500492e+000
1.659002500572017e-006	2.500000e+000	2.500504e+000
1.662731072000588e-006	2.500000e+000	2.500512e+000
1.666373929143446e-006	2.500000e+000	2.500515e+000
1.670016786286303e-006	2.500000e+000	2.500513e+000
1.673659643429161e-006	2.500000e+000	2.500508e+000
1.677302500572018e-006	2.500000e+000	2.500498e+000
1.680945357714875e-006	2.500000e+000	2.500484e+000
1.684588214857733e-006	2.500000e+000	2.500466e+000
1.688231072000590e-006	2.500000e+000	2.500444e+000
1.695473929143448e-006	2.500000e+000	2.500386e+000
1.702716786286306e-006	2.500000e+000	2.500322e+000
1.709959643429163e-006	2.500000e+000	2.500253e+000
1.717202500572021e-006	2.500000e+000	2.500178e+000
1.724445357714879e-006	2.500000e+000	2.500098e+000
1.731688214857736e-006	2.500000e+000	2.500013e+000
1.738931072000594e-006	2.500000e+000	2.499923e+000
1.739031072000594e-006	2.500000e+000	2.499922e+000
1.744031072000594e-006	2.500000e+000	2.499864e+000
1.749031072000595e-006	2.500000e+000	2.499811e+000
1.754031072000595e-006	2.500000e+000	2.499761e+000
1.759031072000596e-006	2.500000e+000	2.499714e+000
1.764031072000596e-006	2.500000e+000	2.499672e+000
1.769031072000596e-006	2.500000e+000	2.499633e+000
1.774031072000597e-006	2.500000e+000	2.499599e+000
1.778059643429168e-006	2.500000e+000	2.499575e+000
1.782088214857740e-006	2.500000e+000	2.499556e+000
1.786116786286312e-006	2.500000e+000	2.499540e+000
1.790145357714884e-006	2.500000e+000	2.499528e+000
1.794173929143455e-006	2.500000e+000	2.499519e+000
1.798202500572027e-006	2.500000e+000	2.499514e+000
1.802231072000599e-006	2.500000e+000	2.499513e+000
1.806873929143456e-006	2.500000e+000	2.499516e+000
1.811516786286314e-006	2.500000e+000	2.499524e+000
1.816159643429171e-006	2.500000e+000	2.499536e+000
1.820802500572029e-006	2.500000e+000	2.499551e+000
1.825445357714886e-006	2.500000e+000	2.499571e+000
1.830088214857744e-006	2.500000e+000	2.499594e+000
1.834731072000601e-006	2.500000e+000	2.499622e+000
1.841431072000602e-006	2.500000e+000	2.499665e+000
1.848673929143459e-006	2.500000e+000	2.499721e+000
1.855916786286317e-006	2.500000e+000	2.499776e+000
1.863159643429175e-006	2.500000e+000	2.499830e+000
1.870402500572033e-006	2.500000e+000	2.499884e+000
1.877645357714890e-006	2.500000e+000	2.499937e+000
1.884888214857748e-006	2.500000e+000	2.499990e+000
1.892131072000606e-006	2.500000e+000	2.500042e+000
1.896973929143458e-006	2.500000e+000	2.500071e+000
1.901816786286309e-006	2.500000e+000	2.500098e+000
