Freq.	V(vout)
3.46736850452530e+001	(-6.80439768859145e-004dB,-1.40983247488507e-004°)
3.54813389233574e+001	(-6.80439732862803e-004dB,-1.44267169184659e-004°)
3.63078054770100e+001	(-6.80439695168147e-004dB,-1.47627583243578e-004°)
3.71535229097171e+001	(-6.80439655697060e-004dB,-1.51066271401283e-004°)
3.80189396320559e+001	(-6.80439614360818e-004dB,-1.54585056895758e-004°)
3.89045144994279e+001	(-6.80439571081304e-004dB,-1.58185805433654e-004°)
3.98107170553495e+001	(-6.80439525761113e-004dB,-1.61870426179514e-004°)
4.07380277804111e+001	(-6.80439478305734e-004dB,-1.65640872768032e-004°)
4.16869383470333e+001	(-6.80439428612940e-004dB,-1.69499144339906e-004°)
4.26579518801591e+001	(-6.80439376578576e-004dB,-1.73447286601802e-004°)
4.36515832240164e+001	(-6.80439322089805e-004dB,-1.77487392911010e-004°)
4.46683592150961e+001	(-6.80439265038616e-004dB,-1.81621605385387e-004°)
4.57088189614873e+001	(-6.80439205291921e-004dB,-1.85852116039110e-004°)
4.67735141287196e+001	(-6.80439142730133e-004dB,-1.90181167944940e-004°)
4.78630092322636e+001	(-6.80439077229809e-004dB,-1.94611056423511e-004°)
4.89778819368444e+001	(-6.80439008629894e-004dB,-1.99144130260334e-004°)
5.01187233627270e+001	(-6.80438936803086e-004dB,-2.03782792951177e-004°)
5.12861383991362e+001	(-6.80438861590260e-004dB,-2.08529503976408e-004°)
5.24807460249770e+001	(-6.80438782831323e-004dB,-2.13386780105057e-004°)
5.37031796370250e+001	(-6.80438700361364e-004dB,-2.18357196729234e-004°)
5.49540873857622e+001	(-6.80438614006789e-004dB,-2.23443389229643e-004°)
5.62341325190346e+001	(-6.80438523581470e-004dB,-2.28648054372884e-004°)
5.75439937337154e+001	(-6.80438428891560e-004dB,-2.33973951741320e-004°)
5.88843655355586e+001	(-6.80438329745143e-004dB,-2.39423905196262e-004°)
6.02559586074355e+001	(-6.80438225923301e-004dB,-2.45000804375185e-004°)
6.16595001861479e+001	(-6.80438117208079e-004dB,-2.50707606223869e-004°)
6.30957344480190e+001	(-6.80438003370911e-004dB,-2.56547336564223e-004°)
6.45654229034652e+001	(-6.80437884167806e-004dB,-2.62523091698592e-004°)
6.60693448007593e+001	(-6.80437759341266e-004dB,-2.68638040051468e-004°)
6.76082975391978e+001	(-6.80437628634761e-004dB,-2.74895423849446e-004°)
6.91830970918933e+001	(-6.80437491766686e-004dB,-2.81298560840261e-004°)
7.07945784384134e+001	(-6.80437348455433e-004dB,-2.87850846051945e-004°)
7.24435960074986e+001	(-6.80437198386609e-004dB,-2.94555753592877e-004°)
7.41310241300914e+001	(-6.80437041246782e-004dB,-3.01416838493820e-004°)
7.58577575029180e+001	(-6.80436876697447e-004dB,-3.08437738592840e-004°)
7.76247116628688e+001	(-6.80436704393347e-004dB,-3.15622176464150e-004°)
7.94328234724277e+001	(-6.80436523970903e-004dB,-3.22973961391852e-004°)
8.12830516164095e+001	(-6.80436335043388e-004dB,-3.30496991389677e-004°)
8.31763771102667e+001	(-6.80436137214433e-004dB,-3.38195255267755e-004°)
8.51138038202372e+001	(-6.80435930062595e-004dB,-3.46072834747555e-004°)
8.70963589956076e+001	(-6.80435713144247e-004dB,-3.54133906626044e-004°)
8.91250938133741e+001	(-6.80435486008050e-004dB,-3.62382744990300e-004°)
9.12010839355905e+001	(-6.80435248163121e-004dB,-3.70823723483674e-004°)
9.33254300796986e+001	(-6.80434999108936e-004dB,-3.79461317624769e-004°)
9.54992586021431e+001	(-6.80434738319895e-004dB,-3.88300107180408e-004°)
9.77237220955805e+001	(-6.80434465236645e-004dB,-3.97344778593894e-004°)
