vin	Ix(U1:SOURCE)
1.910000000000001e+00	1.649651e-05
1.920000000000001e+00	1.674627e-05
1.930000000000001e+00	1.699764e-05
1.940000000000002e+00	1.725064e-05
1.950000000000002e+00	1.750524e-05
1.960000000000002e+00	1.776145e-05
1.970000000000002e+00	1.801926e-05
1.980000000000002e+00	1.827866e-05
1.990000000000002e+00	1.853964e-05
2.000000000000001e+00	1.880220e-05
2.010000000000001e+00	1.906634e-05
2.020000000000001e+00	1.933204e-05
2.030000000000001e+00	1.959931e-05
2.040000000000000e+00	1.986813e-05
2.050000000000000e+00	2.013850e-05
2.060000000000000e+00	2.041042e-05
2.070000000000000e+00	2.068387e-05
2.080000000000000e+00	2.095885e-05
2.089999999999999e+00	2.123536e-05
2.099999999999999e+00	2.151340e-05
2.109999999999999e+00	2.179294e-05
2.119999999999999e+00	2.207399e-05
2.129999999999999e+00	2.235655e-05
2.139999999999998e+00	2.264061e-05
2.149999999999998e+00	2.292615e-05
2.159999999999998e+00	2.321318e-05
2.169999999999998e+00	2.350169e-05
2.179999999999997e+00	2.379168e-05
2.189999999999997e+00	2.408313e-05
2.199999999999997e+00	2.437605e-05
2.209999999999997e+00	2.467042e-05
2.219999999999997e+00	2.496624e-05
2.229999999999996e+00	2.526352e-05
2.239999999999996e+00	2.556223e-05
2.249999999999996e+00	2.586237e-05
2.259999999999996e+00	2.616395e-05
2.269999999999996e+00	2.646695e-05
2.279999999999995e+00	2.677136e-05
2.289999999999995e+00	2.707719e-05
2.299999999999995e+00	2.738443e-05
2.309999999999995e+00	2.769307e-05
2.319999999999995e+00	2.800311e-05
2.329999999999994e+00	2.831453e-05
2.339999999999994e+00	2.862734e-05
2.349999999999994e+00	2.894154e-05
2.359999999999994e+00	2.925711e-05
2.369999999999993e+00	2.957404e-05
2.379999999999993e+00	2.989234e-05
2.389999999999993e+00	3.021201e-05
2.399999999999993e+00	3.053302e-05
2.409999999999993e+00	3.085538e-05
2.419999999999992e+00	3.117909e-05
2.429999999999992e+00	3.150414e-05
2.439999999999992e+00	3.183051e-05
2.449999999999992e+00	3.215822e-05
2.459999999999992e+00	3.248725e-05
2.469999999999991e+00	3.281759e-05
2.479999999999991e+00	3.314925e-05
2.489999999999991e+00	3.348222e-05
2.499999999999991e+00	3.381648e-05
2.509999999999990e+00	3.415205e-05
2.519999999999990e+00	3.448890e-05
2.529999999999990e+00	3.482705e-05
2.539999999999990e+00	3.516648e-05
2.549999999999990e+00	3.550718e-05
2.559999999999989e+00	3.584916e-05
2.569999999999989e+00	3.619240e-05
2.579999999999989e+00	3.653691e-05
2.589999999999989e+00	3.688267e-05
2.599999999999989e+00	3.722969e-05
2.609999999999988e+00	3.757795e-05
2.619999999999988e+00	3.792745e-05
2.629999999999988e+00	3.827820e-05
2.639999999999988e+00	3.863018e-05
2.649999999999987e+00	3.898338e-05
2.659999999999987e+00	3.933781e-05
2.669999999999987e+00	3.969346e-05
