time	V(vin)	V(vout)
3.027310714285789e-03	3.953786e+00	4.374320e+00
3.028103571428648e-03	3.937929e+00	4.369667e+00
3.028896428571507e-03	3.922071e+00	4.365005e+00
3.029689285714367e-03	3.906214e+00	4.360335e+00
3.030482142857226e-03	3.890357e+00	4.355657e+00
3.031275000000085e-03	3.874500e+00	4.350972e+00
3.033417857142948e-03	3.831643e+00	4.338310e+00
3.035560714285812e-03	3.788786e+00	4.325650e+00
3.037703571428674e-03	3.745929e+00	4.312993e+00
3.039846428571537e-03	3.703071e+00	4.300339e+00
3.041989285714400e-03	3.660214e+00	4.287687e+00
3.044132142857264e-03	3.617357e+00	4.275038e+00
3.046275000000126e-03	3.574500e+00	4.262391e+00
3.070675000000193e-03	3.086500e+00	4.118700e+00
3.074910714285880e-03	3.000724e+00	4.093810e+00
3.079146428571567e-03	2.915611e+00	4.068934e+00
3.083382142857253e-03	2.831162e+00	4.044073e+00
3.087617857142940e-03	2.747376e+00	4.019227e+00
3.091853571428627e-03	2.664254e+00	3.994396e+00
3.096089285714314e-03	2.581795e+00	3.969579e+00
3.100325000000001e-03	2.500000e+00	3.944778e+00
3.121725000000059e-03	2.500000e+00	3.819687e+00
3.172925000000199e-03	2.500000e+00	3.521790e+00
3.224125000000339e-03	2.500000e+00	3.225727e+00
3.228032142857493e-03	2.500000e+00	3.203207e+00
3.231939285714646e-03	2.500000e+00	3.180697e+00
3.235846428571800e-03	2.500000e+00	3.158197e+00
3.239753571428953e-03	2.500000e+00	3.135708e+00
3.243660714286107e-03	2.500000e+00	3.113229e+00
3.247567857143260e-03	2.500000e+00	3.090760e+00
3.251475000000414e-03	2.500000e+00	3.068301e+00
3.254503571428994e-03	2.500000e+00	3.050894e+00
3.257532142857573e-03	2.500000e+00	3.033500e+00
3.260560714286153e-03	2.500000e+00	3.016121e+00
3.263589285714733e-03	2.500000e+00	2.998755e+00
3.266617857143312e-03	2.500000e+00	2.981405e+00
3.269646428571892e-03	2.500000e+00	2.964068e+00
3.272675000000472e-03	2.500000e+00	2.946746e+00
3.275325000000479e-03	2.500000e+00	2.931632e+00
3.277353571429056e-03	2.500000e+00	2.920061e+00
3.279382142857633e-03	2.500000e+00	2.908553e+00
3.281410714286210e-03	2.500000e+00	2.897106e+00
3.283439285714787e-03	2.500000e+00	2.885722e+00
3.285467857143364e-03	2.500000e+00	2.874400e+00
3.287496428571941e-03	2.500000e+00	2.863140e+00
3.289525000000518e-03	2.500000e+00	2.851942e+00
3.292046428571953e-03	2.500000e+00	2.838157e+00
3.294567857143389e-03	2.500000e+00	2.824648e+00
3.297089285714824e-03	2.500000e+00	2.811414e+00
3.299610714286260e-03	2.500000e+00	2.798455e+00
3.302132142857695e-03	2.500000e+00	2.785772e+00
3.304653571429131e-03	2.500000e+00	2.773364e+00
3.307175000000566e-03	2.500000e+00	2.761232e+00
3.309932142857717e-03	2.500000e+00	2.748419e+00
3.312689285714867e-03	2.500000e+00	2.736056e+00
3.315446428572017e-03	2.500000e+00	2.724141e+00
3.318203571429168e-03	2.500000e+00	2.712675e+00
3.320960714286318e-03	2.500000e+00	2.701658e+00
3.323717857143469e-03	2.500000e+00	2.691089e+00
3.326475000000619e-03	2.500000e+00	2.680969e+00
3.326525000000619e-03	2.500000e+00	2.680790e+00
3.333832142857782e-03	2.500000e+00	2.656753e+00
3.341139285714945e-03	2.500000e+00	2.635019e+00
3.348446428572108e-03	2.500000e+00	2.615588e+00
3.355753571429271e-03	2.500000e+00	2.598461e+00
3.363060714286434e-03	2.500000e+00	2.583638e+00
