Freq.	V,vout
7.41310241300908e+003	,-6.96681049742703e-004,-1.07946565595263e-001
7.58577575029174e+003	,-6.97446023388447e-004,-1.10460838015963e-001
7.76247116628682e+003	,-6.98247008796833e-004,-1.13033666352677e-001
7.94328234724272e+003	,-6.99085699259053e-004,-1.15666413904148e-001
8.12830516164089e+003	,-6.99963867491982e-004,-1.18360475678478e-001
8.31763771102661e+003	,-7.00883369364758e-004,-1.21117279128465e-001
8.51138038202366e+003	,-7.01846147737245e-004,-1.23938284903824e-001
8.70963589956070e+003	,-7.02854236554073e-004,-1.26824987620690e-001
8.91250938133734e+003	,-7.03909765073713e-004,-1.29778916648770e-001
9.12010839355898e+003	,-7.05014962303945e-004,-1.32801636916556e-001
9.33254300796979e+003	,-7.06172161670736e-004,-1.35894749734973e-001
9.54992586021424e+003	,-7.07383805831792e-004,-1.39059893639893e-001
9.77237220955798e+003	,-7.08652451798740e-004,-1.42298745253926e-001
9.99999999999987e+003	,-7.09980776234859e-004,-1.45613020167904e-001
1.02329299228074e+004	,-7.11371581011288e-004,-1.49004473842496e-001
1.04712854805089e+004	,-7.12827799012088e-004,-1.52474902530393e-001
1.07151930523759e+004	,-7.14352500220931e-004,-1.56026144219520e-001
1.09647819614317e+004	,-7.15948898066285e-004,-1.59660079597714e-001
1.12201845430195e+004	,-7.17620356067531e-004,-1.63378633039359e-001
1.14815362149687e+004	,-7.19370394782009e-004,-1.67183773614421e-001
1.17489755493951e+004	,-7.21202699049146e-004,-1.71077516120399e-001
1.20226443461740e+004	,-7.23121125582786e-004,-1.75061922137655e-001
1.23026877081237e+004	,-7.25129710915566e-004,-1.79139101108637e-001
1.25892541179415e+004	,-7.27232679659685e-004,-1.83311211441505e-001
1.28824955169312e+004	,-7.29434453179534e-004,-1.87580461638664e-001
1.31825673855639e+004	,-7.31739658646291e-004,-1.91949111450743e-001
1.34896288259164e+004	,-7.34153138468712e-004,-1.96419473056543e-001
1.38038426460287e+004	,-7.36679960183064e-004,-2.00993912269502e-001
1.41253754462274e+004	,-7.39325426770371e-004,-2.05674849771226e-001
1.44543977074591e+004	,-7.42095087410635e-004,-2.10464762372638e-001
1.47910838816819e+004	,-7.44994748738655e-004,-2.15366184303330e-001
1.51356124843619e+004	,-7.48030486586986e-004,-2.20381708529660e-001
1.54881661891246e+004	,-7.51208658260414e-004,-2.25513988102218e-001
1.58489319246109e+004	,-7.54535915303376e-004,-2.30765737533209e-001
1.62181009735891e+004	,-7.58019216871258e-004,-2.36139734204381e-001
1.65958690743754e+004	,-7.61665843677603e-004,-2.41638819806095e-001
1.69824365246172e+004	,-7.65483412516291e-004,-2.47265901808133e-001
1.73780082874935e+004	,-7.69479891414638e-004,-2.53023954962884e-001
1.77827941003890e+004	,-7.73663615513876e-004,-2.58916022841526e-001
1.81970085860996e+004	,-7.78043303472576e-004,-2.64945219403818e-001
1.86208713666284e+004	,-7.82628074733482e-004,-2.71114730602169e-001
1.90546071796322e+004	,-7.87427467377944e-004,-2.77427816020593e-001
1.94984459975802e+004	,-7.92451456867925e-004,-2.83887810549228e-001
1.99526231496885e+004	,-7.97710475443177e-004,-2.90498126095036e-001
2.04173794466950e+004	,-8.03215432409896e-004,-2.97262253329371e-001
2.08929613085401e+004	,-8.08977735196492e-004,-3.04183763473035e-001
2.13796208950220e+004	,-8.15009311365531e-004,-3.11266310119535e-001
2.18776162394952e+004	,-8.21322631407325e-004,-3.18513631097137e-001
2.23872113856831e+004	,-8.27930732539931e-004,-3.25929550370430e-001
2.29086765276774e+004	,-8.34847243420135e-004,-3.33517979982050e-001
2.34422881531989e+004	,-8.42086409811740e-004,-3.41282922035200e-001
2.39883291901946e+004	,-8.49663121317342e-004,-3.49228470717671e-001
2.45470891568500e+004	,-8.57592939085854e-004,-3.57358814367988e-001
2.51188643150954e+004	,-8.65892124612568e-004,-3.65678237584348e-001
2.57039578276883e+004	,-8.74577669646282e-004,-3.74191123376998e-001
2.63026799189534e+004	,-8.83667327157284e-004,-3.82901955364710e-001
2.69153480392688e+004	,-8.93179643504193e-004,-3.91815320015965e-001
2.75422870333813e+004	,-9.03133991740917e-004,-4.00935908935514e-001
2.81838293126441e+004	,-9.13550606102418e-004,-4.10268521196888e-001
2.88403150312656e+004	,-9.24450617759070e-004,-4.19818065721540e-001
2.95120922666634e+004	,-9.35856091716303e-004,-4.29589563705133e-001
3.01995172040197e+004	,-9.47790065025534e-004,-4.39588151091626e-001
3.09029543251354e+004	,-9.60276586255410e-004,-4.49819081095727e-001
3.16227766016833e+004	,-9.73340756210023e-004,-4.60287726774215e-001
3.23593656929623e+004	,-9.87008769945371e-004,-4.70999583646759e-001
3.31131121482586e+004	,-1.00130796006014e-003,-4.81960272366664e-001
3.38844156139197e+004	,-1.01626684129859e-003,-4.93175541442133e-001
3.46736850452526e+004	,-1.03191515638190e-003,-5.04651270008463e-001
3.54813389233570e+004	,-1.04828392315396e-003,-5.16393470651679e-001
3.63078054770096e+004	,-1.06540548295898e-003,-5.28408292284021e-001
3.71535229097167e+004	,-1.08331355020194e-003,-5.40702023071712e-001
3.80189396320555e+004	,-1.10204326316161e-003,-5.53281093415397e-001
3.89045144994275e+004	,-1.12163123586456e-003,-5.66152078983602e-001
3.98107170553491e+004	,-1.14211561112361e-003,-5.79321703799583e-001
4.07380277804107e+004	,-1.16353611454631e-003,-5.92796843381873e-001
4.16869383470329e+004	,-1.18593410948770e-003,-6.06584527938761e-001
4.26579518801586e+004	,-1.20935265290445e-003,-6.20691945617095e-001
4.36515832240159e+004	,-1.23383655188313e-003,-6.35126445805483e-001
4.46683592150956e+004	,-1.25943242086229e-003,-6.49895542492287e-001
4.57088189614868e+004	,-1.28618873930878e-003,-6.65006917678447e-001
4.67735141287191e+004	,-1.31415590971378e-003,-6.80468424845454e-001
4.78630092322631e+004	,-1.34338631577297e-003,-6.96288092478535e-001
4.89778819368439e+004	,-1.37393438046799e-003,-7.12474127645283e-001
5.01187233627264e+004	,-1.40585662393395e-003,-7.29034919629830e-001
5.12861383991357e+004	,-1.43921172075107e-003,-7.45979043622772e-001
5.24807460249764e+004	,-1.47406055644297e-003,-7.63315264466949e-001
5.37031796370244e+004	,-1.51046628287969e-003,-7.81052540459319e-001
5.49540873857616e+004	,-1.54849437221835e-003,-7.99200027209097e-001
5.62341325190340e+004	,-1.58821266901705e-003,-8.17767081552410e-001
5.75439937337148e+004	,-1.62969144013366e-003,-8.36763265523794e-001
5.88843655355580e+004	,-1.67300342190814e-003,-8.56198350384845e-001
6.02559586074348e+004	,-1.71822386421993e-003,-8.76082320710516e-001
6.16595001861472e+004	,-1.76543057084278e-003,-8.96425378533613e-001
6.30957344480183e+004	,-1.81470393549866e-003,-9.17237947548069e-001
6.45654229034645e+004	,-1.86612697308796e-003,-9.38530677371957e-001
6.60693448007586e+004	,-1.91978534532119e-003,-9.60314447871088e-001
6.76082975391971e+004	,-1.97576738014832e-003,-9.82600373544458e-001
6.91830970918925e+004	,-2.03416408409520e-003,-1.00539980797292e+000
7.07945784384127e+004	,-2.09506914684410e-003,-1.02872434833275e+000
7.24435960074979e+004	,-2.15857893706182e-003,-1.05258583997611e+000
7.41310241300906e+004	,-2.22479248862213e-003,-1.07699638108066e+000
7.58577575029172e+004	,-2.29381147629135e-003,-1.10196832737101e+000
7.76247116628679e+004	,-2.36574017977289e-003,-1.12751429691517e+000
7.94328234724269e+004	,-2.44068543508566e-003,-1.15364717499947e+000
8.12830516164086e+004	,-2.51875657221138e-003,-1.18038011908603e+000
8.31763771102658e+004	,-2.60006533779247e-003,-1.20772656385759e+000
8.51138038202363e+004	,-2.68472580171361e-003,-1.23570022635463e+000
8.70963589956067e+004	,-2.77285424634161e-003,-1.26431511121100e+000
8.91250938133731e+004	,-2.86456903715947e-003,-1.29358551599450e+000
9.12010839355895e+004	,-2.95999047355301e-003,-1.32352603665990e+000
9.33254300796976e+004	,-3.05924061842478e-003,-1.35415157312251e+000
9.54992586021420e+004	,-3.16244310537985e-003,-1.38547733496145e+000
9.77237220955795e+004	,-3.26972292221231e-003,-1.41751884726255e+000
9.99999999999984e+004	,-3.38120616944290e-003,-1.45029195661183e+000
1.02329299228074e+005	,-3.49701979267774e-003,-1.48381283725130e+000
1.04712854805088e+005	,-3.61729128766949e-003,-1.51809799741009e+000
1.07151930523759e+005	,-3.74214837702901e-003,-1.55316428582478e+000
1.09647819614317e+005	,-3.87171865753297e-003,-1.58902889846359e+000
1.12201845430195e+005	,-4.00612921724022e-003,-1.62570938547047e+000
1.14815362149686e+005	,-4.14550622164428e-003,-1.66322365834580e+000
1.17489755493951e+005	,-4.28997446836733e-003,-1.70158999738129e+000
1.20226443461739e+005	,-4.43965690990792e-003,-1.74082705936760e+000
1.23026877081236e+005	,-4.59467414440511e-003,-1.78095388559391e+000
1.25892541179415e+005	,-4.75514387443781e-003,-1.82198991015903e+000
1.28824955169311e+005	,-4.92118033419480e-003,-1.86395496861440e+000
1.31825673855639e+005	,-5.09289368565938e-003,-1.90686930695910e+000
1.34896288259163e+005	,-5.27038938474640e-003,-1.95075359100756e+000
1.38038426460286e+005	,-5.45376751865857e-003,-1.99562891614981e+000
1.41253754462273e+005	,-5.64312211608602e-003,-2.04151681752387e+000
1.44543977074590e+005	,-5.83854043220679e-003,-2.08843928061915e+000
1.47910838816818e+005	,-6.04010221086012e-003,-2.13641875232785e+000
1.51356124843618e+005	,-6.24787892658471e-003,-2.18547815246056e+000
1.54881661891246e+005	,-6.46193300964624e-003,-2.23564088573936e+000
1.58489319246109e+005	,-6.68231705746242e-003,-2.28693085427958e+000
1.62181009735890e+005	,-6.90907303622514e-003,-2.33937247056857e+000
1.65958690743753e+005	,-7.14223147679271e-003,-2.39299067094560e+000
1.69824365246172e+005	,-7.38181066921328e-003,-2.44781092958379e+000
1.73780082874935e+005	,-7.62781586039569e-003,-2.50385927296980e+000
1.77827941003889e+005	,-7.88023845969094e-003,-2.56116229487242e+000
1.81970085860995e+005	,-8.13905525706814e-003,-2.61974717178543e+000
1.86208713666284e+005	,-8.40422765868673e-003,-2.67964167882419e+000
1.90546071796322e+005	,-8.67570094444522e-003,-2.74087420604924e+000
1.94984459975801e+005	,-8.95340355185476e-003,-2.80347377518329e+000
1.99526231496885e+005	,-9.23724639028559e-003,-2.86747005668120e+000
2.04173794466949e+005	,-9.52712218898293e-003,-2.93289338710527e+000
2.08929613085400e+005	,-9.82290488174524e-003,-2.99977478675095e+000
2.13796208950220e+005	,-1.01244490302232e-002,-3.06814597746113e+000
2.18776162394952e+005	,-1.04315892868922e-002,-3.13803940055967e+000
2.23872113856830e+005	,-1.07441398976228e-002,-3.20948823482828e+000
2.29086765276773e+005	,-1.10618942423554e-002,-3.28252641444456e+000
2.34422881531988e+005	,-1.13846244110981e-002,-3.35718864679267e+000
2.39883291901945e+005	,-1.17120808107211e-002,-3.43351043005333e+000
2.45470891568499e+005	,-1.20439917962815e-002,-3.51152807047506e+000
2.51188643150954e+005	,-1.23800633187069e-002,-3.59127869922497e+000
2.57039578276882e+005	,-1.27199785786880e-002,-3.67280028871498e+000
2.63026799189534e+005	,-1.30633976743762e-002,-3.75613166829770e+000
2.69153480392687e+005	,-1.34099572283709e-002,-3.84131253922572e+000
2.75422870333812e+005	,-1.37592699771182e-002,-3.92838348876906e+000
2.81838293126440e+005	,-1.41109243034424e-002,-4.01738600338739e+000
2.88403150312656e+005	,-1.44644836906883e-002,-4.10836248085704e+000
2.95120922666633e+005	,-1.48194860743131e-002,-4.20135624125708e+000
3.01995172040196e+005	,-1.51754430646361e-002,-4.29641153672456e+000
3.09029543251354e+005	,-1.55318390117454e-002,-4.39357355989539e+000
3.16227766016832e+005	,-1.58881298815662e-002,-4.49288845095562e+000
3.23593656929623e+005	,-1.62437419093361e-002,-4.59440330323546e+000
3.31131121482585e+005	,-1.65980699948964e-002,-4.69816616728901e+000
3.38844156139197e+005	,-1.69504758014970e-002,-4.80422605341147e+000
3.46736850452526e+005	,-1.73002855179551e-002,-4.91263293255701e+000
3.54813389233569e+005	,-1.76467872415904e-002,-5.02343773563099e+000
3.63078054770095e+005	,-1.79892279372245e-002,-5.13669235114183e+000
3.71535229097166e+005	,-1.83268099251794e-002,-5.25244962120879e+000
3.80189396320555e+005	,-1.86586868492462e-002,-5.37076333593439e+000
3.89045144994274e+005	,-1.89839590728059e-002,-5.49168822616140e+000
3.98107170553490e+005	,-1.93016684490937e-002,-5.61527995464617e+000
4.07380277804106e+005	,-1.96107924090492e-002,-5.74159510569298e+000
4.16869383470328e+005	,-1.99102373069658e-002,-5.87069117330544e+000
4.26579518801585e+005	,-2.01988309616364e-002,-6.00262654792459e+000
4.36515832240158e+005	,-2.04753143268878e-002,-6.13746050183591e+000
4.46683592150955e+005	,-2.07383322220797e-002,-6.27525317334246e+000
4.57088189614867e+005	,-2.09864230488793e-002,-6.41606554981556e+000
4.67735141287190e+005	,-2.12180074164225e-002,-6.55995944975197e+000
4.78630092322630e+005	,-2.14313755918914e-002,-6.70699750398406e+000
4.89778819368438e+005	,-2.16246736883524e-002,-6.85724313621072e+000
5.01187233627263e+005	,-2.17958884958115e-002,-7.01076054303956e+000
5.12861383991356e+005	,-2.19428308549463e-002,-7.16761467375746e+000
5.24807460249763e+005	,-2.20631174662264e-002,-7.32787121007664e+000
5.37031796370243e+005	,-2.21541510193588e-002,-7.49159654613834e+000
5.49540873857615e+005	,-2.22130985200642e-002,-7.65885776909480e+000
5.62341325190339e+005	,-2.22368676823118e-002,-7.82972264063652e+000
5.75439937337147e+005	,-2.22220812448887e-002,-8.00425957988220e+000
5.88843655355579e+005	,-2.21650490610787e-002,-8.18253764810864e+000
6.02559586074347e+005	,-2.20617377998275e-002,-8.36462653586347e+000
6.16595001861471e+005	,-2.19077380854459e-002,-8.55059655308041e+000
6.30957344480182e+005	,-2.16982288911759e-002,-8.74051862290112e+000
6.45654229034644e+005	,-2.14279389896913e-002,-8.93446428000446e+000
6.60693448007584e+005	,-2.10911052506099e-002,-9.13250567435176e+000
6.76082975391970e+005	,-2.06814275618764e-002,-9.33471558137732e+000
6.91830970918924e+005	,-2.01920201378717e-002,-9.54116741978864e+000
7.07945784384125e+005	,-1.96153589628962e-002,-9.75193527829056e+000
7.24435960074977e+005	,-1.89432251040112e-002,-9.96709395271417e+000
7.41310241300904e+005	,-1.81666436122314e-002,-1.01867189952167e+001
7.58577575029170e+005	,-1.72758177156760e-002,-1.04108867774221e+001
7.76247116628678e+005	,-1.62600579928785e-002,-1.06396745695975e+001
7.94328234724267e+005	,-1.51077061988126e-002,-1.08731606382098e+001
8.12830516164085e+005	,-1.38060534004311e-002,-1.11114243644794e+001
8.31763771102656e+005	,-1.23412520626889e-002,-1.13545463868472e+001
8.51138038202361e+005	,-1.06982217105396e-002,-1.16026087706030e+001
8.70963589956065e+005	,-8.86054777672040e-003,-1.18556952082828e+001
8.91250938133729e+005	,-6.81037322993279e-003,-1.21138912548379e+001
9.12010839355893e+005	,-4.52828256301665e-003,-1.23772846020156e+001
9.33254300796974e+005	,-1.99317770612539e-003,-1.26459653968631e+001
9.54992586021419e+005	,8.17854584207479e-004,-1.29200266097888e+001
9.77237220955793e+005	,3.92968432290809e-003,-1.31995644581871e+001
9.99999999999982e+005	,7.36928935674790e-003,-1.34846788922549e+001
1.02329299228074e+006	,1.11659163755910e-002,-1.37754741503230e+001
1.04712854805088e+006	,1.53512523740862e-002,-1.40720593917736e+001
1.07151930523759e+006	,1.99596070746830e-002,-1.43745494164587e+001
1.09647819614316e+006	,2.50281068326964e-002,-1.46830654804459e+001
1.12201845430194e+006	,3.05969005533873e-002,-1.49977362189461e+001
1.14815362149686e+006	,3.67093781594472e-002,-1.53186986884062e+001
1.17489755493951e+006	,4.34124021541576e-002,-1.56460995410109e+001
1.20226443461739e+006	,5.07565528315601e-002,-1.59800963462538e+001
1.23026877081236e+006	,5.87963876891562e-002,-1.63208590758139e+001
1.25892541179414e+006	,6.75907156008500e-002,-1.66685717697636e+001
1.28824955169311e+006	,7.72028863075517e-002,-1.70234344041463e+001
1.31825673855638e+006	,8.77010957785817e-002,-1.73856649822542e+001
1.34896288259163e+006	,9.91587079881361e-002,-1.77555018745489e+001
1.38038426460286e+006	,1.11654593634996e-001,-1.81332064351544e+001
1.41253754462273e+006	,1.25273486308105e-001,-1.85190659262928e+001
1.44543977074590e+006	,1.40106356561760e-001,-1.89133967859912e+001
1.47910838816818e+006	,1.56250804307031e-001,-1.93165482789843e+001
1.51356124843618e+006	,1.73811469843416e-001,-1.97289065760615e+001
1.54881661891245e+006	,1.92900463738133e-001,-2.01508993133232e+001
1.58489319246108e+006	,2.13637815596687e-001,-2.05830006900633e+001
1.62181009735890e+006	,2.36151941541657e-001,-2.10257371724977e+001
1.65958690743753e+006	,2.60580129904761e-001,-2.14796938805317e+001
1.69824365246171e+006	,2.87069044211598e-001,-2.19455217464938e+001
1.73780082874934e+006	,3.15775241960436e-001,-2.24239455485857e+001
1.77827941003889e+006	,3.46865706916248e-001,-2.29157729381024e+001
1.81970085860995e+006	,3.80518391591741e-001,-2.34219045987261e+001
1.86208713666283e+006	,4.16922765181427e-001,-2.39433456989497e+001
1.90546071796321e+006	,4.56280360337087e-001,-2.44812188255726e+001
1.94984459975801e+006	,4.98805309670978e-001,-2.50367786179932e+001
1.99526231496884e+006	,5.44724859546016e-001,-2.56114283605613e+001
2.04173794466949e+006	,5.94279844293880e-001,-2.62067388345454e+001
2.08929613085400e+006	,6.47725098140848e-001,-2.68244697834095e+001
2.13796208950219e+006	,7.05329774351636e-001,-2.74665944063043e+001
2.18776162394951e+006	,7.67377530804961e-001,-2.81353273662005e+001
2.23872113856830e+006	,8.34166527570969e-001,-2.88331568821432e+001
2.29086765276773e+006	,9.06009163980214e-001,-2.95628815706688e+001
2.34422881531988e+006	,9.83231458709436e-001,-3.03276528099754e+001
2.39883291901944e+006	,1.06617194464015e+000,-3.11310235214008e+001
2.45470891568498e+006	,1.15517990812966e+000,-3.19770043937471e+001
2.51188643150953e+006	,1.25061274651475e+000,-3.28701287114239e+001
2.57039578276881e+006	,1.35283214374655e+000,-3.38155270764094e+001
2.63026799189533e+006	,1.46219866631356e+000,-3.48190134172580e+001
2.69153480392686e+006	,1.57906425272756e+000,-3.58871837226451e+001
2.75422870333811e+006	,1.70376190065246e+000,-3.70275288674826e+001
2.81838293126440e+006	,1.83659163515861e+000,-3.82485626279486e+001
2.88403150312655e+006	,1.97780155695423e+000,-3.95599653676926e+001
2.95120922666633e+006	,2.12756240794949e+000,-4.09727427028526e+001
3.01995172040196e+006	,2.28593364338457e+000,-4.24993963852850e+001
3.09029543251353e+006	,2.45281846517608e+000,-4.41541011844631e+001
3.16227766016832e+006	,2.62790467355736e+000,-4.59528759788928e+001
3.23593656929622e+006	,2.81058760451541e+000,-4.79137285891619e+001
3.31131121482585e+006	,2.99987099921138e+000,-5.00567408041987e+001
3.38844156139196e+006	,3.19424171461816e+000,-5.24040410925126e+001
3.46736850452525e+006	,3.39151530004742e+000,-5.49795863975604e+001
3.54813389233568e+006	,3.58865256685099e+000,-5.78086411803471e+001
3.63078054770094e+006	,3.78155374985679e+000,-6.09168048207223e+001
3.71535229097165e+006	,3.96484842464501e+000,-6.43284079331329e+001
3.80189396320554e+006	,4.13171748323263e+000,-6.80640964636713e+001
3.89045144994273e+006	,4.27380786661584e+000,-7.21374883427378e+001
3.98107170553489e+006	,4.38132643803619e+000,-7.65509728684800e+001
4.07380277804105e+006	,4.44341322943541e+000,-8.12910697498533e+001
4.16869383470327e+006	,4.44887411229793e+000,-8.63242496830774e+001
4.26579518801584e+006	,4.38727555966958e+000,-9.15945792302002e+001
4.36515832240157e+006	,4.25026727419215e+000,-9.70246656060824e+001
4.46683592150954e+006	,4.03284677937140e+000,-1.02520798523290e+002
4.57088189614866e+006	,3.73420443564850e+000,-1.07981880272799e+002
4.67735141287189e+006	,3.35786886714955e+000,-1.13310227999412e+002
4.78630092322629e+006	,2.91110183941454e+000,-1.18421500190443e+002
4.89778819368436e+006	,2.40374936854686e+000,-1.23251395016935e+002
5.01187233627262e+006	,1.84690054876477e+000,-1.27758123788718e+002
5.12861383991355e+006	,1.25168279730617e+000,-1.31921135970311e+002
5.24807460249762e+006	,6.28387178494430e-001,-1.35737447676005e+002
5.37031796370242e+006	,-1.40332373260448e-002,-1.39217040438136e+002
5.49540873857613e+006	,-6.68150549161359e-001,-1.42378422463101e+002
5.62341325190338e+006	,-1.32803276515850e+000,-1.45244940251264e+002
5.75439937337145e+006	,-1.98909210354812e+000,-1.47842021153647e+002
5.88843655355577e+006	,-2.64788154649267e+000,-1.50195284387037e+002
6.02559586074345e+006	,-3.30188450882686e+000,-1.52329353580736e+002
6.16595001861470e+006	,-3.94932178323838e+000,-1.54267185682330e+002
6.30957344480180e+006	,-4.58898601213888e+000,-1.56029754204826e+002
6.45654229034642e+006	,-5.22010576084974e+000,-1.57635961146797e+002
6.60693448007582e+006	,-5.84223708450536e+000,-1.59102687255365e+002
6.76082975391968e+006	,-6.45517875184245e+000,-1.60444919196705e+002
6.91830970918922e+006	,-7.05890691434883e+000,-1.61675913727628e+002
7.07945784384123e+006	,-7.65352529673716e+000,-1.62807374076955e+002
7.24435960074975e+006	,-8.23922753642342e+000,-1.63849623912547e+002
7.41310241300902e+006	,-8.81626890620328e+000,-1.64811770874952e+002
7.58577575029168e+006	,-9.38494521716363e+000,-1.65701855812966e+002
7.76247116628676e+006	,-9.94557718034875e+000,-1.66526986379003e+002
7.94328234724265e+006	,-1.04984988989350e+001,-1.67293455106689e+002
8.12830516164082e+006	,-1.10440494747614e+001,-1.68006842887732e+002
8.31763771102654e+006	,-1.15825669562223e+001,-1.68672109146285e+002
8.51138038202359e+006	,-1.21143840416915e+001,-1.69293670142474e+002
8.70963589956062e+006	,-1.26398250955660e+001,-1.69875466827984e+002
8.91250938133727e+006	,-1.31592041425872e+001,-1.70421023591236e+002
9.12010839355890e+006	,-1.36728235883078e+001,-1.70933499107995e+002
9.33254300796971e+006	,-1.41809734757165e+001,-1.71415730378935e+002
9.54992586021416e+006	,-1.46839311349547e+001,-1.71870270902507e+002
9.77237220955790e+006	,-1.51819611184910e+001,-1.72299423806440e+002
9.99999999999979e+006	,-1.56753153408666e+001,-1.72705270648011e+002
1.02329299228073e+007	,-1.61642333623348e+001,-1.73089696492747e+002
1.04712854805088e+007	,-1.66489427709869e+001,-1.73454411793508e+002
1.07151930523758e+007	,-1.71296596294992e+001,-1.73800971515977e+002
1.09647819614316e+007	,-1.76065889613703e+001,-1.74130791891427e+002
1.12201845430194e+007	,-1.80799252581134e+001,-1.74445165121881e+002
1.14815362149686e+007	,-1.85498529938626e+001,-1.74745272315315e+002
1.17489755493950e+007	,-1.90165471376164e+001,-1.75032194888194e+002
1.20226443461739e+007	,-1.94801736561851e+001,-1.75306924638284e+002
1.23026877081236e+007	,-1.99408900030434e+001,-1.75570372661623e+002
1.25892541179414e+007	,-2.03988455898953e+001,-1.75823377262767e+002
1.28824955169311e+007	,-2.08541822389499e+001,-1.76066710986431e+002
1.31825673855638e+007	,-2.13070346147965e+001,-1.76301086880811e+002
1.34896288259162e+007	,-2.17575306354179e+001,-1.76527164087636e+002
1.38038426460286e+007	,-2.22057918623551e+001,-1.76745552841080e+002
1.41253754462272e+007	,-2.26519338703743e+001,-1.76956818946611e+002
1.44543977074590e+007	,-2.30960665972256e+001,-1.77161487801388e+002
1.47910838816818e+007	,-2.35382946742404e+001,-1.77360048009772e+002
1.51356124843618e+007	,-2.39787177386198e+001,-1.77552954640544e+002
1.54881661891245e+007	,-2.44174307283227e+001,-1.77740632166519e+002
1.58489319246108e+007	,-2.48545241604925e+001,-1.77923477122087e+002
1.62181009735889e+007	,-2.52900843943655e+001,-1.78101860509821e+002
1.65958690743752e+007	,-2.57241938795929e+001,-1.78276129983476e+002
1.69824365246171e+007	,-2.61569313908841e+001,-1.78446611831416e+002
1.73780082874934e+007	,-2.65883722498494e+001,-1.78613612781635e+002
1.77827941003888e+007	,-2.70185885348841e+001,-1.78777421647090e+002
1.81970085860994e+007	,-2.74476492798961e+001,-1.78938310827878e+002
1.86208713666283e+007	,-2.78756206626411e+001,-1.79096537684926e+002
1.90546071796321e+007	,-2.83025661833870e+001,-1.79252345798256e+002
1.94984459975800e+007	,-2.87285468345914e+001,-1.79405966121390e+002
1.99526231496884e+007	,-2.91536212622373e+001,-1.79557618042291e+002
2.04173794466948e+007	,-2.95778459194344e+001,-1.79707510360068e+002
2.08929613085399e+007	,-3.00012752128608e+001,-1.79855842185753e+002
2.13796208950219e+007	,-3.04239616425857e+001,1.79997196225393e+002
2.18776162394950e+007	,-3.08459559357836e+001,1.79851422703348e+002
2.23872113856829e+007	,-3.12673071748226e+001,1.79706662448528e+002
2.29086765276772e+007	,-3.16880629201832e+001,1.79562747367213e+002
2.34422881531987e+007	,-3.21082693286401e+001,1.79419515452280e+002
2.39883291901944e+007	,-3.25279712671173e+001,1.79276810204689e+002
2.45470891568498e+007	,-3.29472124226076e+001,1.79134480091633e+002
2.51188643150952e+007	,-3.33660354085293e+001,1.78992378037578e+002
2.57039578276881e+007	,-3.37844818678762e+001,1.78850360944728e+002
2.63026799189532e+007	,-3.42025925735033e+001,1.78708289239742e+002
2.69153480392686e+007	,-3.46204075258796e+001,1.78566026443746e+002
2.75422870333811e+007	,-3.50379660486230e+001,1.78423438762911e+002
2.81838293126439e+007	,-3.54553068821307e+001,1.78280394697024e+002
2.88403150312654e+007	,-3.58724682756018e+001,1.78136764663673e+002
2.95120922666632e+007	,-3.62894880777499e+001,1.77992420635756e+002
3.01995172040195e+007	,-3.67064038264936e+001,1.77847235790170e+002
3.09029543251352e+007	,-3.71232528379096e+001,1.77701084165618e+002
3.16227766016831e+007	,-3.75400722947331e+001,1.77553840327536e+002
3.23593656929621e+007	,-3.79568993346860e+001,1.77405379038211e+002
3.31131121482584e+007	,-3.83737711389166e+001,1.77255574930184e+002
3.38844156139195e+007	,-3.87907250208335e+001,1.77104302181066e+002
3.46736850452524e+007	,-3.92077985156220e+001,1.76951434187889e+002
3.54813389233568e+007	,-3.96250294707345e+001,1.76796843239090e+002
3.63078054770093e+007	,-4.00424561376527e+001,1.76640400182221e+002
3.71535229097164e+007	,-4.04601172652285e+001,1.76481974085387e+002
3.80189396320553e+007	,-4.08780521949172e+001,1.76321431890368e+002
3.89045144994272e+007	,-4.12963009582320e+001,1.76158638055295e+002
3.98107170553488e+007	,-4.17149043767571e+001,1.75993454184601e+002
4.07380277804104e+007	,-4.21339041650766e+001,1.75825738643867e+002
4.16869383470326e+007	,-4.25533430369902e+001,1.75655346156983e+002
4.26579518801583e+007	,-4.29732648154085e+001,1.75482127382892e+002
4.36515832240156e+007	,-4.33937145463422e+001,1.75305928468902e+002
4.46683592150953e+007	,-4.38147386174247e+001,1.75126590577348e+002
4.57088189614865e+007	,-4.42363848814352e+001,1.74943949382031e+002
4.67735141287188e+007	,-4.46587027853210e+001,1.74757834530565e+002
4.78630092322628e+007	,-4.50817435052518e+001,1.74568069068308e+002
4.89778819368435e+007	,-4.55055600882780e+001,1.74374468819154e+002
5.01187233627261e+007	,-4.59302076012063e+001,1.74176841717899e+002
5.12861383991353e+007	,-4.63557432873539e+001,1.73974987088329e+002
5.24807460249761e+007	,-4.67822267318940e+001,1.73768694860463e+002
5.37031796370241e+007	,-4.72097200365615e+001,1.73557744719647e+002
5.49540873857612e+007	,-4.76382880045525e+001,1.73341905179259e+002
5.62341325190336e+007	,-4.80679983365168e+001,1.73120932567789e+002
5.75439937337144e+007	,-4.84989218386215e+001,1.72894569919877e+002
5.88843655355576e+007	,-4.89311326437437e+001,1.72662545759538e+002
