Freq.	V(v1)	V(vb)	V(vout)
2.57039578276885e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.38036726001239e-005dB,-1.02747458476112e-001°)
2.63026799189537e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.31852774563802e-005dB,-1.05140749412201e-001°)
2.69153480392690e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.25377383392957e-005dB,-1.07589786910793e-001°)
2.75422870333815e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.18596817522698e-005dB,-1.10095869451476e-001°)
2.81838293126444e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.11496694493150e-005dB,-1.12660325757554e-001°)
2.88403150312659e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.04061954243566e-005dB,-1.15284515500379e-001°)
2.95120922666637e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.96276826845158e-005dB,-1.17969830020096e-001°)
3.01995172040200e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.88124799173088e-005dB,-1.20717693063152e-001°)
3.09029543251358e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.79588579900432e-005dB,-1.23529561536987e-001°)
3.16227766016837e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.70650062833416e-005dB,-1.26406926282282e-001°)
3.23593656929627e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.61290288414307e-005dB,-1.29351312863189e-001°)
3.31131121482590e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.51489403507693e-005dB,-1.32364282375954e-001°)
3.38844156139201e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.41226619508696e-005dB,-1.35447432276363e-001°)
3.46736850452530e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.30480168001653e-005dB,-1.38602397226440e-001°)
3.54813389233574e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.19227254663563e-005dB,-1.41830849960862e-001°)
3.63078054770100e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(1.07444010949402e-005dB,-1.45134502173531e-001°)
3.71535229097171e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(9.51054435014395e-006dB,-1.48515105424782e-001°)
3.80189396320559e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(8.21853809932338e-006dB,-1.51974452069702e-001°)
3.89045144994279e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(6.86564188325851e-006dB,-1.55514376208051e-001°)
3.98107170553495e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(5.44898608169648e-006dB,-1.59136754656294e-001°)
4.07380277804111e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.96556584357049e-006dB,-1.62843507942237e-001°)
4.16869383470333e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(2.41223470474614e-006dB,-1.66636601322821e-001°)
4.26579518801591e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(7.85697916435848e-007dB,-1.70518045825587e-001°)
4.36515832240164e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.17494541758638e-007dB,-1.74489899314371e-001°)
4.46683592150961e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.70095527382272e-006dB,-1.78554267579795e-001°)
4.57088189614873e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.56846713807969e-006dB,-1.82713305455124e-001°)
4.67735141287196e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.52399126900566e-006dB,-1.86969217958076e-001°)
4.78630092322636e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.57167547422140e-006dB,-1.91324261459190e-001°)
4.89778819368444e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.07158630327035e-005dB,-1.95780744877375e-001°)
5.01187233627270e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.29611019086854e-005dB,-2.00341030903251e-001°)
5.12861383991362e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.53121543918620e-005dB,-2.05007537250944e-001°)
5.24807460249770e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.77740072111570e-005dB,-2.09782737938995e-001°)
5.37031796370250e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.03518820854168e-005dB,-2.14669164601034e-001°)
5.49540873857622e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.30512468306144e-005dB,-2.19669407826943e-001°)
5.62341325190346e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.58778269203911e-005dB,-2.24786118535187e-001°)
5.75439937337154e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.88376176715952e-005dB,-2.30022009377041e-001°)
5.88843655355586e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.19368969092155e-005dB,-2.35379856173464e-001°)
6.02559586074355e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.51822383180530e-005dB,-2.40862499385358e-001°)
6.16595001861479e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.85805253644589e-005dB,-2.46472845617991e-001°)
6.30957344480190e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.21389659135172e-005dB,-2.52213869160380e-001°)
6.45654229034652e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.58651074828640e-005dB,-2.58088613560429e-001°)
6.60693448007593e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.97668532864881e-005dB,-2.64100193236664e-001°)
6.76082975391978e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.38524789672780e-005dB,-2.70251795127395e-001°)
6.91830970918933e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.81306501514150e-005dB,-2.76546680378177e-001°)
7.07945784384134e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.26104408313837e-005dB,-2.82988186068454e-001°)
7.24435960074986e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.73013526171637e-005dB,-2.89579726978290e-001°)
7.41310241300914e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.22133348537025e-005dB,-2.96324797396103e-001°)
7.58577575029180e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.73568057570616e-005dB,-3.03226972968362e-001°)
7.76247116628688e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.27426744747677e-005dB,-3.10289912592199e-001°)
7.94328234724277e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.83823642459119e-005dB,-3.17517360351928e-001°)
8.12830516164095e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.42878365887118e-005dB,-3.24913147500494e-001°)
8.31763771102667e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.00471616701698e-004dB,-3.32481194486859e-001°)
8.51138038202372e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.06946820002391e-004dB,-3.40225513030403e-001°)
8.70963589956076e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.13727179927917e-004dB,-3.48150208243420e-001°)
8.91250938133741e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.20827077079589e-004dB,-3.56259480802786e-001°)
9.12010839355905e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.28261569697066e-004dB,-3.64557629171966e-001°)
9.33254300796986e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.36046425571096e-004dB,-3.73049051874478e-001°)
9.54992586021431e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.44198155517434e-004dB,-3.81738249820015e-001°)
9.77237220955805e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.52734048333865e-004dB,-3.90629828684418e-001°)
9.99999999999995e+001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.61672207489255e-004dB,-3.99728501344741e-001°)
1.02329299228075e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.71031589476241e-004dB,-4.09039090370652e-001°)
1.04712854805089e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.80832044030196e-004dB,-4.18566530573469e-001°)
1.07151930523760e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.91094356184680e-004dB,-4.28315871614137e-001°)
1.09647819614318e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.01840290339039e-004dB,-4.38292280671492e-001°)
1.12201845430196e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.13092636395170e-004dB,-4.48501045172180e-001°)
1.14815362149688e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.24875258086105e-004dB,-4.58947575583633e-001°)
1.17489755493952e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.37213143517786e-004dB,-4.69637408271534e-001°)
1.20226443461741e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.50132458184608e-004dB,-4.80576208423234e-001°)
1.23026877081237e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.63660600394315e-004dB,-4.91769773038603e-001°)
1.25892541179416e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.77826259336835e-004dB,-5.03224033989857e-001°)
1.28824955169313e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.92659475933256e-004dB,-5.14945061151903e-001°)
1.31825673855640e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.08191706435342e-004dB,-5.26939065604795e-001°)
1.34896288259165e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.24455889140403e-004dB,-5.39212402909928e-001°)
1.38038426460288e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.41486514190044e-004dB,-5.51771576461617e-001°)
1.41253754462275e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.59319696610324e-004dB,-5.64623240915766e-001°)
1.44543977074592e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.77993252899449e-004dB,-5.77774205697328e-001°)
1.47910838816820e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.97546781130627e-004dB,-5.91231438588344e-001°)
1.51356124843620e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.18021744827096e-004dB,-6.05002069398334e-001°)
1.54881661891247e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.39461560841300e-004dB,-6.19093393718884e-001°)
1.58489319246110e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.61911691346782e-004dB,-6.33512876764295e-001°)
1.62181009735892e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.85419740089062e-004dB,-6.48268157300190e-001°)
1.65958690743755e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.10035553280005e-004dB,-6.63367051662042e-001°)
1.69824365246173e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.35811325148966e-004dB,-6.78817557865576e-001°)
1.73780082874936e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.62801708512237e-004dB,-6.94627859811080e-001°)
1.77827941003891e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.91063930494776e-004dB,-7.10806331583684e-001°)
1.81970085860997e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.20657913747582e-004dB,-7.27361541851688e-001°)
1.86208713666286e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.51646403319966e-004dB,-7.44302258365078e-001°)
1.90546071796323e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.84095099505205e-004dB,-7.61637452556412e-001°)
1.94984459975803e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.18072796972391e-004dB,-7.79376304246265e-001°)
1.99526231496887e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.53651530385556e-004dB,-7.97528206455511e-001°)
2.04173794466952e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.90906726881009e-004dB,-8.16102770326711e-001°)
2.08929613085403e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.29917365734445e-004dB,-8.35109830156939e-001°)
2.13796208950222e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.70766145510998e-004dB,-8.54559448544425e-001°)
2.18776162394954e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.13539659057121e-004dB,-8.74461921651414e-001°)
2.23872113856832e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.58328576747452e-004dB,-8.94827784585676e-001°)
2.29086765276776e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.00522783830355e-003dB,-9.15667816903178e-001°)
2.34422881531991e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.05433685363571e-003dB,-9.36993048234412e-001°)
2.39883291901947e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.10575971310146e-003dB,-9.58814764036950e-001°)
2.45470891568501e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.15960540768942e-003dB,-9.81144511476831e-001°)
2.51188643150956e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.21598805943592e-003dB,-1.00399410544139e+000°)
2.57039578276885e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.27502716276018e-003dB,-1.02737563468621e+000°)
2.63026799189536e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.33684783704558e-003dB,-1.05130146811892e+000°)
2.69153480392690e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.40158109110145e-003dB,-1.07578426122249e+000°)
2.75422870333815e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.46936410004506e-003dB,-1.10083696262091e+000°)
2.81838293126443e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.54034049511861e-003dB,-1.12647282078996e+000°)
2.88403150312659e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.61466066711605e-003dB,-1.15270539091590e+000°)
2.95120922666637e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.69248208404957e-003dB,-1.17954854190496e+000°)
3.01995172040200e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.77396962365160e-003dB,-1.20701646354651e+000°)
3.09029543251357e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.85929592148270e-003dB,-1.23512367383274e+000°)
3.16227766016836e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.94864173534868e-003dB,-1.26388502643786e+000°)
3.23593656929626e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.04219632673142e-003dB,-1.29331571835966e+000°)
3.31131121482589e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.14015786010176e-003dB,-1.32343129772639e+000°)
3.38844156139200e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.24273382091436e-003dB,-1.35424767177200e+000°)
3.46736850452529e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.35014145311940e-003dB,-1.38578111498256e+000°)
3.54813389233573e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.46260821714410e-003dB,-1.41804827741689e+000°)
3.63078054770099e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.58037226927779e-003dB,-1.45106619320434e+000°)
3.71535229097170e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.70368296341560e-003dB,-1.48485228922272e+000°)
3.80189396320558e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.83280137628293e-003dB,-1.51942439395913e+000°)
3.89045144994278e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.96800085710387e-003dB,-1.55480074655683e+000°)
3.98107170553494e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.10956760294015e-003dB,-1.59100000605083e+000°)
4.07380277804110e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.25780126086641e-003dB,-1.62804126079515e+000°)
4.16869383470332e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.41301555816882e-003dB,-1.66594403808454e+000°)
4.26579518801589e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.57553896190174e-003dB,-1.70472831397330e+000°)
4.36515832240163e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.74571536915886e-003dB,-1.74441452329403e+000°)
4.46683592150960e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-3.92390482945095e-003dB,-1.78502356987884e+000°)
4.57088189614872e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.11048430062434e-003dB,-1.82657683698553e+000°)
4.67735141287195e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.30584843994351e-003dB,-1.86909619793116e+000°)
4.78630092322635e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.51041043188780e-003dB,-1.91260402693550e+000°)
4.89778819368443e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.72460285431646e-003dB,-1.95712321017625e+000°)
5.01187233627268e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-4.94887858482418e-003dB,-2.00267715705838e+000°)
5.12861383991361e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.18371174907977e-003dB,-2.04928981169935e+000°)
5.24807460249769e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.42959871298255e-003dB,-2.09698566463198e+000°)
5.37031796370249e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.68705912082973e-003dB,-2.14578976472651e+000°)
5.49540873857620e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-5.95663698128382e-003dB,-2.19572773133319e+000°)
5.62341325190345e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.23890180358966e-003dB,-2.24682576664651e+000°)
5.75439937337152e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.53444978612539e-003dB,-2.29911066829190e+000°)
5.88843655355584e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-6.84390505967377e-003dB,-2.35260984213543e+000°)
6.02559586074353e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.16792098796559e-003dB,-2.40735131531690e+000°)
6.16595001861477e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.50718152788844e-003dB,-2.46336374950604e+000°)
6.30957344480188e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-7.86240265223647e-003dB,-2.52067645438150e+000°)
6.45654229034650e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.23433383758582e-003dB,-2.57931940133178e+000°)
6.60693448007591e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-8.62375962033961e-003dB,-2.63932323737669e+000°)
6.76082975391976e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.03150122386299e-003dB,-2.70071929930771e+000°)
6.91830970918931e+002	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.45841825996993e-003dB,-2.76353962804485e+000°)
