v1	V(n002)	Ix(U2:SOURCE)	Ix(U3:SOURCE)	Ix(U4:DRAIN)
2.511999999999966e+00	3.472057e+00	4.793047e-08	4.793513e-08	-2.327604e-12
2.512999999999966e+00	3.472948e+00	4.792836e-08	4.793302e-08	-2.326043e-12
2.513999999999966e+00	3.473839e+00	4.792625e-08	4.793090e-08	-2.324475e-12
2.514999999999965e+00	3.474730e+00	4.792414e-08	4.792879e-08	-2.322900e-12
2.515999999999965e+00	3.475621e+00	4.792203e-08	4.792668e-08	-2.321317e-12
2.516999999999965e+00	3.476512e+00	4.791992e-08	4.792457e-08	-2.319727e-12
2.517999999999965e+00	3.477403e+00	4.791781e-08	4.792245e-08	-2.318129e-12
2.518999999999965e+00	3.478293e+00	4.791569e-08	4.792034e-08	-2.316522e-12
2.519999999999965e+00	3.479184e+00	4.791358e-08	4.791822e-08	-2.314907e-12
2.520999999999965e+00	3.480075e+00	4.791147e-08	4.791611e-08	-2.313283e-12
2.521999999999965e+00	3.480966e+00	4.790936e-08	4.791399e-08	-2.311649e-12
2.522999999999965e+00	3.481857e+00	4.790725e-08	4.791188e-08	-2.310007e-12
2.523999999999964e+00	3.482747e+00	4.790513e-08	4.790976e-08	-2.308354e-12
2.524999999999964e+00	3.483638e+00	4.790302e-08	4.790764e-08	-2.306691e-12
2.525999999999964e+00	3.484529e+00	4.790090e-08	4.790552e-08	-2.305018e-12
2.526999999999964e+00	3.485419e+00	4.789879e-08	4.790341e-08	-2.303334e-12
2.527999999999964e+00	3.486310e+00	4.789667e-08	4.790129e-08	-2.301638e-12
2.528999999999964e+00	3.487200e+00	4.789456e-08	4.789917e-08	-2.299931e-12
2.529999999999964e+00	3.488091e+00	4.789244e-08	4.789705e-08	-2.298212e-12
2.530999999999964e+00	3.488981e+00	4.789032e-08	4.789493e-08	-2.296480e-12
2.531999999999964e+00	3.489872e+00	4.788821e-08	4.789281e-08	-2.294736e-12
2.532999999999964e+00	3.490762e+00	4.788609e-08	4.789069e-08	-2.292978e-12
2.533999999999963e+00	3.491653e+00	4.788397e-08	4.788857e-08	-2.291206e-12
2.534999999999963e+00	3.492543e+00	4.788185e-08	4.788645e-08	-2.289420e-12
2.535999999999963e+00	3.493434e+00	4.787974e-08	4.788432e-08	-2.287619e-12
2.536999999999963e+00	3.494324e+00	4.787762e-08	4.788220e-08	-2.285802e-12
2.537999999999963e+00	3.495214e+00	4.787550e-08	4.788008e-08	-2.283970e-12
2.538999999999963e+00	3.496105e+00	4.787338e-08	4.787796e-08	-2.282121e-12
2.539999999999963e+00	3.496995e+00	4.787126e-08	4.787583e-08	-2.280256e-12
2.540999999999963e+00	3.497885e+00	4.786914e-08	4.787371e-08	-2.278372e-12
2.541999999999963e+00	3.498775e+00	4.786702e-08	4.787159e-08	-2.276471e-12
2.542999999999962e+00	3.499666e+00	4.786489e-08	4.786946e-08	-2.274550e-12
2.543999999999962e+00	3.500556e+00	4.786277e-08	4.786733e-08	-2.272610e-12
2.544999999999962e+00	3.501446e+00	4.786065e-08	4.786521e-08	-2.270650e-12
2.545999999999962e+00	3.502336e+00	4.785853e-08	4.786309e-08	-2.268669e-12
2.546999999999962e+00	3.503226e+00	4.785641e-08	4.786096e-08	-2.266666e-12
2.547999999999962e+00	3.504117e+00	4.785428e-08	4.785883e-08	-2.264641e-12
2.548999999999962e+00	3.505007e+00	4.785216e-08	4.785671e-08	-2.262592e-12
2.549999999999962e+00	3.505897e+00	4.785003e-08	4.785458e-08	-2.260520e-12
2.550999999999962e+00	3.506787e+00	4.784791e-08	4.785245e-08	-2.258422e-12
2.551999999999961e+00	3.507677e+00	4.784578e-08	4.785032e-08	-2.256300e-12
2.552999999999961e+00	3.508566e+00	4.784366e-08	4.784819e-08	-2.254150e-12
2.553999999999961e+00	3.509456e+00	4.784153e-08	4.784606e-08	-2.251973e-12
2.554999999999961e+00	3.510346e+00	4.783941e-08	4.784393e-08	-2.249767e-12
2.555999999999961e+00	3.511236e+00	4.783728e-08	4.784180e-08	-2.247532e-12
2.556999999999961e+00	3.512126e+00	4.783515e-08	4.783967e-08	-2.245266e-12
2.557999999999961e+00	3.513016e+00	4.783303e-08	4.783754e-08	-2.242969e-12
2.558999999999961e+00	3.513906e+00	4.783090e-08	4.783541e-08	-2.240640e-12
2.559999999999961e+00	3.514796e+00	4.782877e-08	4.783328e-08	-2.238276e-12
2.560999999999960e+00	3.515685e+00	4.782664e-08	4.783114e-08	-2.235877e-12
2.561999999999960e+00	3.516575e+00	4.782451e-08	4.782901e-08	-2.233442e-12
2.562999999999960e+00	3.517465e+00	4.782238e-08	4.782688e-08	-2.230970e-12
2.563999999999960e+00	3.518354e+00	4.782025e-08	4.782474e-08	-2.228459e-12
2.564999999999960e+00	3.519244e+00	4.781812e-08	4.782261e-08	-2.225907e-12
2.565999999999960e+00	3.520133e+00	4.781599e-08	4.782047e-08	-2.223315e-12
2.566999999999960e+00	3.521023e+00	4.781386e-08	4.781834e-08	-2.220679e-12
2.567999999999960e+00	3.521913e+00	4.781173e-08	4.781620e-08	-2.217998e-12
2.568999999999960e+00	3.522802e+00	4.780960e-08	4.781407e-08	-2.215272e-12
2.569999999999959e+00	3.523692e+00	4.780746e-08	4.781193e-08	-2.212498e-12
2.570999999999959e+00	3.524581e+00	4.780533e-08	4.780979e-08	-2.209675e-12
2.571999999999959e+00	3.525471e+00	4.780319e-08	4.780765e-08	-2.206800e-12
2.572999999999959e+00	3.526360e+00	4.780106e-08	4.780552e-08	-2.203873e-12
2.573999999999959e+00	3.527250e+00	4.779893e-08	4.780338e-08	-2.200891e-12
2.574999999999959e+00	3.528139e+00	4.779679e-08	4.780124e-08	-2.197853e-12
2.575999999999959e+00	3.529028e+00	4.779466e-08	4.779910e-08	-2.194756e-12
2.576999999999959e+00	3.529918e+00	4.779252e-08	4.779696e-08	-2.191599e-12
2.577999999999959e+00	3.530807e+00	4.779039e-08	4.779482e-08	-2.188379e-12
2.578999999999958e+00	3.531696e+00	4.778825e-08	4.779268e-08	-2.185094e-12
2.579999999999958e+00	3.532586e+00	4.778611e-08	4.779054e-08	-2.181742e-12
2.580999999999958e+00	3.533475e+00	4.778398e-08	4.778839e-08	-2.178320e-12
2.581999999999958e+00	3.534364e+00	4.778184e-08	4.778625e-08	-2.174827e-12
2.582999999999958e+00	3.535253e+00	4.777970e-08	4.778411e-08	-2.171259e-12
2.583999999999958e+00	3.536142e+00	4.777756e-08	4.778197e-08	-2.167614e-12
2.584999999999958e+00	3.537031e+00	4.777542e-08	4.777982e-08	-2.163890e-12
2.585999999999958e+00	3.537920e+00	4.777328e-08	4.777768e-08	-2.160083e-12
2.586999999999958e+00	3.538810e+00	4.777115e-08	4.777553e-08	-2.156191e-12
2.587999999999957e+00	3.539699e+00	4.776901e-08	4.777339e-08	-2.152211e-12
2.588999999999957e+00	3.540588e+00	4.776686e-08	4.777124e-08	-2.148140e-12
2.589999999999957e+00	3.541476e+00	4.776472e-08	4.776910e-08	-2.143973e-12
2.590999999999957e+00	3.542366e+00	4.776258e-08	4.776695e-08	-2.139709e-12
2.591999999999957e+00	3.543254e+00	4.776044e-08	4.776480e-08	-2.135344e-12
2.592999999999957e+00	3.544143e+00	4.775830e-08	4.776265e-08	-2.130874e-12
2.593999999999957e+00	3.545032e+00	4.775616e-08	4.776050e-08	-2.126296e-12
2.594999999999957e+00	3.545921e+00	4.775401e-08	4.775836e-08	-2.121606e-12
2.595999999999957e+00	3.546810e+00	4.775187e-08	4.775621e-08	-2.116799e-12
2.596999999999956e+00	3.547699e+00	4.774973e-08	4.775406e-08	-2.111873e-12
2.597999999999956e+00	3.548588e+00	4.774758e-08	4.775190e-08	-2.106822e-12
2.598999999999956e+00	3.549476e+00	4.774544e-08	4.774975e-08	-2.101643e-12
2.599999999999956e+00	3.550365e+00	4.774329e-08	4.774760e-08	-2.096330e-12
2.600999999999956e+00	3.551254e+00	4.774115e-08	4.774545e-08	-2.090880e-12
2.601999999999956e+00	3.552142e+00	4.773900e-08	4.774330e-08	-2.085288e-12
2.602999999999956e+00	3.553031e+00	4.773685e-08	4.774114e-08	-2.079548e-12
2.603999999999956e+00	3.553920e+00	4.773471e-08	4.773899e-08	-2.073655e-12
2.604999999999956e+00	3.554808e+00	4.773256e-08	4.773683e-08	-2.067604e-12
2.605999999999955e+00	3.555697e+00	4.773041e-08	4.773468e-08	-2.061391e-12
2.606999999999955e+00	3.556585e+00	4.772826e-08	4.773252e-08	-2.055007e-12
2.607999999999955e+00	3.557474e+00	4.772611e-08	4.773037e-08	-2.048450e-12
2.608999999999955e+00	3.558362e+00	4.772397e-08	4.772821e-08	-2.041711e-12
2.609999999999955e+00	3.559251e+00	4.772182e-08	4.772605e-08	-2.034784e-12
2.610999999999955e+00	3.560139e+00	4.771967e-08	4.772389e-08	-2.027664e-12
2.611999999999955e+00	3.561028e+00	4.771752e-08	4.772173e-08	-2.020343e-12
2.612999999999955e+00	3.561916e+00	4.771536e-08	4.771957e-08	-2.012815e-12
2.613999999999955e+00	3.562804e+00	4.771321e-08	4.771741e-08	-2.005072e-12
2.614999999999954e+00	3.563693e+00	4.771106e-08	4.771525e-08	-1.997106e-12
2.615999999999954e+00	3.564581e+00	4.770891e-08	4.771309e-08	-1.988911e-12
2.616999999999954e+00	3.565469e+00	4.770676e-08	4.771093e-08	-1.980477e-12
2.617999999999954e+00	3.566357e+00	4.770461e-08	4.770877e-08	-1.971798e-12
2.618999999999954e+00	3.567246e+00	4.770245e-08	4.770660e-08	-1.962863e-12
2.619999999999954e+00	3.568134e+00	4.770030e-08	4.770444e-08	-1.953665e-12
2.620999999999954e+00	3.569022e+00	4.769814e-08	4.770227e-08	-1.944194e-12
2.621999999999954e+00	3.569910e+00	4.769599e-08	4.770011e-08	-1.934440e-12
2.622999999999954e+00	3.570798e+00	4.769383e-08	4.769794e-08	-1.924395e-12
2.623999999999953e+00	3.571686e+00	4.769168e-08	4.769577e-08	-1.914047e-12
2.624999999999953e+00	3.572574e+00	4.768953e-08	4.769361e-08	-1.903386e-12
2.625999999999953e+00	3.573462e+00	4.768737e-08	4.769144e-08	-1.892401e-12
2.626999999999953e+00	3.574350e+00	4.768521e-08	4.768927e-08	-1.881082e-12
2.627999999999953e+00	3.575238e+00	4.768305e-08	4.768710e-08	-1.869416e-12
2.628999999999953e+00	3.576126e+00	4.768090e-08	4.768493e-08	-1.857391e-12
2.629999999999953e+00	3.577014e+00	4.767874e-08	4.768276e-08	-1.844995e-12
2.630999999999953e+00	3.577902e+00	4.767658e-08	4.768058e-08	-1.832215e-12
2.631999999999953e+00	3.578790e+00	4.767442e-08	4.767841e-08	-1.819038e-12
2.632999999999952e+00	3.579678e+00	4.767226e-08	4.767623e-08	-1.805449e-12
2.633999999999952e+00	3.580565e+00	4.767010e-08	4.767406e-08	-1.791435e-12
2.634999999999952e+00	3.581453e+00	4.766794e-08	4.767189e-08	-1.776980e-12
2.635999999999952e+00	3.582341e+00	4.766578e-08	4.766971e-08	-1.762070e-12
2.636999999999952e+00	3.583229e+00	4.766362e-08	4.766753e-08	-1.746689e-12
2.637999999999952e+00	3.584116e+00	4.766146e-08	4.766535e-08	-1.730820e-12
2.638999999999952e+00	3.585004e+00	4.765930e-08	4.766317e-08	-1.714446e-12
2.639999999999952e+00	3.585892e+00	4.765714e-08	4.766099e-08	-1.697550e-12
2.640999999999952e+00	3.586779e+00	4.765497e-08	4.765881e-08	-1.680113e-12
2.641999999999951e+00	3.587667e+00	4.765281e-08	4.765663e-08	-1.662117e-12
2.642999999999951e+00	3.588554e+00	4.765064e-08	4.765445e-08	-1.643542e-12
2.643999999999951e+00	3.589442e+00	4.764848e-08	4.765226e-08	-1.624369e-12
2.644999999999951e+00	3.590329e+00	4.764632e-08	4.765007e-08	-1.604576e-12
2.645999999999951e+00	3.591217e+00	4.764415e-08	4.764789e-08	-1.584142e-12
2.646999999999951e+00	3.592104e+00	4.764199e-08	4.764570e-08	-1.563045e-12
2.647999999999951e+00	3.592992e+00	4.763982e-08	4.764351e-08	-1.541261e-12
2.648999999999951e+00	3.593879e+00	4.763766e-08	4.764132e-08	-1.518768e-12
2.649999999999951e+00	3.594766e+00	4.763549e-08	4.763913e-08	-1.495539e-12
2.650999999999951e+00	3.595654e+00	4.763332e-08	4.763694e-08	-1.471550e-12
2.651999999999950e+00	3.596541e+00	4.763115e-08	4.763474e-08	-1.446774e-12
2.652999999999950e+00	3.597428e+00	4.762899e-08	4.763255e-08	-1.421183e-12
2.653999999999950e+00	3.598315e+00	4.762682e-08	4.763035e-08	-1.394751e-12
2.654999999999950e+00	3.599203e+00	4.762465e-08	4.762816e-08	-1.367447e-12
2.655999999999950e+00	3.600090e+00	4.762248e-08	4.762596e-08	-1.339240e-12
2.656999999999950e+00	3.600977e+00	4.762031e-08	4.762375e-08	-1.310101e-12
2.657999999999950e+00	3.601864e+00	4.761814e-08	4.762155e-08	-1.279996e-12
2.658999999999950e+00	3.602751e+00	4.761597e-08	4.761935e-08	-1.248891e-12
2.659999999999950e+00	3.603638e+00	4.761380e-08	4.761715e-08	-1.216753e-12
2.660999999999949e+00	3.604525e+00	4.761162e-08	4.761494e-08	-1.183545e-12
2.661999999999949e+00	3.605412e+00	4.760945e-08	4.761273e-08	-1.149230e-12
2.662999999999949e+00	3.606299e+00	4.760728e-08	4.761052e-08	-1.113770e-12
2.663999999999949e+00	3.607186e+00	4.760511e-08	4.760831e-08	-1.077124e-12
2.664999999999949e+00	3.608073e+00	4.760293e-08	4.760610e-08	-1.039252e-12
2.665999999999949e+00	3.608960e+00	4.760076e-08	4.760389e-08	-1.000112e-12
2.666999999999949e+00	3.609847e+00	4.759859e-08	4.760167e-08	-9.596584e-13
2.667999999999949e+00	3.610734e+00	4.759641e-08	4.759945e-08	-9.178464e-13
2.668999999999949e+00	3.611621e+00	4.759424e-08	4.759723e-08	-8.746290e-13
2.669999999999948e+00	3.612507e+00	4.759206e-08	4.759501e-08	-8.299572e-13
2.670999999999948e+00	3.613394e+00	4.758989e-08	4.759279e-08	-7.837805e-13
2.671999999999948e+00	3.614281e+00	4.758771e-08	4.759056e-08	-7.360469e-13
2.672999999999948e+00	3.615168e+00	4.758553e-08	4.758834e-08	-6.867021e-13
2.673999999999948e+00	3.616054e+00	4.758336e-08	4.758611e-08	-6.356904e-13
2.674999999999948e+00	3.616941e+00	4.758118e-08	4.758387e-08	-5.829539e-13
2.675999999999948e+00	3.617827e+00	4.757900e-08	4.758164e-08	-5.284327e-13
2.676999999999948e+00	3.618714e+00	4.757682e-08	4.757941e-08	-4.720649e-13
2.677999999999948e+00	3.619601e+00	4.757464e-08	4.757717e-08	-4.137865e-13
2.678999999999947e+00	3.620487e+00	4.757246e-08	4.757493e-08	-3.535312e-13
2.679999999999947e+00	3.621373e+00	4.757029e-08	4.757268e-08	-2.912304e-13
2.680999999999947e+00	3.622260e+00	4.756810e-08	4.757043e-08	-2.268132e-13
2.681999999999947e+00	3.623146e+00	4.756592e-08	4.756819e-08	-1.602061e-13
2.682999999999947e+00	3.624033e+00	4.756374e-08	4.756594e-08	-9.133324e-14
2.683999999999947e+00	3.624919e+00	4.756156e-08	4.756368e-08	-2.011599e-14
2.684999999999947e+00	3.625805e+00	4.755938e-08	4.756143e-08	5.352695e-14
2.685999999999947e+00	3.626692e+00	4.755720e-08	4.755917e-08	1.296797e-13
2.686999999999947e+00	3.627578e+00	4.755502e-08	4.755690e-08	2.084292e-13
2.687999999999946e+00	3.628464e+00	4.755283e-08	4.755464e-08	2.898657e-13
2.688999999999946e+00	3.629350e+00	4.755065e-08	4.755237e-08	3.740821e-13
2.689999999999946e+00	3.630237e+00	4.754846e-08	4.755009e-08	4.611750e-13
2.690999999999946e+00	3.631123e+00	4.754628e-08	4.754782e-08	5.512441e-13
2.691999999999946e+00	3.632009e+00	4.754409e-08	4.754554e-08	6.443924e-13
2.692999999999946e+00	3.632895e+00	4.754191e-08	4.754326e-08	7.407268e-13
2.693999999999946e+00	3.633781e+00	4.753972e-08	4.754097e-08	8.403577e-13
2.694999999999946e+00	3.634667e+00	4.753754e-08	4.753868e-08	9.433993e-13
2.695999999999946e+00	3.635553e+00	4.753535e-08	4.753638e-08	1.049970e-12
2.696999999999945e+00	3.636439e+00	4.753316e-08	4.753408e-08	1.160192e-12
2.697999999999945e+00	3.637325e+00	4.753097e-08	4.753178e-08	1.274192e-12
2.698999999999945e+00	3.638211e+00	4.752879e-08	4.752947e-08	1.392100e-12
2.699999999999945e+00	3.639097e+00	4.752660e-08	4.752716e-08	1.514053e-12
2.700999999999945e+00	3.639982e+00	4.752441e-08	4.752484e-08	1.640190e-12
2.701999999999945e+00	3.640868e+00	4.752222e-08	4.752252e-08	1.770656e-12
2.702999999999945e+00	3.641754e+00	4.752003e-08	4.752020e-08	1.905601e-12
2.703999999999945e+00	3.642640e+00	4.751784e-08	4.751787e-08	2.045181e-12
2.704999999999945e+00	3.643525e+00	4.751565e-08	4.751553e-08	2.189556e-12
2.705999999999944e+00	3.644411e+00	4.751346e-08	4.751319e-08	2.338891e-12
2.706999999999944e+00	3.645297e+00	4.751126e-08	4.751084e-08	2.493360e-12
2.707999999999944e+00	3.646182e+00	4.750907e-08	4.750849e-08	2.653139e-12
2.708999999999944e+00	3.647068e+00	4.750688e-08	4.750613e-08	2.818413e-12
2.709999999999944e+00	3.647954e+00	4.750469e-08	4.750376e-08	2.989372e-12
2.710999999999944e+00	3.648839e+00	4.750249e-08	4.750139e-08	3.166212e-12
2.711999999999944e+00	3.649724e+00	4.750030e-08	4.749901e-08	3.349137e-12
2.712999999999944e+00	3.650610e+00	4.749811e-08	4.749663e-08	3.538359e-12
2.713999999999944e+00	3.651495e+00	4.749591e-08	4.749424e-08	3.734094e-12
2.714999999999943e+00	3.652380e+00	4.749371e-08	4.749183e-08	3.936569e-12
2.715999999999943e+00	3.653266e+00	4.749152e-08	4.748943e-08	4.146016e-12
2.716999999999943e+00	3.654151e+00	4.748932e-08	4.748702e-08	4.362677e-12
2.717999999999943e+00	3.655036e+00	4.748713e-08	4.748459e-08	4.586802e-12
2.718999999999943e+00	3.655922e+00	4.748493e-08	4.748216e-08	4.818649e-12
2.719999999999943e+00	3.656807e+00	4.748273e-08	4.747972e-08	5.058485e-12
2.720999999999943e+00	3.657692e+00	4.748053e-08	4.747728e-08	5.306586e-12
2.721999999999943e+00	3.658577e+00	4.747834e-08	4.747482e-08	5.563239e-12
2.722999999999943e+00	3.659462e+00	4.747614e-08	4.747235e-08	5.828739e-12
2.723999999999942e+00	3.660347e+00	4.747394e-08	4.746988e-08	6.103391e-12
2.724999999999942e+00	3.661232e+00	4.747174e-08	4.746740e-08	6.387514e-12
2.725999999999942e+00	3.662117e+00	4.746954e-08	4.746490e-08	6.681434e-12
2.726999999999942e+00	3.663002e+00	4.746734e-08	4.746239e-08	6.985490e-12
2.727999999999942e+00	3.663887e+00	4.746514e-08	4.745988e-08	7.300033e-12
2.728999999999942e+00	3.664772e+00	4.746294e-08	4.745735e-08	7.625424e-12
2.729999999999942e+00	3.665657e+00	4.746073e-08	4.745481e-08	7.962040e-12
2.730999999999942e+00	3.666541e+00	4.745853e-08	4.745226e-08	8.310267e-12
2.731999999999942e+00	3.667426e+00	4.745633e-08	4.744969e-08	8.670508e-12
2.732999999999941e+00	3.668311e+00	4.745413e-08	4.744712e-08	9.043177e-12
2.733999999999941e+00	3.669195e+00	4.745192e-08	4.744453e-08	9.428703e-12
2.734999999999941e+00	3.670080e+00	4.744972e-08	4.744192e-08	9.827532e-12
2.735999999999941e+00	3.670964e+00	4.744751e-08	4.743930e-08	1.024012e-11
2.736999999999941e+00	3.671849e+00	4.744531e-08	4.743667e-08	1.066695e-11
2.737999999999941e+00	3.672734e+00	4.744311e-08	4.743402e-08	1.110850e-11
2.738999999999941e+00	3.673618e+00	4.744090e-08	4.743136e-08	1.156530e-11
2.739999999999941e+00	3.674502e+00	4.743869e-08	4.742868e-08	1.203785e-11
2.740999999999941e+00	3.675387e+00	4.743649e-08	4.742598e-08	1.252671e-11
2.741999999999940e+00	3.676271e+00	4.743428e-08	4.742327e-08	1.303245e-11
2.742999999999940e+00	3.677155e+00	4.743207e-08	4.742054e-08	1.355563e-11
2.743999999999940e+00	3.678040e+00	4.742986e-08	4.741779e-08	1.409687e-11
2.744999999999940e+00	3.678924e+00	4.742765e-08	4.741502e-08	1.465679e-11
2.745999999999940e+00	3.679808e+00	4.742545e-08	4.741223e-08	1.523603e-11
2.746999999999940e+00	3.680692e+00	4.742324e-08	4.740942e-08	1.583525e-11
2.747999999999940e+00	3.681576e+00	4.742103e-08	4.740659e-08	1.645516e-11
2.748999999999940e+00	3.682460e+00	4.741882e-08	4.740373e-08	1.709645e-11
2.749999999999940e+00	3.683344e+00	4.741661e-08	4.740086e-08	1.775987e-11
2.750999999999939e+00	3.684228e+00	4.741440e-08	4.739796e-08	1.844619e-11
2.751999999999939e+00	3.685112e+00	4.741219e-08	4.739504e-08	1.915617e-11
2.752999999999939e+00	3.685995e+00	4.740998e-08	4.739209e-08	1.989066e-11
2.753999999999939e+00	3.686879e+00	4.740776e-08	4.738912e-08	2.065048e-11
2.754999999999939e+00	3.687763e+00	4.740555e-08	4.738612e-08	2.143652e-11
2.755999999999939e+00	3.688646e+00	4.740334e-08	4.738309e-08	2.224967e-11
2.756999999999939e+00	3.689530e+00	4.740113e-08	4.738004e-08	2.309086e-11
2.757999999999939e+00	3.690413e+00	4.739891e-08	4.737695e-08	2.396107e-11
2.758999999999939e+00	3.691297e+00	4.739670e-08	4.737383e-08	2.486129e-11
2.759999999999939e+00	3.692180e+00	4.739448e-08	4.737069e-08	2.579255e-11
2.760999999999938e+00	3.693063e+00	4.739227e-08	4.736751e-08	2.675592e-11
2.761999999999938e+00	3.693947e+00	4.739005e-08	4.736430e-08	2.775250e-11
2.762999999999938e+00	3.694830e+00	4.738784e-08	4.736105e-08	2.878344e-11
2.763999999999938e+00	3.695713e+00	4.738562e-08	4.735777e-08	2.984992e-11
2.764999999999938e+00	3.696596e+00	4.738341e-08	4.735444e-08	3.095316e-11
2.765999999999938e+00	3.697479e+00	4.738119e-08	4.735108e-08	3.209442e-11
2.766999999999938e+00	3.698362e+00	4.737897e-08	4.734769e-08	3.327500e-11
2.767999999999938e+00	3.699245e+00	4.737675e-08	4.734424e-08	3.449626e-11
2.768999999999938e+00	3.700128e+00	4.737454e-08	4.734076e-08	3.575959e-11
2.769999999999937e+00	3.701011e+00	4.737232e-08	4.733724e-08	3.706644e-11
2.770999999999937e+00	3.701894e+00	4.737010e-08	4.733366e-08	3.841830e-11
2.771999999999937e+00	3.702776e+00	4.736788e-08	4.733005e-08	3.981671e-11
2.772999999999937e+00	3.703659e+00	4.736566e-08	4.732638e-08	4.126326e-11
2.773999999999937e+00	3.704541e+00	4.736344e-08	4.732266e-08	4.275961e-11
2.774999999999937e+00	3.705424e+00	4.736122e-08	4.731889e-08	4.430746e-11
2.775999999999937e+00	3.706306e+00	4.735900e-08	4.731507e-08	4.590857e-11
2.776999999999937e+00	3.707188e+00	4.735678e-08	4.731119e-08	4.756478e-11
2.777999999999937e+00	3.708070e+00	4.735456e-08	4.730726e-08	4.927795e-11
2.778999999999936e+00	3.708952e+00	4.735234e-08	4.730326e-08	5.105005e-11
2.779999999999936e+00	3.709834e+00	4.735012e-08	4.729921e-08	5.288308e-11
2.780999999999936e+00	3.710716e+00	4.734790e-08	4.729509e-08	5.477912e-11
2.781999999999936e+00	3.711598e+00	4.734567e-08	4.729090e-08	5.674034e-11
2.782999999999936e+00	3.712480e+00	4.734345e-08	4.728665e-08	5.876895e-11
2.783999999999936e+00	3.713362e+00	4.734123e-08	4.728232e-08	6.086725e-11
2.784999999999936e+00	3.714243e+00	4.733900e-08	4.727793e-08	6.303762e-11
2.785999999999936e+00	3.715124e+00	4.733678e-08	4.727346e-08	6.528251e-11
2.786999999999936e+00	3.716006e+00	4.733456e-08	4.726891e-08	6.760447e-11
2.787999999999935e+00	3.716887e+00	4.733233e-08	4.726429e-08	7.000611e-11
2.788999999999935e+00	3.717768e+00	4.733011e-08	4.725958e-08	7.249016e-11
2.789999999999935e+00	3.718649e+00	4.732788e-08	4.725478e-08	7.505941e-11
2.790999999999935e+00	3.719530e+00	4.732566e-08	4.724990e-08	7.771676e-11
2.791999999999935e+00	3.720411e+00	4.732343e-08	4.724492e-08	8.046520e-11
2.792999999999935e+00	3.721292e+00	4.732121e-08	4.723985e-08	8.330782e-11
2.793999999999935e+00	3.722172e+00	4.731898e-08	4.723469e-08	8.624782e-11
2.794999999999935e+00	3.723053e+00	4.731676e-08	4.722942e-08	8.928851e-11
2.795999999999935e+00	3.723933e+00	4.731453e-08	4.722405e-08	9.243328e-11
2.796999999999934e+00	3.724813e+00	4.731230e-08	4.721856e-08	9.568567e-11
2.797999999999934e+00	3.725693e+00	4.731007e-08	4.721297e-08	9.904931e-11
2.798999999999934e+00	3.726573e+00	4.730785e-08	4.720727e-08	1.025280e-10
2.799999999999934e+00	3.727453e+00	4.730562e-08	4.720144e-08	1.061255e-10
2.800999999999934e+00	3.728333e+00	4.730339e-08	4.719549e-08	1.098460e-10
2.801999999999934e+00	3.729213e+00	4.730117e-08	4.718941e-08	1.136935e-10
2.802999999999934e+00	3.730092e+00	4.729894e-08	4.718321e-08	1.176724e-10
2.803999999999934e+00	3.730971e+00	4.729671e-08	4.717686e-08	1.217871e-10
2.804999999999934e+00	3.731850e+00	4.729448e-08	4.717038e-08	1.260420e-10
2.805999999999933e+00	3.732729e+00	4.729225e-08	4.716375e-08	1.304420e-10
2.806999999999933e+00	3.733608e+00	4.729003e-08	4.715697e-08	1.349919e-10
2.807999999999933e+00	3.734487e+00	4.728780e-08	4.715003e-08	1.396968e-10
2.808999999999933e+00	3.735365e+00	4.728557e-08	4.714294e-08	1.445618e-10
2.809999999999933e+00	3.736243e+00	4.728334e-08	4.713568e-08	1.495922e-10
2.810999999999933e+00	3.737122e+00	4.728111e-08	4.712825e-08	1.547937e-10
2.811999999999933e+00	3.737999e+00	4.727888e-08	4.712064e-08	1.601719e-10
2.812999999999933e+00	3.738877e+00	4.727665e-08	4.711285e-08	1.657327e-10
2.813999999999933e+00	3.739755e+00	4.727442e-08	4.710487e-08	1.714822e-10
2.814999999999932e+00	3.740632e+00	4.727220e-08	4.709669e-08	1.774267e-10
2.815999999999932e+00	3.741509e+00	4.726996e-08	4.708831e-08	1.835726e-10
2.816999999999932e+00	3.742386e+00	4.726774e-08	4.707973e-08	1.899267e-10
2.817999999999932e+00	3.743263e+00	4.726551e-08	4.707093e-08	1.964957e-10
2.818999999999932e+00	3.744139e+00	4.726328e-08	4.706191e-08	2.032869e-10
2.819999999999932e+00	3.745015e+00	4.726105e-08	4.705266e-08	2.103076e-10
2.820999999999932e+00	3.745891e+00	4.725882e-08	4.704317e-08	2.175653e-10
2.821999999999932e+00	3.746767e+00	4.725659e-08	4.703343e-08	2.250678e-10
2.822999999999932e+00	3.747642e+00	4.725436e-08	4.702345e-08	2.328232e-10
2.823999999999931e+00	3.748518e+00	4.725213e-08	4.701321e-08	2.408398e-10
2.824999999999931e+00	3.749393e+00	4.724991e-08	4.700269e-08	2.491261e-10
2.825999999999931e+00	3.750267e+00	4.724767e-08	4.699189e-08	2.576910e-10
2.826999999999931e+00	3.751142e+00	4.724545e-08	4.698081e-08	2.665434e-10
2.827999999999931e+00	3.752016e+00	4.724322e-08	4.696943e-08	2.756929e-10
2.828999999999931e+00	3.752889e+00	4.724099e-08	4.695775e-08	2.851490e-10
2.829999999999931e+00	3.753763e+00	4.723876e-08	4.694575e-08	2.949217e-10
2.830999999999931e+00	3.754636e+00	4.723654e-08	4.693342e-08	3.050212e-10
